cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
1.30E-06,8,44,45,,,
1.60E-06,38,38,39,,,
1.20E-06,23,33,34,,,
1.30E-06,28,34,35,,,
1.30E-06,36,35,36,,,
1.30E-06,34,36,37,,,
1.20E-06,26,36,37,,,
1.20E-06,9,37,38,,,
1.30E-06,24,38,39,,,
1.40E-06,6,38,39,,,
2.00E-06,41,40,41,,,
1.50E-06,41,40,41,,,
2.00E-06,28,36,37,,,
1.50E-06,32,39,40,,,
1.50E-06,20,40,41,,,
1.50E-06,34,41,42,,,
1.50E-06,3,42,43,,,
1.50E-06,12,44,45,,,
1.60E-06,39,42,43,,,
1.50E-06,17,44,45,,,
1.40E-06,10,45,46,,,
1.60E-06,23,44,45,,,
1.40E-06,17,45,46,,,
1.50E-06,31,48,49,,,
1.50E-06,23,46,47,,,
1.20E-06,38,45,46,,,
1.30E-06,27,46,47,,,
1.30E-06,8,45,46,,,
1.30E-06,31,44,45,,,
1.40E-06,9,40,41,,,
1.50E-06,31,34,35,,,
1.30E-06,27,35,36,,,
1.40E-06,4,27,28,,,
1.30E-06,35,27,28,,,
2.80E-06,45,28,29,,,
1.40E-06,13,31,32,,,
1.20E-06,6,32,33,,,
1.30E-06,33,33,34,,,
1.30E-06,17,34,35,,,
2.90E-06,33,36,37,,,
1.40E-06,29,29,30,,,
1.30E-06,9,29,30,,,
1.70E-06,44,26,27,,,
1.40E-06,11,30,31,,,
1.30E-06,42,30,31,,,
1.20E-06,16,29,30,,,
1.20E-06,30,31,32,,,
1.30E-06,12,32,33,,,
1.30E-06,4,33,34,,,
1.60E-06,7,32,33,,,
1.40E-06,37,33,34,,,
1.30E-06,15,35,36,,,
2.20E-06,6,33,34,,,
1.50E-06,16,31,32,,,
1.30E-06,36,30,31,,,
1.40E-06,25,31,32,,,
1.20E-06,42,32,33,,,
1.20E-06,25,32,33,,,
1.30E-06,15,33,34,,,
1.20E-06,15,33,34,,,
1.70E-06,42,36,37,,,
1.30E-06,15,36,37,,,
1.80E-06,10,35,36,,,
1.30E-06,19,40,41,,,
1.80E-06,26,41,42,,,
1.40E-06,11,42,43,,,
1.30E-06,43,38,39,,,
1.30E-06,1,38,39,,,
1.30E-06,30,39,40,,,
1.30E-06,43,40,41,,,
1.60E-06,36,43,44,,,
1.40E-06,35,44,45,,,
1.30E-06,30,45,46,,,
