cas operacie,vybrane cislo,velkost frontu,,
1.30E-06,35,106,,
1.30E-06,11,106,,
1.30E-06,7,107,,
1.30E-06,6,107,,
1.30E-06,10,106,,
1.40E-06,5,105,,
1.40E-06,7,104,,
1.30E-06,8,103,,
1.30E-06,11,104,,
1.30E-06,31,105,,
1.30E-06,4,104,,
1.30E-06,17,106,,
1.30E-06,20,106,,
1.40E-06,27,108,,
1.30E-06,4,108,,
1.30E-06,35,107,,
1.30E-06,30,106,,
1.30E-06,13,105,,
1.30E-06,21,105,,
1.30E-06,7,104,,
1.30E-06,6,104,,
1.30E-06,20,103,,
1.30E-06,4,103,,
1.30E-06,33,103,,
1.30E-06,3,102,,
1.30E-06,34,103,,
1.30E-06,25,102,,
1.40E-06,12,101,,
1.30E-06,9,100,,
0.0002912,7,100,,
1.40E-06,14,101,,
1.30E-06,21,102,,
1.30E-06,2,102,,
1.30E-06,3,101,,
1.30E-06,21,100,,
1.30E-06,8,100,,
1.30E-06,11,103,,
1.30E-06,26,102,,
1.30E-06,2,101,,
1.30E-06,3,100,,
1.30E-06,16,99,,
1.30E-06,20,98,,
1.30E-06,23,99,,
1.30E-06,17,101,,
1.30E-06,27,102,,
1.30E-06,17,101,,
1.30E-06,22,106,,
1.40E-06,31,105,,
1.50E-06,2,107,,
1.40E-06,17,107,,
1.30E-06,18,107,,
1.40E-06,5,107,,
1.30E-06,25,108,,
1.30E-06,7,107,,
1.30E-06,15,106,,
1.30E-06,14,106,,
1.40E-06,8,105,,
1.30E-06,27,104,,
1.30E-06,13,104,,
1.30E-06,20,104,,
1.30E-06,29,105,,
1.30E-06,9,104,,
1.30E-06,9,103,,
1.30E-06,7,103,,
1.30E-06,14,103,,
1.30E-06,18,103,,
1.30E-06,21,105,,
1.30E-06,6,105,,
1.20E-06,8,104,,
1.30E-06,25,104,,
1.30E-06,10,103,,
1.30E-06,11,102,,
1.30E-06,6,101,,
1.30E-06,25,102,,
1.20E-06,8,101,,
1.30E-06,11,100,,
1.30E-06,5,100,,
2.80E-06,27,100,,
1.30E-06,4,102,,
1.30E-06,19,102,,
1.30E-06,1,101,,
1.30E-06,3,101,,
1.30E-06,1,100,,
1.40E-06,16,100,,
1.30E-06,21,100,,
1.30E-06,7,102,,
1.30E-06,27,101,,
2.20E-06,4,103,,
2.20E-06,12,103,,
1.90E-06,5,102,,
6.29E-05,32,101,,
1.40E-06,30,100,,
1.30E-06,16,100,,
1.30E-06,27,99,,
1.40E-06,19,99,,
1.30E-06,35,99,,
1.30E-06,1,98,,
0.000281,19,97,,
1.40E-06,11,97,,
1.40E-06,31,97,,
1.30E-06,24,98,,
1.30E-06,28,99,,
1.30E-06,26,100,,
1.30E-06,30,102,,
1.30E-06,30,101,,
1.40E-06,34,100,,
1.40E-06,13,99,,
1.40E-06,14,98,,
1.30E-06,26,98,,
1.30E-06,22,97,,
1.30E-06,10,96,,
1.30E-06,17,95,,
1.30E-06,23,94,,
1.30E-06,23,95,,
1.30E-06,25,95,,
1.30E-06,8,94,,
1.30E-06,17,93,,
1.30E-06,15,95,,
1.30E-06,26,94,,
1.30E-06,27,94,,
1.30E-06,13,96,,
1.30E-06,7,95,,
1.40E-06,1,94,,
1.30E-06,32,94,,
1.30E-06,25,94,,
1.30E-06,23,93,,
1.30E-06,18,92,,
1.30E-06,33,92,,
1.30E-06,25,91,,
1.30E-06,17,91,,
1.30E-06,26,90,,
1.30E-06,22,89,,
1.30E-06,2,89,,
0.000248,17,88,,
1.30E-06,17,90,,
1.40E-06,28,90,,
1.30E-06,4,89,,
1.30E-06,5,90,,
1.30E-06,14,89,,
1.30E-06,34,89,,
1.30E-06,15,91,,
1.30E-06,28,91,,
1.20E-06,5,91,,
1.30E-06,16,90,,
1.30E-06,20,89,,
1.20E-06,10,88,,
1.30E-06,17,87,,
1.30E-06,22,86,,
1.20E-06,34,87,,
1.40E-06,13,88,,
1.30E-06,28,87,,
1.30E-06,15,86,,
1.30E-06,19,85,,
1.30E-06,8,88,,
1.30E-06,3,88,,
1.40E-06,34,87,,
1.30E-06,1,86,,
1.30E-06,17,85,,
1.30E-06,15,84,,
1.30E-06,26,83,,
1.30E-06,4,82,,
1.30E-06,20,82,,
1.40E-06,10,81,,
1.30E-06,21,80,,
1.30E-06,17,80,,
1.30E-06,1,81,,
1.40E-06,27,81,,
1.30E-06,28,83,,
1.30E-06,32,82,,
1.30E-06,18,82,,
1.30E-06,32,86,,
1.40E-06,29,88,,
1.30E-06,33,93,,
1.30E-06,25,93,,
1.40E-06,12,93,,
1.30E-06,5,93,,
1.30E-06,9,93,,
1.30E-06,13,93,,
1.30E-06,29,95,,
1.20E-06,16,94,,
1.40E-06,2,93,,
1.30E-06,28,92,,
1.30E-06,22,94,,
1.30E-06,35,94,,
1.30E-06,14,93,,
1.40E-06,29,92,,
1.30E-06,26,91,,
1.30E-06,19,90,,
1.30E-06,6,91,,
1.40E-06,9,90,,
1.30E-06,20,90,,
1.30E-06,11,90,,
1.30E-06,16,90,,
1.30E-06,18,91,,
1.30E-06,28,91,,
1.30E-06,18,90,,
1.40E-06,11,90,,
1.30E-06,2,89,,
1.40E-06,9,88,,
1.30E-06,4,87,,
1.30E-06,25,86,,
1.30E-06,17,86,,
0.0002443,14,85,,
1.40E-06,6,87,,
1.20E-06,31,90,,
1.30E-06,32,90,,
1.30E-06,26,89,,
1.20E-06,14,88,,
1.40E-06,30,88,,
1.30E-06,7,88,,
1.30E-06,13,87,,
1.30E-06,12,86,,
1.30E-06,4,87,,
1.30E-06,30,88,,
1.30E-06,16,87,,
1.30E-06,19,87,,
1.30E-06,23,87,,
1.30E-06,35,87,,
1.30E-06,29,86,,
1.20E-06,20,85,,
1.30E-06,25,84,,
1.30E-06,9,83,,
1.30E-06,30,83,,
1.30E-06,14,82,,
1.20E-06,10,82,,
1.30E-06,28,81,,
1.30E-06,28,81,,
1.30E-06,31,80,,
1.30E-06,7,79,,
1.40E-06,21,78,,
1.20E-06,30,77,,
1.30E-06,3,77,,
1.30E-06,30,78,,
1.30E-06,19,77,,
1.30E-06,8,79,,
1.20E-06,23,78,,
1.30E-06,23,78,,
1.30E-06,21,77,,
0.0002142,8,76,,
1.40E-06,27,76,,
1.20E-06,29,76,,
1.30E-06,16,77,,
1.30E-06,17,78,,
1.30E-06,18,77,,
1.30E-06,30,76,,
1.40E-06,10,77,,
1.30E-06,15,77,,
1.30E-06,19,76,,
1.30E-06,16,75,,
1.30E-06,23,74,,
1.20E-06,28,75,,
1.30E-06,18,74,,
1.30E-06,34,73,,
1.30E-06,35,75,,
1.30E-06,17,74,,
1.30E-06,23,75,,
1.30E-06,30,74,,
1.40E-06,18,74,,
1.30E-06,21,75,,
1.30E-06,22,75,,
1.30E-06,12,74,,
1.30E-06,11,74,,
1.40E-06,1,73,,
1.40E-06,28,72,,
1.30E-06,34,72,,
1.30E-06,1,71,,
1.30E-06,1,70,,
1.30E-06,24,69,,
1.30E-06,26,68,,
1.40E-06,11,67,,
1.20E-06,30,66,,
0.0001779,12,65,,
1.30E-06,18,67,,
1.30E-06,21,67,,
1.30E-06,14,67,,
1.30E-06,28,66,,
1.30E-06,15,65,,
1.30E-06,24,65,,
1.30E-06,28,64,,
1.30E-06,6,64,,
1.30E-06,7,66,,
1.40E-06,27,65,,
1.30E-06,11,64,,
1.30E-06,8,63,,
1.30E-06,12,62,,
1.30E-06,27,61,,
1.40E-06,10,66,,
1.30E-06,11,66,,
1.30E-06,29,65,,
1.50E-06,18,66,,
1.30E-06,14,67,,
1.30E-06,8,66,,
1.30E-06,10,67,,
1.30E-06,23,68,,
1.30E-06,12,68,,
1.30E-06,11,67,,
1.30E-06,9,72,,
1.30E-06,23,71,,
1.30E-06,14,72,,
1.30E-06,29,71,,
1.30E-06,30,73,,
1.30E-06,8,73,,
1.30E-06,20,73,,
1.30E-06,25,74,,
1.30E-06,35,74,,
1.30E-06,6,73,,
1.30E-06,33,73,,
1.30E-06,33,73,,
1.30E-06,3,75,,
1.20E-06,33,74,,
1.30E-06,21,74,,
1.20E-06,30,75,,
1.20E-06,18,75,,
7.50E-06,21,74,,
1.40E-06,17,74,,
1.30E-06,19,76,,
1.20E-06,5,76,,
1.30E-06,14,79,,
1.30E-06,31,78,,
1.30E-06,18,78,,
1.30E-06,8,79,,
1.50E-06,20,78,,
1.30E-06,27,77,,
1.30E-06,13,81,,
1.30E-06,33,80,,
1.30E-06,31,80,,
1.30E-06,16,79,,
1.40E-06,30,79,,
1.30E-06,28,79,,
1.30E-06,1,78,,
1.30E-06,12,78,,
1.30E-06,17,77,,
1.30E-06,32,76,,
1.20E-06,2,75,,
1.30E-06,32,74,,
1.30E-06,7,73,,
1.30E-06,30,72,,
1.30E-06,33,79,,
1.30E-06,31,78,,
1.30E-06,2,77,,
1.30E-06,12,77,,
1.40E-06,26,81,,
1.30E-06,29,82,,
1.40E-06,35,81,,
1.30E-06,4,80,,
1.80E-06,24,80,,
1.40E-06,30,82,,
1.40E-06,7,81,,
1.30E-06,24,80,,
1.30E-06,21,81,,
1.30E-06,10,82,,
1.30E-06,22,82,,
1.20E-06,24,81,,
1.30E-06,25,80,,
1.30E-06,4,81,,
1.30E-06,15,85,,
1.30E-06,27,85,,
1.30E-06,17,84,,
1.30E-06,24,84,,
1.30E-06,30,84,,
1.30E-06,5,83,,
1.30E-06,25,83,,
1.30E-06,24,82,,
1.30E-06,11,81,,
1.30E-06,5,81,,
1.30E-06,3,80,,
1.30E-06,10,79,,
1.30E-06,25,78,,
1.30E-06,8,79,,
1.20E-06,21,78,,
1.20E-06,5,79,,
1.30E-06,9,80,,
1.30E-06,7,82,,
1.30E-06,24,81,,
1.30E-06,2,84,,
1.30E-06,6,83,,
1.30E-06,30,82,,
1.30E-06,10,81,,
0.0002326,2,80,,
1.40E-06,20,80,,
1.30E-06,32,79,,
1.30E-06,22,79,,
1.30E-06,27,80,,
1.20E-06,1,83,,
1.30E-06,8,82,,
1.30E-06,27,82,,
1.30E-06,4,81,,
1.30E-06,33,81,,
1.40E-06,3,80,,
1.30E-06,6,79,,
1.30E-06,14,80,,
1.40E-06,18,79,,
1.30E-06,4,81,,
1.30E-06,33,80,,
1.30E-06,22,80,,
1.30E-06,35,79,,
1.30E-06,22,78,,
1.30E-06,14,81,,
1.20E-06,3,82,,
1.30E-06,15,81,,
1.30E-06,29,81,,
1.20E-06,10,80,,
1.30E-06,12,79,,
1.20E-06,31,78,,
1.20E-06,21,77,,
1.30E-06,26,77,,
1.30E-06,15,77,,
1.30E-06,11,76,,
1.30E-06,20,76,,
1.30E-06,21,75,,
1.30E-06,35,74,,
1.40E-06,14,73,,
1.20E-06,25,73,,
1.30E-06,4,72,,
1.40E-06,6,71,,
0.000196,27,70,,
1.30E-06,24,69,,
1.30E-06,5,68,,
1.30E-06,13,68,,
1.40E-06,10,68,,
1.30E-06,32,70,,
1.40E-06,15,69,,
1.30E-06,13,68,,
1.30E-06,22,67,,
1.30E-06,18,66,,
1.30E-06,4,67,,
1.30E-06,7,67,,
1.30E-06,34,67,,
1.30E-06,19,66,,
1.30E-06,2,65,,
1.20E-06,28,64,,
1.30E-06,13,67,,
1.30E-06,4,66,,
1.20E-06,33,66,,
1.30E-06,26,67,,
1.30E-06,23,66,,
1.40E-06,25,65,,
1.30E-06,13,64,,
1.30E-06,18,63,,
1.30E-06,23,66,,
1.30E-06,9,66,,
1.30E-06,16,65,,
1.30E-06,4,64,,
1.30E-06,13,64,,
1.30E-06,7,65,,
1.30E-06,10,64,,
1.30E-06,9,63,,
1.30E-06,7,63,,
1.30E-06,8,62,,
1.30E-06,5,62,,
1.30E-06,33,61,,
1.30E-06,19,61,,
1.30E-06,19,62,,
1.40E-06,12,61,,
1.30E-06,9,61,,
1.30E-06,21,60,,
1.20E-06,29,61,,
1.30E-06,26,60,,
1.30E-06,29,61,,
1.20E-06,3,60,,
1.30E-06,35,59,,
1.30E-06,34,58,,
1.30E-06,16,59,,
1.30E-06,7,58,,
0.0001587,9,57,,
1.30E-06,12,57,,
1.30E-06,5,56,,
1.30E-06,31,57,,
1.40E-06,17,56,,
1.30E-06,25,58,,
2.30E-06,11,58,,
1.70E-06,22,57,,
1.60E-06,13,56,,
1.60E-06,6,55,,
1.70E-06,20,54,,
3.20E-06,13,55,,
1.50E-06,14,57,,
1.30E-06,29,56,,
1.40E-06,21,55,,
1.90E-06,6,54,,
1.40E-06,34,53,,
1.30E-06,15,52,,
1.30E-06,19,55,,
1.40E-06,26,54,,
1.30E-06,5,54,,
1.30E-06,26,54,,
1.40E-06,9,53,,
1.30E-06,13,54,,
1.30E-06,16,54,,
1.30E-06,30,53,,
1.30E-06,4,52,,
1.40E-06,1,52,,
1.30E-06,24,51,,
1.30E-06,13,50,,
1.30E-06,6,49,,
1.40E-06,35,51,,
1.30E-06,25,50,,
1.40E-06,10,49,,
1.40E-06,7,48,,
1.30E-06,2,47,,
1.50E-06,29,49,,
1.20E-06,1,50,,
1.30E-06,11,49,,
1.30E-06,17,49,,
1.30E-06,25,48,,
1.30E-06,19,47,,
1.30E-06,21,46,,
1.30E-06,18,46,,
1.30E-06,1,47,,
1.30E-06,12,46,,
1.30E-06,19,46,,
0.0001253,12,45,,
1.30E-06,29,44,,
1.30E-06,15,43,,
1.30E-06,1,44,,
1.30E-06,33,43,,
1.30E-06,6,45,,
1.30E-06,32,44,,
1.30E-06,9,43,,
1.30E-06,14,43,,
1.30E-06,16,42,,
1.30E-06,15,45,,
1.30E-06,28,44,,
1.30E-06,1,43,,
1.50E-06,3,44,,
1.30E-06,23,44,,
1.30E-06,19,44,,
1.30E-06,35,45,,
1.30E-06,13,45,,
1.20E-06,10,44,,
1.30E-06,4,44,,
1.30E-06,1,43,,
1.40E-06,35,42,,
1.40E-06,25,46,,
1.30E-06,16,46,,
1.40E-06,24,45,,
1.30E-06,27,44,,
1.40E-06,1,43,,
1.40E-06,30,42,,
1.40E-06,12,41,,
1.50E-06,3,40,,
1.40E-06,35,40,,
1.40E-06,17,44,,
1.40E-06,13,44,,
1.40E-06,8,43,,
1.40E-06,13,43,,
1.30E-06,8,42,,
1.30E-06,12,42,,
1.30E-06,35,41,,
1.30E-06,29,40,,
1.30E-06,31,39,,
1.30E-06,29,38,,
1.30E-06,17,38,,
1.30E-06,32,38,,
1.30E-06,26,39,,
1.30E-06,5,39,,
1.30E-06,26,38,,
1.30E-06,15,38,,
1.30E-06,15,40,,
1.30E-06,14,41,,
1.30E-06,34,40,,
1.30E-06,5,41,,
1.30E-06,11,43,,
1.30E-06,12,44,,
1.40E-06,11,43,,
1.30E-06,9,43,,
1.30E-06,25,42,,
1.30E-06,20,42,,
1.30E-06,8,41,,
1.30E-06,25,40,,
1.40E-06,13,39,,
1.30E-06,6,38,,
1.30E-06,27,39,,
1.30E-06,26,38,,
1.40E-06,16,37,,
1.30E-06,3,36,,
1.30E-06,13,37,,
1.30E-06,30,39,,
1.40E-06,4,38,,
1.40E-06,32,37,,
1.30E-06,1,37,,
1.30E-06,10,38,,
1.20E-06,26,38,,
1.30E-06,32,40,,
1.30E-06,19,41,,
1.30E-06,15,40,,
1.40E-06,33,40,,
1.30E-06,13,40,,
1.30E-06,28,39,,
1.30E-06,19,39,,
1.30E-06,17,39,,
1.30E-06,10,44,,
1.30E-06,28,43,,
1.40E-06,16,45,,
1.30E-06,31,44,,
1.30E-06,34,44,,
1.30E-06,9,45,,
1.30E-06,27,45,,
1.50E-06,35,46,,
1.30E-06,2,45,,
1.30E-06,8,45,,
1.30E-06,14,45,,
1.30E-06,19,44,,
1.30E-06,34,43,,
1.30E-06,13,43,,
1.30E-06,34,44,,
1.30E-06,18,43,,
1.30E-06,6,43,,
1.30E-06,30,42,,
1.30E-06,18,42,,
1.40E-06,19,43,,
1.40E-06,17,45,,
1.30E-06,13,44,,
1.30E-06,4,43,,
1.30E-06,30,44,,
1.30E-06,5,43,,
1.30E-06,25,43,,
1.30E-06,28,43,,
1.30E-06,29,43,,
1.40E-06,33,46,,
1.40E-06,16,46,,
1.30E-06,24,45,,
1.30E-06,35,45,,
1.30E-06,26,44,,
1.20E-06,32,43,,
1.30E-06,34,43,,
1.30E-06,24,42,,
1.30E-06,3,41,,
1.30E-06,9,43,,
1.30E-06,3,42,,
1.30E-06,26,41,,
1.30E-06,27,43,,
1.30E-06,23,42,,
1.40E-06,35,41,,
1.30E-06,16,41,,
1.30E-06,11,40,,
1.30E-06,21,41,,
1.30E-06,7,40,,
2.20E-06,26,40,,
3.40E-06,34,39,,
1.40E-06,6,39,,
1.40E-06,10,38,,
1.40E-06,8,38,,
1.30E-06,17,37,,
1.80E-06,7,38,,
1.40E-06,20,38,,
1.40E-06,23,37,,
1.30E-06,9,37,,
1.30E-06,14,36,,
1.40E-06,21,36,,
1.40E-06,28,35,,
1.40E-06,21,36,,
1.30E-06,10,35,,
1.40E-06,19,34,,
1.40E-06,19,34,,
1.40E-06,6,33,,
1.40E-06,1,34,,
9.30E-05,21,33,,
1.40E-06,2,32,,
1.20E-06,29,31,,
1.30E-06,18,31,,
1.30E-06,8,30,,
1.30E-06,30,31,,
1.30E-06,28,32,,
2.50E-06,7,32,,
1.70E-06,27,32,,
1.70E-06,32,33,,
1.40E-06,15,32,,
1.40E-06,9,31,,
1.40E-06,5,31,,
1.40E-06,8,31,,
1.30E-06,28,30,,
1.40E-06,3,30,,
1.30E-06,24,32,,
1.40E-06,35,37,,
1.40E-06,31,36,,
1.30E-06,2,37,,
1.30E-06,18,36,,
1.30E-06,22,37,,
1.30E-06,4,40,,
1.30E-06,3,39,,
1.30E-06,35,39,,
1.30E-06,1,39,,
1.30E-06,33,38,,
1.30E-06,23,40,,
1.30E-06,3,39,,
1.30E-06,13,38,,
1.40E-06,24,39,,
1.30E-06,5,43,,
1.30E-06,28,42,,
1.40E-06,30,43,,
1.30E-06,18,43,,
1.30E-06,8,42,,
1.40E-06,3,43,,
1.30E-06,5,44,,
1.30E-06,32,43,,
1.40E-06,30,43,,
1.30E-06,11,42,,
1.30E-06,35,42,,
1.40E-06,33,42,,
1.30E-06,15,41,,
1.40E-06,21,45,,
1.30E-06,33,45,,
1.30E-06,6,44,,
1.30E-06,23,46,,
1.30E-06,29,45,,
1.30E-06,20,45,,
1.30E-06,1,44,,
1.30E-06,6,43,,
1.30E-06,11,43,,
1.40E-06,1,45,,
1.30E-06,14,44,,
1.30E-06,11,44,,
1.30E-06,16,43,,
1.30E-06,8,42,,
1.30E-06,28,41,,
1.30E-06,28,40,,
1.30E-06,33,40,,
1.60E-06,3,39,,
1.30E-06,34,39,,
1.30E-06,31,41,,
1.30E-06,6,40,,
1.30E-06,7,40,,
1.30E-06,31,39,,
1.30E-06,32,39,,
1.30E-06,4,38,,
1.40E-06,14,39,,
1.40E-06,16,38,,
1.30E-06,11,40,,
1.30E-06,1,40,,
1.30E-06,8,39,,
1.30E-06,22,38,,
1.30E-06,19,37,,
1.30E-06,18,37,,
1.40E-06,27,39,,
1.30E-06,5,38,,
1.30E-06,11,37,,
1.30E-06,19,39,,
1.30E-06,25,41,,
1.30E-06,30,41,,
1.50E-06,3,41,,
1.30E-06,34,41,,
1.30E-06,21,40,,
1.70E-06,34,40,,
1.40E-06,26,39,,
1.40E-06,26,39,,
1.60E-06,31,38,,
1.70E-06,22,38,,
1.70E-06,18,37,,
1.40E-06,13,38,,
1.50E-06,25,41,,
1.40E-06,30,42,,
1.70E-06,32,41,,
1.40E-06,4,41,,
1.30E-06,26,41,,
1.30E-06,32,42,,
1.30E-06,24,43,,
1.30E-06,24,42,,
2.60E-06,9,42,,
3.20E-06,16,41,,
1.90E-06,28,40,,
2.70E-06,34,40,,
0.0002335,34,39,,
2.80E-06,10,38,,
2.10E-06,9,37,,
2.40E-06,14,36,,
3.20E-06,3,36,,
1.90E-06,33,39,,
2.00E-06,31,38,,
3.20E-06,24,37,,
1.80E-06,20,36,,
2.10E-06,12,36,,
1.30E-06,8,38,,
1.30E-06,13,37,,
1.80E-06,12,48,,
1.30E-06,18,47,,
1.40E-06,23,49,,
1.40E-06,31,48,,
1.40E-06,2,47,,
1.40E-06,20,46,,
1.40E-06,23,45,,
1.30E-06,24,49,,
1.30E-06,23,48,,
1.30E-06,10,47,,
1.30E-06,31,48,,
1.30E-06,15,47,,
1.40E-06,19,46,,
1.20E-06,5,45,,
1.30E-06,26,47,,
1.30E-06,6,47,,
1.30E-06,30,46,,
1.30E-06,35,49,,
1.30E-06,4,50,,
1.30E-06,19,49,,
1.30E-06,3,48,,
1.30E-06,29,48,,
1.40E-06,11,50,,
1.30E-06,1,52,,
1.30E-06,35,51,,
1.30E-06,4,51,,
1.30E-06,27,51,,
1.40E-06,32,51,,
1.30E-06,3,52,,
1.40E-06,2,53,,
1.30E-06,16,52,,
1.40E-06,4,51,,
1.30E-06,6,50,,
1.30E-06,15,49,,
1.20E-06,3,48,,
1.30E-06,14,49,,
1.40E-06,17,50,,
1.30E-06,2,49,,
1.30E-06,2,49,,
1.30E-06,18,51,,
1.30E-06,6,50,,
1.30E-06,34,49,,
1.30E-06,11,48,,
1.30E-06,19,47,,
2.20E-06,23,48,,
1.40E-06,8,47,,
1.30E-06,7,46,,
2.10E-06,9,46,,
2.20E-06,26,46,,
2.70E-06,35,45,,
3.00E-06,5,44,,
1.90E-06,31,44,,
2.00E-06,17,45,,
2.20E-06,30,44,,
1.80E-06,35,43,,
1.90E-06,26,45,,
1.60E-06,20,44,,
1.50E-06,28,43,,
0.0001175,13,42,,
1.30E-06,29,41,,
1.30E-06,5,41,,
1.40E-06,12,40,,
1.40E-06,23,39,,
1.30E-06,35,38,,
1.40E-06,9,37,,
1.30E-06,28,36,,
1.20E-06,15,35,,
1.20E-06,16,34,,
1.20E-06,28,33,,
1.30E-06,15,33,,
1.30E-06,22,34,,
1.30E-06,4,33,,
1.30E-06,26,32,,
1.30E-06,24,35,,
1.30E-06,5,36,,
1.30E-06,4,37,,
1.30E-06,17,37,,
1.30E-06,34,36,,
1.40E-06,2,35,,
1.20E-06,5,36,,
1.40E-06,17,35,,
1.70E-06,21,37,,
1.30E-06,19,37,,
1.30E-06,14,36,,
1.30E-06,9,36,,
1.30E-06,32,36,,
1.30E-06,19,40,,
1.30E-06,33,40,,
1.30E-06,8,40,,
1.30E-06,14,39,,
1.30E-06,9,39,,
1.30E-06,21,38,,
1.30E-06,18,38,,
1.30E-06,15,37,,
1.30E-06,16,36,,
1.30E-06,35,36,,
1.30E-06,30,35,,
1.30E-06,26,34,,
1.30E-06,15,34,,
1.30E-06,22,33,,
1.30E-06,4,32,,
1.30E-06,33,31,,
1.30E-06,33,33,,
1.60E-06,30,32,,
1.30E-06,27,31,,
1.30E-06,25,31,,
1.20E-06,20,31,,
1.30E-06,27,32,,
1.30E-06,15,31,,
1.40E-06,24,31,,
1.30E-06,7,31,,
1.40E-06,33,31,,
1.30E-06,18,32,,
1.20E-06,14,31,,
1.20E-06,26,32,,
1.30E-06,6,32,,
1.30E-06,13,31,,
1.30E-06,19,31,,
1.40E-06,13,30,,
1.30E-06,23,30,,
1.30E-06,32,29,,
1.20E-06,30,31,,
1.30E-06,12,30,,
1.30E-06,23,33,,
1.40E-06,13,34,,
1.30E-06,4,35,,
1.30E-06,9,34,,
1.30E-06,9,33,,
1.30E-06,11,32,,
1.30E-06,24,33,,
1.40E-06,20,35,,
1.30E-06,35,34,,
1.30E-06,9,33,,
1.30E-06,12,33,,
1.30E-06,28,33,,
1.30E-06,32,33,,
1.30E-06,23,32,,
1.40E-06,31,31,,
1.30E-06,26,30,,
1.30E-06,24,37,,
1.20E-06,13,39,,
1.20E-06,13,38,,
1.30E-06,28,37,,
1.30E-06,21,36,,
1.20E-06,4,36,,
1.20E-06,14,35,,
1.20E-06,31,37,,
1.20E-06,32,37,,
1.20E-06,15,36,,
1.30E-06,34,35,,
1.30E-06,13,37,,
1.40E-06,22,36,,
1.30E-06,15,36,,
1.30E-06,1,41,,
1.20E-06,9,40,,
1.20E-06,15,40,,
1.30E-06,16,39,,
1.30E-06,12,38,,
1.30E-06,30,38,,
1.30E-06,30,42,,
1.20E-06,17,43,,
1.30E-06,6,44,,
1.30E-06,19,44,,
1.30E-06,5,43,,
1.30E-06,17,44,,
1.30E-06,7,46,,
1.30E-06,3,45,,
1.20E-06,21,46,,
1.30E-06,32,46,,
1.30E-06,9,45,,
1.30E-06,16,44,,
1.30E-06,34,43,,
1.30E-06,5,43,,
1.50E-06,28,45,,
1.30E-06,2,44,,
1.20E-06,12,46,,
1.30E-06,19,45,,
1.30E-06,33,44,,
1.30E-06,19,43,,
1.20E-06,28,43,,
1.30E-06,3,42,,
1.30E-06,32,41,,
1.30E-06,28,40,,
1.30E-06,35,39,,
1.30E-06,8,38,,
1.30E-06,4,38,,
1.30E-06,25,37,,
1.20E-06,17,36,,
1.30E-06,35,36,,
1.30E-06,22,35,,
1.30E-06,17,34,,
1.30E-06,22,34,,
1.20E-06,34,34,,
9.01E-05,33,33,,
2.80E-06,21,32,,
1.30E-06,10,32,,
1.40E-06,12,31,,
1.40E-06,12,30,,
1.30E-06,14,31,,
1.30E-06,16,30,,
1.30E-06,28,29,,
1.30E-06,7,28,,
1.30E-06,18,27,,
1.30E-06,25,29,,
1.30E-06,23,28,,
1.30E-06,29,28,,
1.40E-06,20,27,,
1.30E-06,12,26,,
1.30E-06,11,26,,
1.30E-06,31,25,,
1.30E-06,6,24,,
1.30E-06,22,25,,
1.30E-06,20,24,,
1.30E-06,26,23,,
1.30E-06,28,23,,
1.40E-06,8,23,,
1.30E-06,3,22,,
1.30E-06,13,23,,
2.10E-06,18,22,,
2.70E-06,15,23,,
1.80E-06,4,23,,
1.90E-06,14,22,,
1.60E-06,5,23,,
2.20E-06,6,22,,
5.30E-06,20,21,,
2.20E-06,28,21,,
1.70E-06,27,21,,
1.80E-06,11,20,,
2.90E-06,5,19,,
5.79E-05,16,18,,
2.00E-06,9,18,,
1.80E-06,22,17,,
2.20E-06,4,16,,
1.70E-06,19,16,,
1.50E-06,35,16,,
1.70E-06,13,15,,
1.90E-06,9,17,,
2.90E-06,3,18,,
2.70E-06,10,18,,
2.10E-06,27,18,,
2.40E-06,20,17,,
1.90E-06,9,16,,
1.60E-06,23,16,,
1.50E-06,7,15,,
1.50E-06,18,14,,
1.90E-06,1,14,,
1.50E-06,24,14,,
1.50E-06,18,13,,
1.60E-06,9,12,,
1.50E-06,1,11,,
1.60E-06,20,10,,
1.50E-06,14,11,,
1.50E-06,16,10,,
1.50E-06,13,11,,
1.40E-06,19,13,,
1.70E-06,16,14,,
2.00E-06,1,14,,
1.80E-06,4,13,,
1.60E-06,28,12,,
1.50E-06,32,11,,
1.60E-06,12,11,,
1.70E-06,16,11,,
1.60E-06,16,12,,
1.50E-06,1,11,,
1.40E-06,2,10,,
1.50E-06,1,10,,
1.50E-06,1,10,,
1.50E-06,12,11,,
1.40E-06,2,11,,
1.40E-06,4,12,,
1.60E-06,9,11,,
1.50E-06,1,10,,
2.00E-06,23,9,,
2.00E-06,30,8,,
1.50E-06,20,7,,
1.40E-06,16,6,,
1.40E-06,15,5,,
1.64E-05,25,4,,
2.00E-06,29,7,,
2.20E-06,11,8,,
1.60E-06,3,8,,
1.70E-06,10,7,,
1.60E-06,9,6,,
1.60E-06,16,5,,
2.00E-06,18,5,,
2.20E-06,20,4,,
1.80E-06,21,3,,
1.90E-06,1,3,,
1.60E-06,1,2,,
1.80E-06,8,1,,
1.80E-06,10,2,,
1.40E-06,14,6,,
1.40E-06,13,5,,
1.30E-06,24,4,,
1.30E-06,33,7,,
1.30E-06,11,6,,
1.30E-06,32,9,,
1.30E-06,14,8,,
1.30E-06,2,7,,
1.20E-06,2,7,,
1.30E-06,23,9,,
1.30E-06,18,8,,
