cas operacie,vybrane cislo,velkost frontu,,
1.60E-06,6,77,,
1.70E-06,20,76,,
2.00E-06,16,77,,
2.20E-06,5,77,,
1.40E-06,6,77,,
1.30E-06,4,76,,
1.30E-06,1,75,,
0.0002102,24,75,,
1.40E-06,29,74,,
1.20E-06,32,73,,
1.40E-06,16,72,,
1.30E-06,15,71,,
1.30E-06,24,70,,
1.40E-06,35,69,,
1.40E-06,13,71,,
1.30E-06,25,71,,
1.30E-06,27,70,,
1.30E-06,9,69,,
1.30E-06,14,68,,
1.40E-06,22,69,,
1.30E-06,16,68,,
0.000183,33,67,,
1.30E-06,14,68,,
1.40E-06,9,67,,
1.30E-06,21,66,,
1.30E-06,17,67,,
1.40E-06,31,66,,
1.40E-06,2,65,,
1.30E-06,27,64,,
1.30E-06,6,64,,
1.20E-06,18,65,,
1.30E-06,18,64,,
1.30E-06,2,63,,
1.30E-06,9,62,,
1.30E-06,28,62,,
1.30E-06,9,64,,
1.30E-06,2,65,,
1.30E-06,34,65,,
1.30E-06,32,67,,
1.30E-06,33,66,,
1.30E-06,34,66,,
1.30E-06,17,66,,
1.30E-06,13,66,,
1.30E-06,16,65,,
1.30E-06,23,64,,
1.30E-06,9,65,,
1.30E-06,28,64,,
1.30E-06,35,63,,
1.40E-06,20,62,,
1.30E-06,25,61,,
0.0001652,15,60,,
1.30E-06,3,59,,
1.30E-06,13,58,,
1.40E-06,13,57,,
1.30E-06,12,57,,
1.30E-06,4,56,,
1.40E-06,12,55,,
1.40E-06,21,57,,
1.40E-06,26,56,,
1.40E-06,29,56,,
1.40E-06,23,58,,
1.90E-06,8,57,,
1.60E-06,6,57,,
1.30E-06,11,57,,
1.40E-06,35,56,,
1.40E-06,35,55,,
1.30E-06,29,55,,
1.30E-06,24,56,,
1.40E-06,13,55,,
1.40E-06,35,55,,
1.40E-06,20,54,,
1.40E-06,6,54,,
1.30E-06,25,54,,
1.40E-06,27,53,,
0.0001421,24,52,,
1.40E-06,3,51,,
1.30E-06,2,51,,
1.30E-06,19,50,,
1.30E-06,5,50,,
1.40E-06,18,51,,
1.30E-06,13,50,,
1.50E-06,27,49,,
1.30E-06,30,48,,
1.30E-06,10,50,,
1.40E-06,32,50,,
1.30E-06,2,50,,
1.40E-06,30,51,,
1.40E-06,11,51,,
1.40E-06,22,51,,
1.40E-06,15,50,,
2.30E-06,7,51,,
1.40E-06,2,50,,
1.90E-06,2,50,,
1.40E-06,25,49,,
1.40E-06,33,49,,
1.30E-06,29,48,,
1.90E-06,22,47,,
1.50E-06,28,46,,
1.30E-06,22,47,,
1.30E-06,16,46,,
1.40E-06,13,45,,
1.30E-06,20,45,,
1.40E-06,20,44,,
0.0001227,24,43,,
1.30E-06,5,43,,
1.30E-06,9,44,,
1.30E-06,35,45,,
1.30E-06,6,44,,
1.30E-06,4,45,,
1.30E-06,32,44,,
1.30E-06,28,46,,
1.40E-06,3,46,,
1.30E-06,25,46,,
1.30E-06,11,45,,
1.30E-06,1,47,,
1.30E-06,17,46,,
1.40E-06,3,47,,
1.30E-06,3,46,,
1.40E-06,5,46,,
1.40E-06,15,45,,
1.30E-06,15,44,,
1.30E-06,4,43,,
1.40E-06,29,44,,
1.20E-06,11,43,,
1.30E-06,10,44,,
1.30E-06,22,44,,
1.30E-06,25,43,,
1.30E-06,15,43,,
1.40E-06,21,42,,
1.30E-06,24,43,,
1.30E-06,16,43,,
1.30E-06,3,42,,
1.30E-06,25,42,,
1.40E-06,15,45,,
1.30E-06,5,44,,
1.30E-06,30,43,,
1.30E-06,28,42,,
1.40E-06,28,41,,
1.30E-06,27,40,,
1.40E-06,24,42,,
1.30E-06,4,43,,
1.30E-06,4,44,,
1.30E-06,13,43,,
1.30E-06,3,42,,
1.30E-06,21,43,,
1.30E-06,17,43,,
1.30E-06,11,42,,
1.30E-06,15,41,,
1.30E-06,31,40,,
0.000105,35,39,,
1.30E-06,16,40,,
1.30E-06,28,42,,
1.30E-06,20,41,,
1.30E-06,19,40,,
1.20E-06,23,41,,
1.30E-06,28,40,,
1.30E-06,29,43,,
1.20E-06,30,43,,
1.30E-06,18,42,,
1.30E-06,35,41,,
1.30E-06,6,40,,
1.40E-06,31,41,,
1.30E-06,26,41,,
1.20E-06,31,42,,
1.30E-06,31,41,,
1.30E-06,12,40,,
1.30E-06,27,41,,
1.30E-06,5,40,,
1.30E-06,19,43,,
1.30E-06,2,43,,
1.30E-06,4,42,,
1.30E-06,15,41,,
1.30E-06,33,40,,
1.30E-06,15,44,,
1.30E-06,32,45,,
1.40E-06,25,44,,
1.30E-06,5,45,,
1.30E-06,3,47,,
1.30E-06,13,50,,
1.30E-06,9,50,,
1.30E-06,31,49,,
1.30E-06,9,50,,
1.30E-06,24,50,,
1.30E-06,5,51,,
1.20E-06,14,50,,
1.30E-06,16,49,,
1.30E-06,7,50,,
1.40E-06,28,51,,
1.30E-06,29,52,,
1.30E-06,10,51,,
1.30E-06,13,50,,
1.30E-06,10,49,,
1.30E-06,12,49,,
1.30E-06,7,48,,
1.50E-06,4,49,,
1.30E-06,13,48,,
1.30E-06,7,47,,
1.30E-06,31,47,,
1.30E-06,8,47,,
1.40E-06,8,46,,
1.30E-06,22,46,,
1.30E-06,19,45,,
1.30E-06,1,49,,
1.20E-06,17,49,,
3.90E-06,17,53,,
1.30E-06,10,54,,
1.30E-06,1,53,,
1.30E-06,15,55,,
1.40E-06,9,55,,
1.30E-06,9,55,,
1.30E-06,9,54,,
1.30E-06,6,54,,
1.30E-06,34,53,,
1.30E-06,2,52,,
1.30E-06,27,53,,
1.30E-06,18,54,,
1.30E-06,27,55,,
1.30E-06,9,54,,
1.30E-06,3,53,,
1.20E-06,19,52,,
1.40E-06,16,52,,
1.30E-06,19,51,,
0.0001341,26,50,,
1.30E-06,23,50,,
1.30E-06,6,49,,
1.30E-06,11,49,,
1.30E-06,28,49,,
1.40E-06,18,50,,
1.30E-06,23,49,,
1.30E-06,7,48,,
1.30E-06,29,48,,
1.30E-06,11,48,,
1.30E-06,1,47,,
1.30E-06,20,47,,
1.50E-06,24,48,,
1.30E-06,27,47,,
1.30E-06,21,47,,
1.30E-06,33,46,,
1.80E-06,30,45,,
1.30E-06,31,49,,
1.30E-06,34,49,,
1.20E-06,10,48,,
1.30E-06,25,47,,
1.30E-06,9,48,,
1.30E-06,31,47,,
1.30E-06,32,46,,
1.30E-06,11,47,,
1.30E-06,11,46,,
1.30E-06,12,45,,
1.30E-06,32,48,,
1.30E-06,21,48,,
1.30E-06,23,47,,
1.90E-06,5,52,,
1.30E-06,28,51,,
7.00E-06,16,50,,
1.60E-06,33,49,,
1.60E-06,28,48,,
1.40E-06,21,48,,
1.30E-06,24,47,,
1.30E-06,11,46,,
1.30E-06,27,45,,
0.0001187,33,44,,
1.40E-06,27,43,,
1.30E-06,2,42,,
1.30E-06,27,41,,
1.30E-06,29,41,,
1.30E-06,28,40,,
1.30E-06,9,39,,
3.80E-06,34,38,,
1.40E-06,15,41,,
1.30E-06,28,40,,
1.30E-06,19,39,,
2.50E-06,32,48,,
1.90E-06,13,49,,
2.20E-06,22,48,,
1.50E-06,8,47,,
1.40E-06,28,46,,
1.40E-06,14,46,,
1.40E-06,35,45,,
1.40E-06,10,45,,
1.30E-06,5,44,,
1.40E-06,8,43,,
1.40E-06,20,46,,
1.30E-06,20,45,,
1.50E-06,27,47,,
1.30E-06,35,47,,
1.30E-06,2,46,,
1.30E-06,30,45,,
1.40E-06,17,45,,
1.30E-06,15,44,,
1.30E-06,31,44,,
1.30E-06,26,43,,
0.0001225,3,43,,
1.30E-06,17,42,,
1.30E-06,26,41,,
1.30E-06,15,40,,
1.30E-06,33,39,,
1.40E-06,5,39,,
1.30E-06,10,40,,
1.30E-06,29,42,,
1.30E-06,9,42,,
1.30E-06,28,41,,
1.30E-06,33,40,,
1.40E-06,14,41,,
1.30E-06,3,40,,
1.30E-06,28,39,,
1.30E-06,31,39,,
1.20E-06,30,38,,
1.30E-06,29,37,,
1.30E-06,29,36,,
1.30E-06,20,39,,
1.40E-06,32,38,,
1.30E-06,35,38,,
1.30E-06,24,37,,
1.30E-06,7,36,,
1.30E-06,17,37,,
1.30E-06,10,38,,
1.30E-06,31,37,,
1.30E-06,26,37,,
1.30E-06,22,36,,
1.30E-06,31,37,,
1.40E-06,24,37,,
1.30E-06,34,38,,
1.30E-06,2,40,,
1.30E-06,10,40,,
1.30E-06,1,39,,
1.30E-06,13,39,,
1.40E-06,21,39,,
1.30E-06,14,38,,
1.30E-06,13,37,,
1.30E-06,5,39,,
1.30E-06,26,38,,
1.30E-06,30,37,,
1.30E-06,2,38,,
1.30E-06,21,39,,
1.40E-06,30,39,,
1.30E-06,11,38,,
2.50E-06,21,38,,
3.10E-06,16,40,,
1.40E-06,31,39,,
2.20E-06,25,38,,
3.10E-06,6,37,,
1.50E-06,19,43,,
1.40E-06,35,42,,
1.50E-06,34,42,,
2.70E-06,28,41,,
1.80E-06,26,41,,
1.60E-06,24,40,,
2.80E-06,11,41,,
1.40E-06,31,40,,
1.80E-06,34,39,,
2.40E-06,4,38,,
1.40E-06,3,39,,
1.40E-06,18,41,,
1.30E-06,14,40,,
1.30E-06,30,39,,
1.30E-06,35,38,,
1.30E-06,23,40,,
1.30E-06,24,40,,
1.30E-06,30,39,,
2.20E-06,11,46,,
1.90E-06,25,46,,
1.90E-06,5,45,,
1.80E-06,2,45,,
1.80E-06,29,46,,
1.80E-06,34,45,,
2.40E-06,19,51,,
2.00E-06,12,50,,
1.80E-06,2,49,,
2.10E-06,29,49,,
2.10E-06,5,48,,
1.80E-06,25,47,,
2.00E-06,20,47,,
1.90E-06,34,50,,
1.80E-06,22,50,,
2.10E-06,6,49,,
1.40E-06,34,48,,
1.40E-06,30,47,,
1.40E-06,24,46,,
1.30E-06,13,47,,
1.30E-06,17,46,,
1.40E-06,32,48,,
1.40E-06,4,48,,
1.40E-06,5,47,,
1.40E-06,24,48,,
1.40E-06,3,49,,
1.40E-06,4,48,,
1.30E-06,14,49,,
0.0001305,7,48,,
1.30E-06,23,47,,
1.30E-06,8,46,,
1.30E-06,30,45,,
1.40E-06,19,44,,
1.30E-06,7,44,,
1.40E-06,17,43,,
1.40E-06,5,46,,
1.30E-06,18,45,,
1.30E-06,26,44,,
1.30E-06,22,43,,
1.30E-06,24,42,,
1.30E-06,9,42,,
1.30E-06,21,41,,
1.30E-06,2,40,,
0.0001037,10,39,,
1.40E-06,16,39,,
1.30E-06,18,41,,
1.30E-06,34,42,,
1.30E-06,9,41,,
1.30E-06,8,40,,
1.40E-06,22,39,,
1.30E-06,27,38,,
1.30E-06,22,37,,
1.40E-06,7,37,,
1.30E-06,17,37,,
1.30E-06,13,38,,
1.30E-06,3,38,,
1.30E-06,14,37,,
1.20E-06,9,36,,
1.50E-06,19,36,,
1.30E-06,7,35,,
9.11E-05,25,34,,
1.40E-06,27,34,,
1.30E-06,14,35,,
1.30E-06,11,41,,
1.30E-06,15,40,,
1.30E-06,2,39,,
1.40E-06,24,38,,
1.40E-06,16,37,,
1.40E-06,20,36,,
1.30E-06,34,36,,
1.30E-06,21,36,,
1.30E-06,24,35,,
2.40E-06,8,37,,
2.40E-06,5,37,,
2.00E-06,35,39,,
1.90E-06,13,38,,
1.90E-06,15,37,,
2.10E-06,10,36,,
1.40E-06,28,37,,
1.40E-06,33,37,,
1.30E-06,5,37,,
1.30E-06,24,37,,
1.40E-06,1,47,,
1.30E-06,12,46,,
1.30E-06,19,48,,
1.30E-06,35,47,,
1.30E-06,5,47,,
1.50E-06,31,49,,
1.40E-06,4,50,,
1.40E-06,27,54,,
1.30E-06,16,54,,
1.30E-06,33,53,,
1.40E-06,29,52,,
1.30E-06,5,51,,
1.30E-06,23,50,,
1.30E-06,2,50,,
1.30E-06,25,51,,
1.30E-06,19,50,,
1.30E-06,21,49,,
1.30E-06,28,48,,
1.30E-06,21,48,,
1.30E-06,27,47,,
1.30E-06,5,47,,
1.30E-06,15,49,,
1.30E-06,32,51,,
1.30E-06,16,53,,
1.20E-06,11,53,,
1.30E-06,30,52,,
1.30E-06,30,53,,
1.40E-06,12,55,,
1.30E-06,33,54,,
1.40E-06,25,56,,
1.40E-06,22,56,,
1.30E-06,24,55,,
1.30E-06,17,55,,
1.30E-06,28,55,,
1.30E-06,2,55,,
1.30E-06,21,55,,
1.30E-06,10,55,,
0.0001507,28,54,,
1.40E-06,2,53,,
1.40E-06,20,52,,
1.30E-06,19,53,,
1.30E-06,14,52,,
1.30E-06,15,51,,
1.30E-06,13,50,,
1.40E-06,18,50,,
1.30E-06,19,49,,
1.30E-06,9,48,,
1.30E-06,29,50,,
1.30E-06,32,50,,
1.30E-06,29,50,,
1.30E-06,15,51,,
1.20E-06,23,50,,
0.000143,10,49,,
1.40E-06,35,48,,
1.30E-06,28,51,,
1.30E-06,34,52,,
1.30E-06,6,51,,
1.30E-06,19,50,,
1.40E-06,4,49,,
1.30E-06,21,52,,
1.40E-06,19,52,,
2.10E-06,35,53,,
1.30E-06,18,54,,
1.30E-06,13,54,,
1.30E-06,1,54,,
1.30E-06,27,53,,
1.40E-06,17,57,,
1.30E-06,25,56,,
1.30E-06,3,57,,
1.40E-06,32,60,,
1.40E-06,15,61,,
1.50E-06,3,61,,
1.30E-06,21,65,,
1.50E-06,29,64,,
1.30E-06,31,65,,
1.40E-06,31,65,,
1.30E-06,11,65,,
1.30E-06,21,67,,
1.30E-06,11,68,,
1.30E-06,2,68,,
1.20E-06,33,67,,
1.30E-06,29,66,,
1.30E-06,23,66,,
1.30E-06,27,66,,
1.30E-06,10,65,,
1.30E-06,27,65,,
1.20E-06,19,64,,
1.30E-06,9,63,,
1.20E-06,33,63,,
0.0001702,31,62,,
1.40E-06,8,71,,
1.30E-06,16,72,,
1.40E-06,20,72,,
1.40E-06,12,73,,
1.50E-06,3,78,,
1.30E-06,13,77,,
1.30E-06,1,77,,
1.40E-06,19,76,,
1.30E-06,15,75,,
1.30E-06,15,77,,
1.30E-06,8,78,,
1.30E-06,33,77,,
1.30E-06,3,76,,
1.30E-06,21,75,,
1.30E-06,29,77,,
1.40E-06,14,76,,
1.30E-06,20,75,,
1.30E-06,4,75,,
0.0002023,6,74,,
1.40E-06,26,74,,
1.30E-06,30,74,,
1.30E-06,19,75,,
1.40E-06,1,75,,
1.30E-06,14,74,,
1.30E-06,5,73,,
1.30E-06,30,73,,
1.30E-06,2,75,,
1.40E-06,22,75,,
1.30E-06,1,74,,
1.40E-06,22,74,,
1.40E-06,29,73,,
1.40E-06,1,72,,
1.30E-06,6,71,,
1.40E-06,25,72,,
1.30E-06,20,71,,
1.30E-06,18,71,,
1.30E-06,30,71,,
1.30E-06,30,73,,
1.30E-06,19,72,,
0.0002012,17,71,,
1.40E-06,13,70,,
1.30E-06,29,72,,
1.30E-06,32,71,,
1.30E-06,32,73,,
1.40E-06,11,72,,
1.40E-06,4,74,,
1.30E-06,11,73,,
1.30E-06,8,72,,
1.40E-06,21,71,,
1.30E-06,20,71,,
1.30E-06,34,75,,
1.80E-06,1,75,,
1.40E-06,16,76,,
1.60E-06,9,81,,
1.40E-06,20,80,,
1.40E-06,32,80,,
1.40E-06,17,79,,
1.40E-06,32,81,,
1.40E-06,32,80,,
1.30E-06,22,81,,
1.40E-06,24,82,,
1.30E-06,26,81,,
1.40E-06,21,81,,
1.40E-06,14,80,,
1.40E-06,1,79,,
1.30E-06,14,79,,
1.30E-06,29,78,,
0.0002129,6,79,,
1.40E-06,28,78,,
1.30E-06,9,78,,
1.40E-06,30,77,,
1.30E-06,23,76,,
1.30E-06,24,75,,
1.40E-06,13,74,,
1.30E-06,24,73,,
1.30E-06,8,75,,
1.40E-06,17,75,,
1.30E-06,30,74,,
1.30E-06,3,74,,
1.30E-06,6,73,,
1.30E-06,27,72,,
1.30E-06,20,71,,
1.40E-06,13,71,,
1.40E-06,31,75,,
1.40E-06,23,74,,
1.30E-06,4,73,,
1.30E-06,6,72,,
1.20E-06,34,73,,
0.0002023,21,72,,
1.30E-06,10,72,,
1.40E-06,19,71,,
1.30E-06,1,71,,
1.30E-06,20,71,,
1.30E-06,8,71,,
1.40E-06,27,72,,
1.30E-06,14,75,,
1.40E-06,1,74,,
1.30E-06,10,74,,
1.30E-06,33,73,,
1.30E-06,11,76,,
1.30E-06,15,78,,
1.30E-06,29,77,,
1.50E-06,5,81,,
1.60E-06,10,86,,
1.30E-06,26,85,,
1.40E-06,19,84,,
1.40E-06,9,83,,
1.40E-06,8,83,,
1.30E-06,30,82,,
1.30E-06,18,81,,
1.30E-06,26,80,,
1.20E-06,5,79,,
1.30E-06,3,84,,
1.30E-06,28,83,,
1.30E-06,13,87,,
1.30E-06,4,86,,
1.30E-06,34,90,,
1.30E-06,4,92,,
1.30E-06,12,91,,
1.30E-06,2,93,,
1.30E-06,9,98,,
1.30E-06,17,97,,
1.30E-06,35,96,,
1.30E-06,28,97,,
1.40E-06,23,96,,
1.30E-06,20,96,,
1.30E-06,26,96,,
1.20E-06,35,95,,
1.30E-06,18,95,,
1.30E-06,35,97,,
1.40E-06,1,96,,
1.30E-06,25,96,,
1.30E-06,31,95,,
0.0002587,1,94,,
1.40E-06,27,93,,
1.30E-06,15,92,,
1.30E-06,16,93,,
1.30E-06,1,92,,
1.40E-06,16,91,,
1.30E-06,32,90,,
1.30E-06,30,89,,
1.40E-06,35,88,,
1.30E-06,34,87,,
1.30E-06,3,86,,
1.30E-06,35,87,,
1.30E-06,29,88,,
1.30E-06,18,87,,
0.0002372,9,86,,
1.30E-06,23,85,,
1.30E-06,8,84,,
1.30E-06,31,85,,
1.30E-06,15,84,,
1.30E-06,1,88,,
1.40E-06,17,87,,
1.40E-06,13,95,,
1.30E-06,23,94,,
1.30E-06,4,94,,
1.30E-06,6,94,,
1.30E-06,18,94,,
1.30E-06,11,96,,
1.30E-06,3,95,,
1.40E-06,26,94,,
1.30E-06,2,94,,
1.30E-06,10,93,,
1.30E-06,4,92,,
1.40E-06,30,91,,
1.30E-06,1,91,,
1.30E-06,14,92,,
1.30E-06,6,91,,
1.30E-06,19,92,,
1.30E-06,29,92,,
0.0002562,27,91,,
1.40E-06,11,90,,
1.30E-06,7,89,,
1.30E-06,20,89,,
1.30E-06,22,88,,
1.40E-06,4,87,,
1.30E-06,13,87,,
1.30E-06,6,86,,
1.30E-06,28,86,,
1.30E-06,30,85,,
1.30E-06,2,85,,
1.30E-06,17,85,,
1.30E-06,15,85,,
1.30E-06,23,84,,
1.40E-06,11,83,,
1.30E-06,4,84,,
1.40E-06,6,83,,
1.30E-06,15,83,,
1.40E-06,13,84,,
1.20E-06,23,84,,
1.30E-06,35,84,,
0.0002188,20,83,,
1.30E-06,15,82,,
1.30E-06,35,81,,
1.30E-06,12,80,,
1.30E-06,27,79,,
1.30E-06,17,80,,
1.30E-06,32,81,,
1.30E-06,23,80,,
1.30E-06,8,79,,
1.30E-06,8,82,,
1.40E-06,8,81,,
1.30E-06,20,80,,
1.30E-06,22,83,,
1.30E-06,29,82,,
1.30E-06,27,81,,
1.30E-06,6,82,,
1.30E-06,16,81,,
1.30E-06,16,80,,
1.30E-06,1,81,,
1.30E-06,25,80,,
1.30E-06,15,80,,
1.30E-06,2,79,,
1.30E-06,7,78,,
1.20E-06,17,77,,
0.0002012,10,76,,
1.30E-06,6,77,,
1.30E-06,27,76,,
1.30E-06,32,75,,
2.10E-06,9,74,,
1.50E-06,1,73,,
1.80E-06,24,72,,
2.10E-06,29,71,,
1.80E-06,26,71,,
1.90E-06,27,72,,
1.90E-06,17,71,,
1.80E-06,18,70,,
0.0002446,12,69,,
2.00E-06,24,71,,
1.90E-06,16,70,,
1.50E-06,30,69,,
1.50E-06,7,68,,
1.60E-06,1,67,,
1.60E-06,11,66,,
1.60E-06,15,70,,
1.60E-06,7,70,,
1.60E-06,22,70,,
2.10E-06,34,69,,
1.80E-06,26,68,,
2.00E-06,27,68,,
1.90E-06,5,68,,
3.00E-06,3,68,,
1.70E-06,7,67,,
1.70E-06,10,67,,
1.80E-06,29,66,,
2.20E-06,17,66,,
1.80E-06,27,67,,
2.00E-06,33,71,,
1.80E-06,35,70,,
1.70E-06,19,69,,
4.00E-06,26,68,,
1.90E-06,19,70,,
2.10E-06,22,72,,
1.70E-06,33,71,,
1.80E-06,21,70,,
1.50E-06,8,70,,
1.30E-06,21,70,,
1.40E-06,25,69,,
1.30E-06,2,69,,
1.30E-06,5,69,,
1.50E-06,21,68,,
1.40E-06,17,68,,
1.30E-06,22,69,,
1.40E-06,31,69,,
1.40E-06,11,68,,
1.40E-06,28,68,,
1.30E-06,23,68,,
1.40E-06,4,67,,
1.50E-06,33,66,,
1.40E-06,34,66,,
0.0001884,34,66,,
1.30E-06,29,65,,
1.30E-06,20,66,,
1.30E-06,11,66,,
1.30E-06,20,65,,
1.40E-06,19,67,,
1.30E-06,29,67,,
1.30E-06,19,66,,
1.80E-06,32,66,,
1.40E-06,35,65,,
1.30E-06,27,64,,
1.30E-06,9,64,,
1.30E-06,23,64,,
1.40E-06,29,63,,
1.40E-06,22,62,,
1.50E-06,6,68,,
1.80E-06,8,67,,
1.50E-06,6,66,,
1.90E-06,21,65,,
1.40E-06,7,65,,
1.40E-06,26,65,,
1.30E-06,9,64,,
1.30E-06,4,64,,
1.30E-06,11,65,,
1.30E-06,3,65,,
2.60E-06,5,66,,
1.40E-06,8,66,,
1.40E-06,25,66,,
1.30E-06,10,65,,
1.30E-06,25,64,,
1.40E-06,9,65,,
1.30E-06,5,64,,
1.30E-06,17,64,,
1.40E-06,22,63,,
1.30E-06,13,63,,
1.40E-06,6,62,,
1.40E-06,15,63,,
1.40E-06,18,63,,
1.30E-06,18,62,,
1.30E-06,23,62,,
1.30E-06,31,61,,
0.0001708,2,60,,
1.30E-06,26,65,,
1.30E-06,19,65,,
1.30E-06,33,66,,
1.30E-06,32,68,,
1.30E-06,17,67,,
3.40E-06,31,71,,
1.50E-06,4,72,,
1.40E-06,26,71,,
1.40E-06,5,71,,
1.30E-06,3,70,,
1.40E-06,26,69,,
3.20E-06,35,68,,
1.40E-06,35,70,,
1.40E-06,13,69,,
1.30E-06,12,68,,
1.40E-06,19,67,,
1.30E-06,16,66,,
1.40E-06,33,67,,
1.30E-06,15,66,,
1.40E-06,13,67,,
1.40E-06,2,66,,
0.0001763,28,65,,
1.30E-06,8,65,,
1.50E-06,20,64,,
1.40E-06,21,64,,
1.30E-06,14,64,,
1.40E-06,2,64,,
1.30E-06,9,63,,
1.40E-06,7,62,,
1.80E-06,23,65,,
1.70E-06,26,65,,
1.90E-06,30,64,,
1.80E-06,24,63,,
1.90E-06,27,62,,
1.90E-06,33,63,,
1.80E-06,23,63,,
1.90E-06,12,62,,
2.70E-06,27,63,,
2.10E-06,33,65,,
1.90E-06,10,65,,
1.80E-06,31,64,,
1.80E-06,34,63,,
2.60E-06,7,65,,
2.00E-06,25,65,,
1.90E-06,9,67,,
1.70E-06,34,66,,
1.80E-06,35,65,,
2.00E-06,8,65,,
1.80E-06,16,66,,
2.00E-06,23,66,,
2.30E-06,31,66,,
1.90E-06,26,66,,
1.80E-06,26,65,,
1.80E-06,3,66,,
1.80E-06,27,66,,
2.00E-06,12,66,,
2.10E-06,20,65,,
5.60E-06,13,65,,
2.00E-06,12,67,,
2.70E-06,30,69,,
1.30E-06,13,68,,
1.30E-06,32,68,,
1.30E-06,35,67,,
1.90E-06,10,66,,
1.40E-06,25,66,,
1.40E-06,1,65,,
1.30E-06,17,64,,
1.40E-06,11,63,,
1.40E-06,31,63,,
1.30E-06,21,63,,
1.40E-06,19,63,,
1.70E-06,10,62,,
0.0002171,14,61,,
1.80E-06,15,60,,
2.80E-06,5,59,,
1.40E-06,7,58,,
1.40E-06,27,57,,
1.90E-06,7,58,,
1.30E-06,19,57,,
1.60E-06,23,58,,
1.40E-06,32,57,,
1.40E-06,25,56,,
1.30E-06,2,56,,
1.40E-06,16,56,,
2.60E-06,6,56,,
1.80E-06,26,55,,
1.90E-06,21,54,,
1.40E-06,12,53,,
0.0001745,10,52,,
4.00E-06,4,53,,
2.80E-06,31,52,,
6.27E-05,17,53,,
3.20E-06,24,54,,
1.40E-06,30,56,,
1.40E-06,10,55,,
1.50E-06,27,59,,
1.40E-06,24,58,,
1.40E-06,6,59,,
1.50E-06,13,60,,
1.60E-06,34,59,,
1.30E-06,8,58,,
1.40E-06,33,57,,
1.30E-06,1,56,,
1.40E-06,18,55,,
1.40E-06,30,54,,
1.30E-06,13,53,,
2.20E-06,14,53,,
0.0002587,18,52,,
2.40E-06,11,52,,
2.30E-06,33,58,,
2.60E-06,10,58,,
2.70E-06,8,59,,
2.70E-06,6,59,,
1.80E-06,33,62,,
1.30E-06,6,62,,
1.40E-06,35,61,,
1.40E-06,24,60,,
1.30E-06,1,59,,
1.30E-06,35,58,,
1.20E-06,5,59,,
1.30E-06,3,58,,
1.40E-06,18,58,,
1.30E-06,34,57,,
1.30E-06,4,56,,
1.30E-06,2,56,,
1.40E-06,8,58,,
1.30E-06,12,60,,
1.30E-06,7,59,,
1.30E-06,19,58,,
1.40E-06,29,61,,
1.30E-06,5,62,,
1.30E-06,32,63,,
1.30E-06,20,62,,
1.30E-06,7,64,,
1.30E-06,17,65,,
2.90E-06,33,67,,
2.20E-06,4,66,,
2.80E-06,35,67,,
2.10E-06,13,66,,
1.40E-06,34,67,,
1.60E-06,21,68,,
1.80E-06,29,67,,
1.80E-06,21,66,,
1.70E-06,32,65,,
1.90E-06,9,66,,
4.10E-06,6,65,,
2.20E-06,7,64,,
1.70E-06,28,67,,
1.40E-06,28,66,,
1.30E-06,13,66,,
1.40E-06,14,67,,
1.40E-06,8,66,,
1.30E-06,20,65,,
1.30E-06,20,65,,
1.30E-06,34,65,,
1.30E-06,3,64,,
1.30E-06,14,64,,
1.40E-06,28,64,,
1.30E-06,31,64,,
1.30E-06,7,65,,
1.40E-06,30,64,,
0.0001738,17,63,,
1.30E-06,10,63,,
1.30E-06,17,65,,
1.40E-06,35,65,,
1.30E-06,21,67,,
1.30E-06,4,67,,
1.40E-06,19,69,,
1.30E-06,8,68,,
1.30E-06,9,69,,
1.30E-06,18,72,,
1.30E-06,16,72,,
1.30E-06,8,71,,
1.40E-06,21,72,,
1.40E-06,32,71,,
1.30E-06,2,71,,
1.30E-06,25,72,,
1.30E-06,19,73,,
1.30E-06,32,72,,
1.30E-06,33,71,,
1.40E-06,26,70,,
1.30E-06,20,69,,
1.30E-06,28,71,,
1.30E-06,23,71,,
1.30E-06,7,72,,
1.30E-06,7,75,,
1.50E-06,34,79,,
1.40E-06,12,79,,
1.40E-06,19,79,,
1.30E-06,34,78,,
1.30E-06,27,81,,
1.40E-06,19,80,,
1.40E-06,17,79,,
1.40E-06,9,81,,
1.30E-06,21,80,,
1.20E-06,26,79,,
1.30E-06,3,79,,
1.20E-06,26,79,,
1.30E-06,2,78,,
3.60E-06,4,78,,
2.50E-06,9,78,,
2.30E-06,35,79,,
2.10E-06,8,79,,
2.70E-06,2,78,,
2.00E-06,5,79,,
2.80E-06,4,78,,
2.50E-06,24,77,,
0.000466,33,76,,
2.50E-06,8,76,,
2.70E-06,29,77,,
2.25E-05,15,76,,
2.30E-06,12,76,,
2.40E-06,19,81,,
2.60E-06,20,82,,
1.90E-06,15,81,,
4.10E-06,15,82,,
2.50E-06,29,81,,
2.50E-06,27,84,,
2.10E-06,13,86,,
2.00E-06,31,86,,
2.00E-06,35,85,,
2.00E-06,18,84,,
1.70E-06,10,83,,
2.20E-06,20,82,,
1.30E-06,10,86,,
1.30E-06,31,85,,
1.50E-06,33,87,,
1.30E-06,18,87,,
1.30E-06,4,86,,
1.40E-06,31,85,,
1.30E-06,31,84,,
1.30E-06,32,86,,
