cas operacie,vlozene cislo,priorita,velkost frontu,,,,,,,,
4.89E-05,3,5004,30,,,,,0.0000568,17,7260,3
0.0001326,10,834,31,,,,,0.0000558,19,1126,3
4.95E-05,21,1674,31,,,,,0.000078,32,9967,3
4.77E-05,34,8027,32,,,,,0.0000646,12,2753,3
5.10E-05,34,5768,30,,,,,0.0000517,8,3950,3
6.45E-05,35,7796,28,,,,,0.0000391,29,3190,3
5.42E-05,33,7847,28,,,,,0.0000389,34,252,3
5.24E-05,32,3765,29,,,,,0.0000387,18,5223,3
5.17E-05,16,9456,30,,,,,0.0000551,7,3866,3
7.00E-05,5,2598,31,,,,,0.0000561,17,7945,3
5.06E-05,1,3345,29,,,,,0.0000579,14,884,3
5.00E-05,2,8809,30,,,,,0.0000389,23,1865,3
4.80E-05,1,4324,30,,,,,0.000067,33,7146,3
3.89E-05,12,4828,29,,,,,0.0000389,33,1478,3
3.87E-05,29,6196,30,,,,,0.0000388,2,1859,3
3.90E-05,24,6500,31,,,,,0.0000386,15,9410,3
3.88E-05,33,6811,32,,,,,0.0000549,13,3295,3
5.55E-05,14,2321,27,,,,,0.0000396,5,9761,3
3.95E-05,35,6846,25,,,,,0.0000388,29,1710,3
0.0001431,29,1532,25,,,,,0.0000393,28,7517,3
4.64E-05,14,3386,26,,,,,0.000039,8,6115,3
3.88E-05,2,9266,25,,,,,0.0001215,27,9608,3
3.90E-05,33,1742,26,,,,,0.000039,23,5428,3
0.0001711,22,157,26,,,,,0.0000433,31,483,3
3.88E-05,7,6103,26,,,,,0.0000472,29,6667,3
3.89E-05,35,7815,25,,,,,0.0000472,11,1775,3
5.19E-05,17,2636,23,,,,,0.0000459,6,1929,3
4.61E-05,2,1196,23,,,,,0.0000645,1,6430,3
3.89E-05,10,6575,23,,,,,0.0000494,25,1789,3
3.88E-05,15,307,24,,,,,0.000047,26,2020,3
4.76E-05,16,4118,23,,,,,0.0000487,5,1245,3
4.97E-05,1,3354,23,,,,,0.0000474,12,979,3
0.0001061,20,366,21,,,,,0.0000474,1,5977,3
3.88E-05,8,3069,22,,,,,0.0000472,11,5700,3
3.88E-05,21,6983,22,,,,,0.0000468,4,2104,3
0.0001716,30,55,21,,,,,0.0000496,30,8017,3
4.32E-05,32,1323,22,,,,,0.0000565,27,5793,3
3.85E-05,16,3460,22,,,,,0.0000424,17,2007,3
3.88E-05,27,2691,23,,,,,0.0000587,5,5971,3
3.88E-05,14,7895,19,,,,,0.0000545,12,8454,3
3.84E-05,24,2156,17,,,,,0.0000516,23,8391,3
3.87E-05,19,4376,18,,,,,0.0000503,23,7144,3
0.0001724,2,58,18,,,,,0.0000393,11,1037,3
4.00E-05,8,2775,16,,,,,0.000039,2,6736,3
3.87E-05,22,277,13,,,,,0.0000392,4,7861,3
3.83E-05,9,2278,13,,,,,0.0000391,34,4119,3
3.86E-05,33,1791,14,,,,,0.0000486,19,322,3
3.93E-05,31,8050,13,,,,,0.0000485,1,6435,3
3.89E-05,13,568,14,,,,,0.0000395,16,2125,3
3.91E-05,12,999,15,,,,,0.0000389,5,2983,3
3.90E-05,18,8763,15,,,,,0.000039,26,1792,3
0.0001289,7,227,16,,,,,0.000039,9,5670,3
5.05E-05,28,1964,14,,,,,0.0000564,5,1346,3
4.93E-05,21,9378,15,,,,,0.0000394,35,5589,3
4.95E-05,16,4302,16,,,,,0.0000391,5,5818,3
9.75E-05,23,9052,17,,,,,0.0000543,20,8392,3
5.60E-05,8,9582,17,,,,,0.0000394,35,7533,3
5.24E-05,19,8884,18,,,,,0.0000391,5,9175,3
6.16E-05,11,1783,16,,,,,0.0000379,33,9144,3
5.76E-05,19,5605,13,,,,,0.0000388,21,5996,3
5.19E-05,25,619,10,,,,,0.0000387,22,7014,3
3.91E-05,10,275,5,,,,,0.0000773,21,7856,3
3.96E-05,5,1128,3,,,,,0.0000969,25,9382,3
0.0001177,2,7504,4,,,,,0.0000517,12,9165,3
3.93E-05,23,3360,4,,,,,0.0000584,31,9083,3
4.92E-05,11,2100,4,,,,,0.0000543,4,3464,3
3.88E-05,18,6488,5,,,,,0.0000496,12,7030,3
3.92E-05,12,8867,5,,,,,0.0000387,32,8124,3
3.89E-05,3,3810,6,,,,,0.0000398,23,1429,3
3.87E-05,9,2225,7,,,,,0.0000388,15,7989,3
3.91E-05,7,7147,7,,,,,0.0000386,32,3433,3
3.92E-05,7,7257,6,,,,,0.0001445,15,4787,3
3.93E-05,2,3545,5,,,,,0.0000389,11,7622,3
3.87E-05,8,3688,4,,,,,0.0000388,9,865,3
3.92E-05,24,3593,5,,,,,0.0000389,16,8390,3
5.17E-05,1,7009,2,,,,,0.0000384,4,933,3
6.30E-05,15,9307,3,,,,,0.000039,6,8895,3
3.92E-05,13,1230,3,,,,,0.0000503,28,1283,3
3.91E-05,8,332,2,,,,,0.0000388,27,159,3
6.25E-05,24,7306,3,,,,,0.0000397,14,4144,3
5.64E-05,29,673,4,,,,,0.0000389,21,3709,3
3.95E-05,14,4706,4,,,,,0.0000385,30,16,3
3.91E-05,8,9368,5,,,,,0.0000384,15,9930,3
4.39E-05,7,8925,6,,,,,0.0000384,34,3500,3
0.0001062,5,1914,7,,,,,0.0000388,30,9961,3
0.0001058,27,371,7,,,,,0.0000389,16,6467,3
3.88E-05,14,4700,7,,,,,0.0000388,8,9162,3
4.31E-05,5,9480,8,,,,,0.0000378,34,584,3
3.88E-05,7,6010,9,,,,,0.0000389,31,2920,3
0.000106,35,543,10,,,,,0.0000387,33,2363,3
3.88E-05,4,8189,11,,,,,0.0000407,10,3418,3
0.000106,24,430,10,,,,,0.0000387,19,932,3
3.89E-05,7,6526,11,,,,,0.0000388,32,9930,3
4.30E-05,31,2568,11,,,,,0.0000385,10,6972,3
0.0001074,3,2731,12,,,,,0.0000386,26,9572,3
3.89E-05,24,9749,10,,,,,0.0000386,24,3446,3
3.89E-05,30,6584,11,,,,,0.0000385,31,5442,3
0.0001056,21,1193,12,,,,,0.0000388,10,187,3
3.96E-05,19,1934,11,,,,,0.0000387,13,6731,3
3.92E-05,33,8760,12,,,,,0.0000385,10,8509,3
3.89E-05,31,4535,13,,,,,0.0000516,24,1878,3
3.89E-05,13,6226,14,,,,,0.0000536,30,2666,3
3.88E-05,19,5682,9,,,,,0.0000455,30,1389,3
3.85E-05,29,7956,10,,,,,0.000048,9,2583,3
3.90E-05,27,9588,10,,,,,0.0000495,26,6591,3
3.89E-05,28,7656,10,,,,,0.0000392,11,1530,3
3.91E-05,17,6734,10,,,,,0.000039,12,3542,3
3.90E-05,27,3972,11,,,,,0.0000558,4,5409,3
0.0001061,1,1935,8,,,,,0.0000607,35,2664,3
0.0001056,29,1321,8,,,,,0.0000624,4,5603,3
5.02E-05,16,3959,9,,,,,0.0000503,10,7517,3
3.88E-05,26,9405,10,,,,,0.000039,28,5084,3
3.87E-05,23,7149,11,,,,,0.000039,9,4831,3
3.87E-05,7,8533,12,,,,,0.0000387,24,6199,3
3.91E-05,15,569,10,,,,,0.0000499,13,2423,3
3.89E-05,2,5937,9,,,,,0.000049,31,6647,3
3.88E-05,14,7998,9,,,,,0.000039,33,8092,3
3.89E-05,24,8466,9,,,,,0.0000389,30,2212,3
3.88E-05,25,988,10,,,,,0.000039,2,4429,3
3.88E-05,24,2888,11,,,,,0.0000392,11,6752,3
3.89E-05,21,2733,12,,,,,0.0000456,18,6107,3
3.88E-05,29,4521,13,,,,,0.0000457,22,9156,3
3.88E-05,4,1546,13,,,,,0.0000516,28,8023,3
5.31E-05,26,6379,14,,,,,0.0000391,13,1948,3
0.0001343,4,647,14,,,,,0.0000389,18,4725,3
4.90E-05,23,1616,14,,,,,0.0000506,33,8699,3
3.90E-05,21,2902,14,,,,,0.0000457,31,3453,3
3.89E-05,12,8178,11,,,,,0.0000502,24,1918,3
5.72E-05,24,7646,10,,,,,0.0000837,5,2097,3
5.73E-05,12,9022,9,,,,,0.0000495,17,63,3
5.29E-05,10,9535,9,,,,,0.0000482,3,8569,3
5.87E-05,18,6622,10,,,,,0.000051,32,1261,3
5.55E-05,1,7921,11,,,,,0.0000481,22,5282,3
5.28E-05,27,4737,11,,,,,0.0000503,13,2033,3
0.0001573,16,1095,12,,,,,0.0000498,34,7229,3
3.93E-05,22,1576,12,,,,,0.0000534,9,408,3
3.96E-05,27,2084,10,,,,,0.0000504,28,6675,3
3.96E-05,18,6189,11,,,,,0.0000499,6,9896,3
3.93E-05,28,8804,11,,,,,0.00005,11,5124,3
3.90E-05,28,2231,12,,,,,0.0000501,4,2726,3
3.90E-05,16,5647,13,,,,,0.00005,24,3410,3
3.90E-05,27,4984,14,,,,,0.0000498,30,3674,3
3.88E-05,21,2751,14,,,,,0.0000499,14,1749,3
3.93E-05,20,8282,12,,,,,0.0000555,11,747,3
3.90E-05,9,5952,13,,,,,0.0000471,1,743,3
4.93E-05,13,6240,13,,,,,0.0000446,28,2216,3
5.52E-05,9,5185,14,,,,,0.0000493,10,381,3
3.91E-05,23,5929,13,,,,,0.0000505,17,389,3
3.91E-05,18,6581,14,,,,,0.0000507,35,5540,3
5.14E-05,6,5581,11,,,,,0.0000583,7,1917,3
3.87E-05,34,2102,11,,,,,0.0000574,1,5293,3
3.92E-05,18,3612,6,,,,,0.0000513,11,40,3
3.92E-05,27,9413,7,,,,,0.0000499,33,8984,3
3.88E-05,26,4713,3,,,,,0.0000542,2,8865,3
3.87E-05,30,1441,4,,,,,0.000039,20,8142,3
3.90E-05,17,4949,3,,,,,0.0000395,13,6589,3
3.88E-05,35,5506,2,,,,,0.0000393,31,4139,3
4.15E-05,29,6466,2,,,,,0.0000388,10,9818,3
3.93E-05,12,2245,3,,,,,0.0000387,32,2543,3
3.90E-05,19,9179,4,,,,,0.0000388,22,1028,3
0.0001059,22,2450,5,,,,,0.0000398,10,1321,3
0.000106,9,1177,6,,,,,0.0000506,33,2003,3
3.95E-05,23,1578,2,,,,,0.00005,6,5302,3
3.87E-05,31,9546,3,,,,,0.0000502,31,7830,3
0.0001056,29,871,4,,,,,0.0000502,2,4498,3
3.85E-05,9,1602,2,,,,,0.0000505,3,7309,3
3.87E-05,29,4038,3,,,,,0.0000523,35,904,3
3.88E-05,26,3440,4,,,,,0.0000522,27,3466,3
3.88E-05,34,7091,5,,,,,0.0000492,16,2389,3
3.86E-05,11,8176,6,,,,,0.0000388,34,7478,3
0.0001053,11,166,7,,,,,0.000039,31,2998,3
3.90E-05,19,8443,6,,,,,0.0003049,15,3803,3
4.49E-05,10,6680,7,,,,,0.0000496,5,3706,3
3.91E-05,32,6672,5,,,,,0.0000387,12,1373,3
3.88E-05,16,1266,6,,,,,0.000039,4,1728,3
3.87E-05,29,4423,5,,,,,0.0001501,22,5434,3
3.88E-05,8,494,6,,,,,0.0000386,14,842,3
3.88E-05,20,8453,6,,,,,0.0000388,34,1765,3
3.87E-05,29,1877,7,,,,,0.0000386,23,8927,3
3.86E-05,9,6221,8,,,,,0.0000388,25,4455,3
3.86E-05,4,3018,6,,,,,0.0000718,18,705,3
3.88E-05,11,4409,7,,,,,0.0000537,24,8495,3
3.87E-05,9,5016,8,,,,,0.0000495,20,5985,3
3.86E-05,34,7722,6,,,,,0.0000503,1,3966,3
3.88E-05,3,7911,5,,,,,0.0000503,7,7279,3
3.86E-05,33,690,6,,,,,0.0000508,9,875,3
3.90E-05,27,1185,6,,,,,0.0000655,25,5996,3
3.88E-05,6,262,7,,,,,0.0000387,22,9294,3
3.86E-05,14,3761,8,,,,,0.000039,25,2609,3
0.0001713,6,1461,9,,,,,0.0000385,5,9678,3
3.94E-05,16,4990,9,,,,,0.000039,21,8747,3
3.89E-05,9,5568,9,,,,,0.000039,30,8303,3
4.42E-05,7,8150,9,,,,,0.0000387,6,5400,3
0.0002207,10,615,9,,,,,0.0000387,17,704,3
4.54E-05,14,5094,8,,,,,0.0000388,19,2985,3
3.86E-05,25,2619,7,,,,,0.0000393,15,3862,3
3.86E-05,2,3806,6,,,,,0.0000394,27,8256,3
3.88E-05,8,608,6,,,,,0.000039,6,3880,3
3.88E-05,32,7254,6,,,,,0.0000388,34,5802,3
3.87E-05,16,9624,2,,,,,0.0000389,2,3134,3
3.88E-05,33,308,3,,,,,0.0000388,33,6188,3
0.0001329,33,3349,4,,,,,0.0000388,11,3351,3
6.00E-05,22,9076,5,,,,,0.0000386,30,6589,3
5.67E-05,16,8282,6,,,,,0.0000516,4,8240,3
5.30E-05,16,4412,2,,,,,0.0000501,11,7337,3
6.04E-05,32,3672,2,,,,,0.0000522,8,2949,3
4.50E-05,19,1087,3,,,,,0.0000391,29,3174,3
4.14E-05,3,6929,3,,,,,0.0000397,27,1680,3
3.95E-05,27,8432,4,,,,,0.0000395,23,4724,3
3.95E-05,32,6065,5,,,,,0.0000514,14,8588,3
4.02E-05,35,4318,5,,,,,0.0001121,35,7615,3
3.91E-05,6,5101,4,,,,,0.000039,35,2473,3
3.88E-05,7,9857,4,,,,,0.0000388,15,3202,3
0.0001103,11,2665,4,,,,,0.0000387,27,530,3
5.34E-05,16,3366,4,,,,,0.0000533,1,6587,3
4.61E-05,32,4438,4,,,,,0.0000389,2,5328,3
4.86E-05,1,4577,3,,,,,0.0000513,15,5472,3
4.90E-05,7,3153,4,,,,,0.0000389,6,6763,3
4.78E-05,33,7002,4,,,,,0.0000391,1,3481,3
5.09E-05,4,9370,2,,,,,0.0000447,8,7498,3
4.97E-05,4,1566,3,,,,,0.0000465,14,6499,3
0.0001342,30,4658,4,,,,,0.0000388,9,5096,3
4.88E-05,24,1919,3,,,,,0.0000391,13,9899,3
4.86E-05,6,6890,4,,,,,0.0000387,6,1276,3
0.0001351,18,3335,4,,,,,0.0000388,9,3244,3
0.0001364,31,55,5,,,,,0.0000452,29,315,3
5.08E-05,15,9699,5,,,,,0.0000394,15,5756,3
0.000141,7,671,6,,,,,0.0000393,18,525,3
5.15E-05,6,1801,7,,,,,0.0000392,29,25,3
0.0001412,1,2220,8,,,,,0.0000391,15,761,3
0.0001432,23,797,9,,,,,0.0000391,34,5083,3
5.11E-05,6,2137,9,,,,,0.0000626,13,9431,3
0.000142,6,7337,10,,,,,0.0000608,14,4185,3
0.0001433,6,1995,11,,,,,0.0000538,7,8976,3
0.000142,13,1632,11,,,,,0.000052,21,5966,3
7.36E-05,30,8099,12,,,,,0.0000453,24,7253,3
4.16E-05,2,9400,13,,,,,0.0000461,31,8738,3
3.94E-05,3,5144,14,,,,,0.0000504,29,546,3
3.93E-05,14,3349,15,,,,,0.0000539,18,9055,3
0.0001064,13,1362,15,,,,,0.0000744,29,6336,3
4.38E-05,3,6831,15,,,,,0.000044,28,2922,3
3.92E-05,13,5660,16,,,,,0.0000524,12,7672,3
4.66E-05,20,3061,15,,,,,0.0001056,30,3096,4
5.83E-05,23,6224,16,,,,,0.0001497,22,292,4
0.0002573,7,2906,16,,,,,0.0001501,15,8,4
0.0001081,2,2182,16,,,,,0.000039,29,9959,4
3.89E-05,7,8895,15,,,,,0.0001261,33,6293,4
3.87E-05,25,4026,16,,,,,0.0000388,12,1974,4
3.88E-05,23,4302,16,,,,,0.0000386,11,6954,4
0.0002003,27,154,17,,,,,0.0000458,16,2804,4
3.86E-05,26,4437,16,,,,,0.0000377,28,8050,4
3.86E-05,14,1814,17,,,,,0.0000388,35,8649,4
3.86E-05,10,2624,17,,,,,0.000105,4,1749,4
0.0002385,10,14,18,,,,,0.0000388,25,9296,4
3.89E-05,18,8634,18,,,,,0.0000376,4,2551,4
4.29E-05,21,4389,18,,,,,0.0003321,31,65,4
3.87E-05,2,6180,17,,,,,0.0001343,15,1342,4
3.86E-05,18,1930,17,,,,,0.0001177,2,7504,4
3.91E-05,6,3719,16,,,,,0.0000393,23,3360,4
3.91E-05,5,1612,17,,,,,0.0000492,11,2100,4
0.0001094,26,372,17,,,,,0.0000387,8,3688,4
3.88E-05,8,7066,18,,,,,0.0000564,29,673,4
3.87E-05,17,860,19,,,,,0.0000395,14,4706,4
3.88E-05,34,4402,18,,,,,0.0000387,30,1441,4
3.89E-05,27,8013,19,,,,,0.000039,19,9179,4
0.000105,10,2603,20,,,,,0.0001056,29,871,4
4.27E-05,23,9104,21,,,,,0.0000388,26,3440,4
3.87E-05,8,7910,21,,,,,0.0001329,33,3349,4
3.85E-05,27,2627,22,,,,,0.0000395,27,8432,4
3.87E-05,32,2742,22,,,,,0.0000391,6,5101,4
3.90E-05,23,7057,23,,,,,0.0000388,7,9857,4
4.99E-05,1,6108,22,,,,,0.0001103,11,2665,4
4.89E-05,22,6580,20,,,,,0.0000534,16,3366,4
3.89E-05,24,4441,19,,,,,0.0000461,32,4438,4
5.42E-05,24,8862,20,,,,,0.000049,7,3153,4
5.51E-05,21,9837,21,,,,,0.0000478,33,7002,4
3.90E-05,29,6463,14,,,,,0.0001342,30,4658,4
3.89E-05,32,3648,14,,,,,0.0000486,6,6890,4
3.88E-05,6,9694,15,,,,,0.0001351,18,3335,4
3.88E-05,8,3257,16,,,,,0.0000519,26,8096,4
4.33E-05,30,930,17,,,,,0.0000514,10,4423,4
3.87E-05,13,8986,18,,,,,0.0000389,17,4842,4
3.89E-05,9,4245,19,,,,,0.0000393,3,8615,4
3.85E-05,12,9791,13,,,,,0.0000378,29,9977,4
0.0002577,12,1097,14,,,,,0.0000392,1,2360,4
0.0001152,5,5655,14,,,,,0.0000521,5,6989,4
5.04E-05,32,6951,15,,,,,0.0001512,31,2643,4
3.98E-05,7,7541,14,,,,,0.000061,6,6500,4
3.92E-05,32,3925,15,,,,,0.0001052,9,1731,4
5.10E-05,8,7077,10,,,,,0.0000387,12,5250,4
0.0001065,29,1314,10,,,,,0.0001053,11,90,4
3.91E-05,25,5725,9,,,,,0.0001057,33,5879,4
3.89E-05,6,1850,10,,,,,0.0001039,18,1986,4
3.90E-05,26,1958,10,,,,,0.0001057,11,869,4
0.0001059,28,296,11,,,,,0.000039,24,7690,4
3.89E-05,6,7861,12,,,,,0.0001052,33,5146,4
0.0001178,31,4695,13,,,,,0.0000541,1,7442,4
0.0002045,24,4117,14,,,,,0.0002328,12,2415,4
4.79E-05,8,3347,15,,,,,0.0000801,33,7248,4
0.0002163,13,75,15,,,,,0.0000544,6,5542,4
5.18E-05,35,455,16,,,,,0.0000488,23,4825,4
6.00E-05,16,1746,17,,,,,0.0000392,31,6713,4
0.0001356,26,1477,18,,,,,0.000039,6,9613,4
4.93E-05,34,3232,19,,,,,0.000124,8,9432,4
4.99E-05,4,8322,20,,,,,0.0000501,4,4444,4
4.92E-05,26,5071,17,,,,,0.0000445,32,3747,4
4.85E-05,33,2087,17,,,,,0.0001288,3,1502,4
4.84E-05,26,8179,18,,,,,0.0001552,10,509,4
0.0001333,24,813,18,,,,,0.0000479,22,6841,4
5.50E-05,8,1518,15,,,,,0.0000494,8,6819,4
5.23E-05,24,4863,15,,,,,0.0001321,16,448,4
5.04E-05,4,935,15,,,,,0.0000481,23,5293,4
3.93E-05,28,9480,8,,,,,0.0000464,23,2781,4
3.89E-05,20,1911,9,,,,,0.0000501,34,9817,4
3.88E-05,17,5607,10,,,,,0.0001298,26,1503,4
3.89E-05,5,8596,11,,,,,0.000047,22,8620,4
3.92E-05,24,6961,12,,,,,0.0000464,16,2907,4
0.0001101,16,364,13,,,,,0.000135,29,3582,4
3.86E-05,29,5404,14,,,,,0.0000478,25,4062,4
3.92E-05,2,1245,14,,,,,0.0005368,18,653,4
5.62E-05,10,9571,14,,,,,0.0001374,11,978,4
3.91E-05,29,4320,14,,,,,0.0001292,5,3961,4
3.86E-05,20,827,13,,,,,0.0001284,24,2274,4
3.85E-05,32,1430,14,,,,,0.0000389,29,4560,4
3.87E-05,13,5070,15,,,,,0.0001115,30,8266,4
0.0001053,6,1519,16,,,,,0.0003483,2,2930,4
3.87E-05,12,3244,17,,,,,0.0000544,34,7843,4
3.84E-05,13,1331,15,,,,,0.0001502,21,2108,4
3.86E-05,3,9689,16,,,,,0.0001488,35,1219,4
0.0001054,24,1274,17,,,,,0.0000596,32,6188,4
3.85E-05,23,9754,18,,,,,0.0001349,3,2503,4
3.86E-05,32,6000,18,,,,,0.0000542,23,3876,4
3.86E-05,13,8228,18,,,,,0.0001508,30,430,4
3.85E-05,31,3378,19,,,,,0.000054,26,1645,4
3.87E-05,6,4651,19,,,,,0.0001501,32,301,4
0.0001052,1,994,18,,,,,0.0000509,24,3538,4
3.86E-05,29,3225,19,,,,,0.000039,14,7254,4
3.86E-05,5,3171,19,,,,,0.0001843,14,205,4
0.0001054,27,3241,20,,,,,0.0000388,18,2422,4
0.0001256,7,1516,21,,,,,0.0000548,10,9431,4
3.88E-05,32,8762,22,,,,,0.0000386,26,2111,4
0.00036,7,1335,21,,,,,0.0001051,16,773,4
0.000107,10,365,21,,,,,0.0000509,28,8334,4
3.91E-05,29,1673,20,,,,,0.0000481,5,3469,4
3.96E-05,11,1030,19,,,,,0.0000391,16,3604,4
3.91E-05,18,3150,17,,,,,0.0000389,12,1936,4
3.88E-05,19,5249,12,,,,,0.0001059,3,2175,4
3.89E-05,28,8150,11,,,,,0.0001434,29,3693,4
4.64E-05,3,3828,10,,,,,0.0000389,27,5706,4
4.47E-05,34,4648,11,,,,,0.0000395,16,1817,4
3.92E-05,31,6222,12,,,,,0.0000391,7,532,4
3.90E-05,26,5080,13,,,,,0.0002318,16,46,4
3.88E-05,33,3147,12,,,,,0.0000805,9,7058,4
3.88E-05,6,7917,11,,,,,0.0000465,35,4106,4
3.90E-05,11,5540,12,,,,,0.0000466,1,5414,4
3.90E-05,29,7301,13,,,,,0.0000491,6,5862,4
3.79E-05,5,8653,13,,,,,0.0001207,16,6688,4
0.0001028,21,620,14,,,,,0.000039,8,4647,4
3.89E-05,35,1898,14,,,,,0.0000588,13,4192,4
3.91E-05,10,3450,15,,,,,0.0000565,14,8026,4
0.0001057,27,278,15,,,,,0.0001443,3,5306,4
3.92E-05,15,1136,14,,,,,0.0001593,12,757,4
3.90E-05,1,9938,15,,,,,0.0000718,1,1241,4
0.0001061,16,385,16,,,,,0.0001255,33,536,4
3.91E-05,34,3274,16,,,,,0.0000488,12,9566,4
5.01E-05,7,5350,17,,,,,0.0001625,13,6721,4
4.75E-05,3,4511,18,,,,,0.0000395,11,4158,4
3.95E-05,2,3079,16,,,,,0.0001056,15,6706,4
3.87E-05,3,5033,16,,,,,0.0001057,21,1478,4
3.94E-05,16,3191,15,,,,,0.0001055,1,3544,4
3.95E-05,24,3658,16,,,,,0.0000377,16,8110,4
0.0001236,25,1654,15,,,,,0.0000386,35,3951,4
0.0001149,30,908,16,,,,,0.0001048,29,287,4
5.52E-05,14,7582,14,,,,,0.0000431,23,3848,4
4.68E-05,30,8015,13,,,,,0.0000391,17,2223,4
5.35E-05,23,4197,12,,,,,0.0001402,29,563,4
5.26E-05,26,404,12,,,,,0.000054,14,964,4
0.0001569,11,328,13,,,,,0.0000473,32,7572,4
5.62E-05,23,1070,14,,,,,0.0001157,20,1153,4
4.91E-05,3,3597,15,,,,,0.000106,24,2634,4
3.88E-05,34,6721,11,,,,,0.0001747,35,1902,4
3.89E-05,32,466,10,,,,,0.0000535,6,6697,4
3.96E-05,2,5598,9,,,,,0.0000388,32,314,4
3.96E-05,19,5889,7,,,,,0.000047,26,6724,4
3.89E-05,12,5078,7,,,,,0.0000526,15,5525,4
3.89E-05,15,6054,6,,,,,0.0001055,14,3454,4
3.91E-05,15,6706,6,,,,,0.0001049,18,1916,4
6.66E-05,32,4795,6,,,,,0.0000387,34,7547,4
5.34E-05,32,8312,3,,,,,0.0000428,6,4580,4
5.19E-05,26,8096,4,,,,,0.0000397,14,3646,4
5.14E-05,10,4423,4,,,,,0.0000391,11,1930,4
3.91E-05,16,8790,3,,,,,0.0001101,30,1884,4
3.89E-05,17,4842,4,,,,,0.0001051,23,1574,4
3.91E-05,6,1730,2,,,,,0.0000386,6,5820,4
3.89E-05,5,6359,3,,,,,0.000039,17,609,4
3.87E-05,17,7731,3,,,,,0.0000389,2,5637,4
3.93E-05,3,8615,4,,,,,0.0000388,14,3953,4
3.87E-05,29,5863,5,,,,,0.0001402,19,577,4
3.78E-05,29,9977,4,,,,,0.0000582,11,8001,4
3.92E-05,1,2360,4,,,,,0.0000391,16,7130,4
4.29E-05,10,8977,3,,,,,0.0000386,19,8519,4
3.97E-05,28,4491,2,,,,,0.0000426,29,8372,4
4.93E-05,3,4673,2,,,,,0.0000379,33,1875,4
4.58E-05,4,326,2,,,,,0.0000388,12,2997,4
5.96E-05,12,6872,2,,,,,0.0001055,11,3,4
7.94E-05,28,4628,3,,,,,0.0000402,20,556,4
4.89E-05,1,9404,3,,,,,0.0000393,10,5395,4
5.21E-05,5,6989,4,,,,,0.000039,11,8240,4
5.97E-05,24,1684,3,,,,,0.0000466,9,8914,4
0.0001512,31,2643,4,,,,,0.0000394,8,1812,4
6.10E-05,6,6500,4,,,,,0.0000393,34,5570,4
5.64E-05,7,7476,5,,,,,0.0000387,21,9281,4
5.63E-05,25,2787,6,,,,,0.000118,2,3549,4
3.76E-05,5,2545,2,,,,,0.0000384,9,9109,4
3.85E-05,1,8992,2,,,,,0.000102,34,1070,4
3.86E-05,33,3187,3,,,,,0.0000388,4,8337,4
0.0001052,9,1731,4,,,,,0.0000376,11,8083,4
3.87E-05,32,8579,5,,,,,0.0001068,13,4600,4
3.86E-05,31,7600,6,,,,,0.0001053,3,2436,4
4.82E-05,13,3165,5,,,,,0.0000513,2,2665,4
3.88E-05,11,8271,6,,,,,0.0000647,26,7689,4
3.87E-05,24,6574,6,,,,,0.0000402,26,735,4
0.0001116,23,906,7,,,,,0.0001232,18,5007,4
3.85E-05,21,6495,6,,,,,0.0001238,34,659,4
3.86E-05,30,9006,6,,,,,0.0000395,5,5017,4
0.0001051,14,697,7,,,,,0.000039,16,2246,4
0.0001056,23,208,7,,,,,0.0001356,25,1198,4
4.98E-05,13,8631,6,,,,,0.0000394,11,3162,4
3.98E-05,34,4050,5,,,,,0.0000389,20,5375,4
3.89E-05,30,8031,6,,,,,0.0000389,12,9042,4
3.89E-05,35,1774,7,,,,,0.0000386,4,5383,4
0.0001056,27,7811,8,,,,,0.0000551,11,9200,4
0.0001054,32,6239,8,,,,,0.0000568,31,1832,4
3.87E-05,13,5340,6,,,,,0.0000406,12,9946,4
3.87E-05,9,8353,7,,,,,0.0000602,34,2299,4
0.0001056,15,4789,8,,,,,0.0000387,12,5693,4
0.0001108,4,2729,9,,,,,0.0000387,13,6085,4
3.78E-05,31,6864,10,,,,,0.0000395,17,9358,4
4.85E-05,6,6127,11,,,,,0.0000574,17,5802,4
3.99E-05,24,6716,8,,,,,0.0000388,8,7917,4
3.92E-05,29,6600,8,,,,,0.0000502,8,5818,4
3.93E-05,19,7174,7,,,,,0.000049,20,8702,4
4.80E-05,33,8314,8,,,,,0.0000391,5,8183,4
4.42E-05,22,2827,8,,,,,0.0001234,18,714,4
3.91E-05,30,3373,5,,,,,0.0000454,15,9986,4
3.90E-05,27,7826,6,,,,,0.0000398,4,6541,4
3.90E-05,26,8463,7,,,,,0.0001061,34,998,4
4.30E-05,19,6280,8,,,,,0.000039,16,7070,4
3.88E-05,8,2495,3,,,,,0.0000388,30,1192,4
3.87E-05,12,5250,4,,,,,0.0000389,34,9163,4
3.89E-05,2,2018,5,,,,,0.0000387,21,1938,4
3.91E-05,29,3732,6,,,,,0.0000502,15,4824,4
5.93E-05,17,4230,6,,,,,0.0001276,23,6393,4
0.0001402,28,775,6,,,,,0.0000492,13,6070,4
9.84E-05,14,4249,7,,,,,0.0001365,22,1242,4
4.97E-05,30,9864,8,,,,,0.0001376,21,2602,4
4.66E-05,28,6042,9,,,,,0.0000496,9,6565,4
3.97E-05,19,8518,10,,,,,0.0000389,22,1758,4
