cas operacie,vlozene cislo,priorita,velkost frontu,,,,,,,,
5.38E-05,6,7231,96,,,,,0.0000389,16,5813,94
3.96E-05,26,5405,96,,,,,0.0000393,8,3295,94
3.91E-05,34,4818,97,,,,,0.0000389,35,5245,94
3.90E-05,27,6377,98,,,,,0.0000395,33,3691,94
3.89E-05,17,9579,99,,,,,0.0000391,17,7406,94
3.90E-05,15,5599,99,,,,,0.0000391,14,3419,94
3.90E-05,5,7183,100,,,,,0.000106,14,1821,94
3.90E-05,34,7733,101,,,,,0.000039,2,4279,94
3.89E-05,24,2385,102,,,,,0.0000389,25,6196,94
3.91E-05,31,8982,102,,,,,0.0000393,19,8475,94
3.93E-05,3,3118,103,,,,,0.0001729,14,163,94
3.89E-05,27,9158,103,,,,,0.0000389,23,4324,94
3.95E-05,5,4602,101,,,,,0.0000388,10,8499,94
5.17E-05,35,3100,102,,,,,0.0000386,20,6188,94
3.93E-05,6,1325,102,,,,,0.0000388,6,5125,94
3.91E-05,18,2597,103,,,,,0.0000487,26,891,94
4.88E-05,6,3006,102,,,,,0.0000386,17,3098,94
0.0001065,25,84,103,,,,,0.0000387,12,8070,94
3.92E-05,34,9193,102,,,,,0.0000532,21,2388,94
3.91E-05,17,6305,103,,,,,0.0000517,14,7603,94
5.09E-05,29,4148,104,,,,,0.0000406,35,9614,94
3.91E-05,30,3732,105,,,,,0.0000385,4,3526,94
3.89E-05,8,2233,106,,,,,0.0000389,25,8025,94
3.90E-05,27,2326,106,,,,,0.0000541,17,1890,94
3.88E-05,29,9646,107,,,,,0.0000387,9,4862,94
3.91E-05,21,1355,107,,,,,0.0000389,14,3987,94
0.0001981,7,9605,108,,,,,0.0000391,17,4828,94
3.96E-05,34,5281,108,,,,,0.0001203,11,287,94
3.96E-05,26,1574,109,,,,,0.000039,32,1083,94
5.14E-05,34,2228,108,,,,,0.0000395,13,7460,94
5.05E-05,3,164,109,,,,,0.0000462,3,8758,94
5.05E-05,25,6225,108,,,,,0.0000392,17,4030,94
4.98E-05,17,5027,107,,,,,0.0000489,6,7291,94
4.90E-05,27,8899,107,,,,,0.000039,30,2991,94
4.92E-05,26,3266,108,,,,,0.000039,4,1275,94
3.85E-05,3,1977,105,,,,,0.0000394,2,6093,94
5.08E-05,32,3942,101,,,,,0.0000484,26,6564,94
4.88E-05,1,1717,102,,,,,0.0000522,19,459,94
5.03E-05,30,3853,100,,,,,0.0000509,22,4976,94
5.02E-05,10,1779,100,,,,,0.000051,7,3084,94
5.00E-05,9,4557,101,,,,,0.0000393,29,3404,94
5.03E-05,29,651,101,,,,,0.0000472,1,9166,94
4.96E-05,22,8727,102,,,,,0.000047,21,2624,94
5.03E-05,15,6452,103,,,,,0.0000479,8,9492,94
5.00E-05,25,1155,104,,,,,0.0000602,33,1765,94
5.06E-05,26,7751,103,,,,,0.0001391,7,2544,94
5.06E-05,22,897,104,,,,,0.0000397,6,8012,94
5.33E-05,5,1528,103,,,,,0.0001069,6,1981,94
5.16E-05,13,6989,102,,,,,0.000039,4,9684,94
5.28E-05,12,7544,103,,,,,0.0000393,23,7655,94
5.14E-05,25,6130,104,,,,,0.0000391,13,8230,94
5.15E-05,12,349,105,,,,,0.0000392,8,2000,94
5.46E-05,4,6351,104,,,,,0.000039,28,9447,94
5.45E-05,11,3105,105,,,,,0.0000498,30,5167,94
5.25E-05,28,8803,106,,,,,0.0000502,8,379,94
3.88E-05,9,8514,106,,,,,0.0000501,25,2358,94
4.29E-05,27,9309,106,,,,,0.0000505,1,2600,94
4.51E-05,20,1352,107,,,,,0.0000517,2,6687,94
3.88E-05,20,2225,108,,,,,0.0000478,16,2709,94
3.89E-05,10,8861,104,,,,,0.0000505,14,7002,94
3.86E-05,8,781,104,,,,,0.0000389,27,5955,94
3.86E-05,13,2056,105,,,,,0.0000667,27,9552,94
3.86E-05,11,980,106,,,,,0.0000498,8,507,94
3.86E-05,34,7080,107,,,,,0.0000498,7,2899,94
3.87E-05,17,446,108,,,,,0.000055,34,4321,94
3.87E-05,7,9129,109,,,,,0.0000539,2,3732,94
3.88E-05,28,3939,110,,,,,0.000039,4,3857,94
5.12E-05,6,6285,109,,,,,0.0000391,8,4402,94
5.03E-05,33,1762,109,,,,,0.0000481,25,5244,94
4.99E-05,26,9330,110,,,,,0.0000496,21,7205,94
5.06E-05,21,6862,111,,,,,0.000049,13,8747,94
4.99E-05,4,6752,110,,,,,0.0000499,14,3071,94
5.03E-05,24,6426,111,,,,,0.0000395,31,1935,94
5.02E-05,29,5345,111,,,,,0.0000567,33,1395,94
5.02E-05,19,9406,112,,,,,0.0000502,19,7559,94
5.04E-05,14,6796,113,,,,,0.000047,27,3912,94
5.02E-05,31,7035,113,,,,,0.0000397,4,1966,94
4.97E-05,9,4460,111,,,,,0.0000393,26,935,94
4.98E-05,31,6269,111,,,,,0.0000387,5,799,94
5.03E-05,26,1267,112,,,,,0.000039,14,6047,94
5.29E-05,10,7292,113,,,,,0.0000503,17,2670,94
5.03E-05,20,1778,113,,,,,0.0000497,2,3787,94
5.06E-05,17,8006,112,,,,,0.0000499,6,3942,94
5.00E-05,6,2746,113,,,,,0.0000498,4,8614,94
5.01E-05,30,4405,114,,,,,0.000039,25,6616,94
5.24E-05,32,1601,115,,,,,0.0000493,18,767,94
3.93E-05,11,7422,114,,,,,0.0000483,18,997,94
3.91E-05,6,4447,115,,,,,0.0000504,21,2594,94
4.08E-05,12,9025,116,,,,,0.0000386,30,8414,95
3.90E-05,9,2248,117,,,,,0.0001261,21,1943,95
3.94E-05,18,1009,118,,,,,0.0000388,23,8536,95
0.0001061,9,142,118,,,,,0.0000539,10,8857,95
3.89E-05,21,6091,117,,,,,0.0001056,4,1846,95
3.90E-05,35,8865,118,,,,,0.0000391,1,7108,95
3.87E-05,26,4225,118,,,,,0.0000389,25,2604,95
3.87E-05,31,5532,119,,,,,0.0000549,33,6809,95
3.90E-05,1,7381,119,,,,,0.000039,20,9217,95
3.88E-05,24,430,120,,,,,0.0000677,32,5303,95
5.06E-05,15,81,117,,,,,0.0000389,9,5104,95
5.00E-05,32,4765,118,,,,,0.0000389,20,9824,95
5.01E-05,17,771,119,,,,,0.0000389,17,5066,95
5.01E-05,17,6708,119,,,,,0.0000388,12,5532,95
5.02E-05,16,826,118,,,,,0.0000396,1,5442,95
5.00E-05,29,7942,116,,,,,0.0000659,32,7849,95
5.01E-05,2,5839,117,,,,,0.0001736,29,143,95
5.27E-05,27,1201,117,,,,,0.0000394,24,3266,95
4.97E-05,20,3263,117,,,,,0.0000389,1,9736,95
0.0001249,22,1065,116,,,,,0.0000504,20,6285,95
5.49E-05,26,3646,117,,,,,0.000049,22,7166,95
0.0001707,12,6452,117,,,,,0.0000551,26,472,95
5.04E-05,24,639,118,,,,,0.0000382,8,595,95
4.65E-05,21,8605,116,,,,,0.000039,8,1149,95
4.06E-05,8,6514,116,,,,,0.000039,31,4247,95
3.94E-05,3,2903,113,,,,,0.0000392,28,8506,95
3.92E-05,30,9355,114,,,,,0.000046,29,2494,95
3.93E-05,17,4403,115,,,,,0.0000387,35,5861,95
3.92E-05,16,3751,114,,,,,0.0000392,15,3440,95
3.92E-05,17,8566,115,,,,,0.0000391,31,374,95
3.93E-05,26,7175,115,,,,,0.0000391,20,4544,95
3.91E-05,14,5954,116,,,,,0.0000392,33,5200,95
3.93E-05,31,8371,116,,,,,0.0000387,13,5662,95
3.93E-05,4,8861,117,,,,,0.0000386,30,3215,95
3.91E-05,35,4550,116,,,,,0.000039,3,7338,95
3.90E-05,14,6068,117,,,,,0.0000392,35,2897,95
3.96E-05,15,7714,115,,,,,0.0000606,6,4656,95
3.87E-05,5,9947,114,,,,,0.0000398,34,1611,95
5.28E-05,15,1406,114,,,,,0.0000391,5,8830,95
4.18E-05,7,1162,113,,,,,0.0000389,33,5285,95
4.27E-05,26,3916,114,,,,,0.000038,5,7606,95
3.90E-05,33,9622,114,,,,,0.0000394,16,7007,95
3.86E-05,18,5229,115,,,,,0.0000587,33,1416,95
3.89E-05,10,9457,116,,,,,0.0000391,11,1169,95
3.91E-05,7,538,117,,,,,0.0000519,29,5005,95
3.88E-05,9,58,110,,,,,0.0000392,16,2030,95
4.99E-05,32,6740,110,,,,,0.0000532,27,3573,95
3.88E-05,28,8788,110,,,,,0.000039,14,1185,95
3.86E-05,33,2251,111,,,,,0.0000463,17,4179,95
3.88E-05,22,5317,111,,,,,0.0000728,11,4931,95
7.04E-05,33,8537,112,,,,,0.0000575,12,2581,95
4.84E-05,2,2156,113,,,,,0.0000389,10,4362,95
0.0002254,16,4540,114,,,,,0.0001058,12,177,95
5.24E-05,32,2923,115,,,,,0.0000525,24,2567,95
3.90E-05,20,4896,113,,,,,0.0000509,8,9254,95
3.94E-05,34,5183,114,,,,,0.0000502,6,5925,95
0.0002387,30,6,115,,,,,0.0000513,14,410,95
3.89E-05,33,6610,116,,,,,0.0000506,20,7659,95
3.89E-05,30,2550,117,,,,,0.0000508,7,8115,95
3.88E-05,29,2515,118,,,,,0.0000393,20,8349,95
5.51E-05,29,5038,118,,,,,0.0000676,6,7384,95
3.95E-05,9,9376,117,,,,,0.0000515,15,9850,95
5.33E-05,24,8291,118,,,,,0.0000395,27,2774,95
3.94E-05,25,2422,118,,,,,0.0000392,32,8080,95
3.99E-05,32,8493,119,,,,,0.0000634,18,8109,95
0.0001767,7,822,120,,,,,0.0000474,7,4339,95
7.24E-05,10,275,121,,,,,0.0000523,12,9011,95
5.39E-05,10,3857,119,,,,,0.0000503,14,3825,95
5.53E-05,32,353,120,,,,,0.0000499,32,1941,95
7.75E-05,13,9215,120,,,,,0.00004,30,1743,95
5.18E-05,1,9115,121,,,,,0.0000391,30,9553,95
5.50E-05,35,843,122,,,,,0.0000537,15,9271,95
7.40E-05,23,6420,122,,,,,0.0000474,23,942,95
5.84E-05,29,5637,122,,,,,0.000047,6,2063,95
5.79E-05,3,133,122,,,,,0.0000506,27,3415,95
5.94E-05,15,6553,121,,,,,0.0000505,29,8638,95
4.96E-05,14,6007,119,,,,,0.0000468,11,4555,95
5.04E-05,19,4382,120,,,,,0.0000398,26,4776,95
5.04E-05,35,2543,118,,,,,0.0001343,26,155,95
5.71E-05,9,3070,118,,,,,0.0000506,31,1963,95
5.61E-05,25,2655,117,,,,,0.0000477,29,6493,95
5.75E-05,17,1736,117,,,,,0.0000396,15,6120,95
5.98E-05,18,7411,118,,,,,0.0000386,24,6966,95
3.91E-05,26,2343,116,,,,,0.0000473,33,9733,95
3.89E-05,19,9859,116,,,,,0.0000497,25,8861,95
3.88E-05,19,3424,117,,,,,0.0000498,28,6586,95
3.88E-05,15,4987,118,,,,,0.0000497,18,1104,95
3.88E-05,5,7486,116,,,,,0.0000389,29,2443,95
3.89E-05,22,7361,117,,,,,0.0000395,20,952,95
3.90E-05,26,5840,114,,,,,0.0000568,12,2654,95
8.31E-05,12,5208,113,,,,,0.0000559,25,4314,95
6.09E-05,4,9242,114,,,,,0.0001361,27,3287,96
5.91E-05,11,1376,114,,,,,0.0000534,28,7763,96
5.84E-05,26,1818,114,,,,,0.0001054,9,1174,96
5.78E-05,35,9026,114,,,,,0.0001192,21,669,96
6.64E-05,9,2700,114,,,,,0.0000392,3,4374,96
5.72E-05,8,8054,115,,,,,0.0000389,24,2532,96
5.59E-05,22,4323,115,,,,,0.0000585,27,2377,96
5.61E-05,6,6849,116,,,,,0.0000393,15,6950,96
5.58E-05,10,1640,115,,,,,0.0000393,9,3216,96
5.94E-05,31,2847,113,,,,,0.000039,24,5207,96
5.97E-05,32,3449,114,,,,,0.0000537,17,1490,96
5.97E-05,18,631,115,,,,,0.0000701,32,4583,96
6.28E-05,5,2889,116,,,,,0.0001937,30,258,96
5.14E-05,33,9054,116,,,,,0.0000474,17,1877,96
5.06E-05,20,1931,117,,,,,0.0000493,21,6954,96
5.12E-05,7,2306,118,,,,,0.0000389,29,6400,96
4.98E-05,24,2261,118,,,,,0.0000386,11,2883,96
4.95E-05,3,3073,119,,,,,0.0000386,22,4690,96
4.86E-05,27,9837,120,,,,,0.0000397,33,2532,96
5.04E-05,35,8082,117,,,,,0.0000393,31,1214,96
5.77E-05,6,8440,117,,,,,0.0000393,17,2517,96
5.06E-05,20,3605,117,,,,,0.0000391,2,2711,96
5.07E-05,19,6810,114,,,,,0.0000388,9,9974,96
0.0001,12,6483,113,,,,,0.0000387,6,6537,96
5.05E-05,18,9822,114,,,,,0.0000385,30,9922,96
5.00E-05,16,640,113,,,,,0.0000388,2,8982,96
5.37E-05,1,1561,112,,,,,0.0000533,18,6038,96
0.0001728,5,4421,113,,,,,0.0000448,17,2453,96
7.38E-05,35,8408,113,,,,,0.0000412,12,5334,96
8.42E-05,30,6776,113,,,,,0.000039,10,6898,96
6.21E-05,26,5742,113,,,,,0.0000386,15,9301,96
3.94E-05,2,2542,112,,,,,0.0000386,35,9018,96
3.92E-05,22,7626,113,,,,,0.0000386,15,2371,96
3.90E-05,16,6276,113,,,,,0.000181,10,86,96
3.89E-05,31,2088,114,,,,,0.0000459,18,916,96
3.90E-05,13,4368,115,,,,,0.0000505,32,991,96
3.96E-05,4,852,115,,,,,0.0000386,32,3447,96
3.90E-05,4,4021,116,,,,,0.0000387,27,180,96
3.92E-05,9,3137,117,,,,,0.0000391,30,2116,96
5.36E-05,7,1671,116,,,,,0.0000413,3,871,96
5.51E-05,16,4312,117,,,,,0.0000655,16,9827,96
9.71E-05,5,3532,118,,,,,0.0000561,11,1208,96
4.93E-05,30,552,118,,,,,0.0000522,14,8085,96
7.69E-05,30,9481,119,,,,,0.0000504,26,5945,96
3.97E-05,31,2632,119,,,,,0.0000541,2,8545,96
3.97E-05,22,264,120,,,,,0.000039,18,1087,96
3.89E-05,26,7048,120,,,,,0.0000554,27,3401,96
3.91E-05,22,4571,120,,,,,0.000039,12,6776,96
3.92E-05,23,4275,121,,,,,0.0000507,17,1493,96
3.90E-05,23,6043,121,,,,,0.0000391,29,4496,96
3.87E-05,4,8004,121,,,,,0.0000467,25,1844,96
3.92E-05,31,1649,122,,,,,0.0000565,26,678,96
3.91E-05,30,6068,121,,,,,0.0000394,7,1504,96
3.86E-05,25,5506,120,,,,,0.000052,34,7895,96
3.88E-05,33,3864,121,,,,,0.0000392,28,6899,96
4.71E-05,30,9573,121,,,,,0.0000388,20,1910,96
4.05E-05,24,5839,118,,,,,0.0000389,13,2156,96
3.91E-05,7,7006,118,,,,,0.0000389,25,3049,96
3.89E-05,31,2729,118,,,,,0.0000399,20,2283,96
4.38E-05,3,217,119,,,,,0.0000503,13,1658,96
3.89E-05,12,4199,119,,,,,0.0000516,32,1831,96
3.90E-05,33,8689,120,,,,,0.0000539,2,1509,96
3.89E-05,25,7928,120,,,,,0.0000501,27,1459,96
3.91E-05,33,2262,120,,,,,0.000054,4,2830,96
3.93E-05,14,1138,121,,,,,0.0000505,33,6076,96
3.91E-05,7,2119,122,,,,,0.0000504,15,8938,96
3.94E-05,6,7677,122,,,,,0.000039,35,6943,96
6.36E-05,11,8756,121,,,,,0.0000478,9,4569,96
4.15E-05,30,9174,117,,,,,0.0000538,23,2743,96
3.96E-05,9,8278,114,,,,,0.0000469,13,2555,96
3.87E-05,10,1284,113,,,,,0.0000485,13,1608,96
3.89E-05,8,4756,113,,,,,0.0000551,18,4010,96
3.88E-05,29,3455,112,,,,,0.0000405,17,8801,96
3.87E-05,25,7086,109,,,,,0.0000388,14,7347,96
6.47E-05,3,7442,109,,,,,0.0000511,30,5264,96
3.94E-05,18,9753,109,,,,,0.0000502,29,8781,96
3.91E-05,24,3351,110,,,,,0.0000504,12,722,96
3.92E-05,24,1514,111,,,,,0.0000504,4,9291,96
3.93E-05,6,9028,107,,,,,0.0000392,6,5203,96
3.94E-05,24,3292,108,,,,,0.0000538,6,7231,96
3.90E-05,32,2955,109,,,,,0.0000396,26,5405,96
3.91E-05,4,9010,110,,,,,0.00005,21,4255,96
3.92E-05,16,336,111,,,,,0.0000392,2,7323,96
3.92E-05,26,7963,111,,,,,0.000039,12,9075,96
5.94E-05,2,204,105,,,,,0.0000497,35,6589,96
5.11E-05,20,3844,105,,,,,0.0000503,11,6897,96
5.21E-05,9,3838,106,,,,,0.0000507,8,1949,96
5.18E-05,6,2500,107,,,,,0.0000389,5,9528,96
5.12E-05,32,4762,108,,,,,0.0002025,15,129,96
5.15E-05,16,4101,109,,,,,0.0000393,33,2383,96
3.93E-05,17,2323,107,,,,,0.000039,21,1468,96
3.88E-05,10,1279,108,,,,,0.0000392,33,7959,96
3.88E-05,27,9193,107,,,,,0.0000387,33,1761,96
3.88E-05,18,8480,104,,,,,0.0000586,35,9908,96
3.88E-05,26,9503,105,,,,,0.0000503,10,5220,96
3.88E-05,16,6356,106,,,,,0.0000393,20,377,96
3.86E-05,25,9140,107,,,,,0.0000388,1,2694,96
5.60E-05,5,3724,107,,,,,0.0000502,32,2564,96
3.94E-05,18,9736,107,,,,,0.000039,3,9077,96
3.97E-05,7,8727,105,,,,,0.0000543,30,6535,96
3.88E-05,27,5024,105,,,,,0.0000463,32,8479,96
3.90E-05,2,3386,105,,,,,0.0000518,8,992,96
3.90E-05,18,7955,106,,,,,0.0000478,8,8080,96
3.87E-05,5,2426,107,,,,,0.0000453,11,9535,96
3.88E-05,9,7037,106,,,,,0.0000594,19,2103,96
4.46E-05,35,1379,107,,,,,0.0000575,15,4775,96
3.91E-05,33,772,108,,,,,0.0001418,31,76,96
3.86E-05,27,9912,108,,,,,0.0000527,10,1327,96
3.87E-05,15,2811,109,,,,,0.0000545,17,8286,96
3.90E-05,30,7610,110,,,,,0.0000496,28,3559,96
3.88E-05,10,2459,111,,,,,0.0000464,29,1691,96
5.02E-05,2,3896,111,,,,,0.0000474,32,8497,96
3.93E-05,33,6580,112,,,,,0.0000579,20,9807,96
3.91E-05,4,291,113,,,,,0.0000573,35,9145,96
3.87E-05,25,5602,111,,,,,0.0000389,11,1606,97
3.88E-05,5,4781,112,,,,,0.0000388,25,7576,97
3.88E-05,16,454,113,,,,,0.0000389,1,3165,97
3.89E-05,31,1478,113,,,,,0.0000384,7,4295,97
3.88E-05,12,1187,114,,,,,0.0000387,29,6800,97
3.88E-05,23,3909,115,,,,,0.0000397,8,3190,97
3.85E-05,2,1243,116,,,,,0.000039,16,1549,97
3.88E-05,16,1825,117,,,,,0.0001049,27,419,97
3.88E-05,7,2204,118,,,,,0.0000388,17,7038,97
3.89E-05,35,5720,119,,,,,0.0000388,15,1985,97
3.87E-05,13,4662,118,,,,,0.0000392,12,4254,97
3.87E-05,2,6139,115,,,,,0.0000534,14,1144,97
3.87E-05,15,9470,115,,,,,0.0000386,12,3920,97
3.86E-05,17,7188,115,,,,,0.0000385,14,3856,97
3.87E-05,21,9955,116,,,,,0.0000392,32,8715,97
4.37E-05,17,441,115,,,,,0.000039,4,4489,97
4.74E-05,7,6658,116,,,,,0.0000391,28,1156,97
5.29E-05,33,145,117,,,,,0.0000388,10,702,97
5.08E-05,29,6338,117,,,,,0.000039,25,4767,97
5.02E-05,7,8817,118,,,,,0.0001121,23,212,97
5.04E-05,8,7425,119,,,,,0.0000391,20,7162,97
5.06E-05,29,4971,120,,,,,0.0000386,12,6918,97
0.0002492,13,761,118,,,,,0.0000385,2,6450,97
5.02E-05,14,2687,117,,,,,0.0000392,3,9763,97
4.98E-05,17,1639,118,,,,,0.0000389,29,3541,97
3.93E-05,18,9851,117,,,,,0.0001357,28,160,97
3.89E-05,1,3019,118,,,,,0.0000394,22,4992,97
3.87E-05,10,8857,118,,,,,0.000039,31,4461,97
3.89E-05,3,2300,119,,,,,0.000061,14,9700,97
3.87E-05,24,2339,120,,,,,0.0001064,17,456,97
3.89E-05,32,3896,120,,,,,0.0000389,15,3854,97
3.89E-05,13,8992,121,,,,,0.0000385,5,961,97
3.90E-05,23,7195,122,,,,,0.0000557,15,5625,97
4.02E-05,27,2001,123,,,,,0.0000538,7,4477,97
3.89E-05,24,2396,122,,,,,0.0000621,21,4504,97
3.88E-05,7,5591,123,,,,,0.0000387,30,8635,97
3.89E-05,27,8507,124,,,,,0.000039,27,5156,97
3.90E-05,20,225,123,,,,,0.0000387,18,3602,97
3.96E-05,30,5972,121,,,,,0.0000568,30,4729,97
3.89E-05,21,2499,119,,,,,0.0002378,27,7081,97
3.98E-05,7,4182,120,,,,,0.0000387,21,571,97
3.93E-05,15,5157,114,,,,,0.0000387,13,8539,97
4.39E-05,32,2297,115,,,,,0.0000478,13,8421,97
3.90E-05,31,7714,115,,,,,0.0000557,6,9144,97
3.88E-05,30,5367,116,,,,,0.0000667,18,9673,97
3.92E-05,35,164,117,,,,,0.0000562,3,1034,97
3.93E-05,26,7817,118,,,,,0.0000642,7,8629,97
3.94E-05,8,7059,119,,,,,0.0000564,15,6997,97
3.92E-05,3,9344,120,,,,,0.0001367,24,9813,97
3.90E-05,10,1612,121,,,,,0.0000401,23,8666,97
3.90E-05,29,1175,122,,,,,0.0000396,18,8128,97
4.02E-05,18,4097,122,,,,,0.0000394,30,9016,97
3.92E-05,32,6112,122,,,,,0.0000395,4,899,97
3.92E-05,3,7928,123,,,,,0.0000462,20,3024,97
3.88E-05,35,5263,123,,,,,0.0000483,25,699,97
3.91E-05,29,808,124,,,,,0.0001051,16,418,97
4.02E-05,13,6540,124,,,,,0.0000505,34,8247,97
3.91E-05,34,8979,125,,,,,0.0000825,35,5701,97
0.000112,16,9660,125,,,,,0.0001399,32,2124,97
3.93E-05,17,3324,124,,,,,0.0000397,10,966,97
3.90E-05,16,2522,123,,,,,0.000039,13,8232,97
3.94E-05,5,8001,124,,,,,0.0001056,21,383,97
3.92E-05,33,2638,125,,,,,0.0000391,33,3108,97
3.93E-05,5,8831,126,,,,,0.0000485,4,416,97
0.0001111,13,3061,125,,,,,0.0000479,22,1220,97
4.97E-05,15,1171,125,,,,,0.0000476,32,2075,97
3.94E-05,17,7824,121,,,,,0.0000543,18,3028,97
3.92E-05,26,6808,122,,,,,0.0000504,22,6225,97
3.89E-05,14,8388,122,,,,,0.000051,18,8288,97
3.91E-05,14,7464,123,,,,,0.0000476,27,4345,97
5.27E-05,20,7563,123,,,,,0.0000501,14,6604,97
3.94E-05,13,8263,124,,,,,0.0000394,8,1668,97
3.90E-05,29,4940,125,,,,,0.0000391,5,2748,97
3.88E-05,4,5219,123,,,,,0.0000477,35,7180,97
3.87E-05,22,5304,124,,,,,0.0000517,35,6111,97
3.89E-05,26,5434,125,,,,,0.0000395,29,4733,97
5.31E-05,33,2161,124,,,,,0.0000476,10,3201,97
4.98E-05,32,5711,125,,,,,0.0000389,35,1595,97
4.99E-05,34,6733,126,,,,,0.0000389,16,2487,97
5.04E-05,19,9983,125,,,,,0.0000391,34,4818,97
5.26E-05,28,2204,126,,,,,0.0000472,27,6032,97
5.02E-05,29,8689,126,,,,,0.0000468,28,3831,97
5.01E-05,34,8902,126,,,,,0.0000389,11,1893,97
4.99E-05,17,8808,127,,,,,0.0000389,30,8782,97
5.03E-05,6,6790,127,,,,,0.0000498,3,8271,97
3.91E-05,17,2212,124,,,,,0.0000389,6,6757,97
3.88E-05,20,4332,122,,,,,0.0000555,3,8950,97
3.88E-05,25,1935,123,,,,,0.0000499,18,5169,97
3.90E-05,1,243,124,,,,,0.0002388,3,8,97
3.87E-05,20,8910,124,,,,,0.0000504,15,1719,97
3.89E-05,13,3029,124,,,,,0.000039,7,1278,97
3.87E-05,2,5348,123,,,,,0.000039,22,671,97
3.86E-05,22,2160,123,,,,,0.0000389,2,3129,97
3.89E-05,32,4634,124,,,,,0.0000391,35,7318,97
3.90E-05,23,9207,124,,,,,0.0000392,17,9348,97
3.88E-05,27,404,124,,,,,0.0000395,9,7019,97
3.87E-05,8,8204,125,,,,,0.0000393,18,8606,97
3.88E-05,16,8305,125,,,,,0.0000396,34,7108,97
3.87E-05,31,930,126,,,,,0.0001359,20,703,97
3.91E-05,5,9039,127,,,,,0.0000391,22,589,97
4.72E-05,25,485,124,,,,,0.0000393,32,1682,97
5.20E-05,4,1703,125,,,,,0.0000388,4,4517,97
5.06E-05,9,9217,126,,,,,0.0000502,23,3075,97
5.05E-05,31,1679,127,,,,,0.0000504,31,7042,97
5.01E-05,34,2728,128,,,,,0.0000552,29,7597,97
4.98E-05,8,7601,129,,,,,0.0000602,27,9411,97
4.98E-05,28,9297,130,,,,,0.0000589,8,6372,97
4.01E-05,35,2623,128,,,,,0.0000522,11,9568,97
5.12E-05,34,1964,129,,,,,0.0000538,2,4461,97
3.92E-05,31,3427,127,,,,,0.0000463,20,5858,97
3.98E-05,5,4282,127,,,,,0.0000457,10,4645,97
3.93E-05,5,3860,124,,,,,0.0000466,16,1479,97
3.94E-05,22,3635,125,,,,,0.000052,29,1421,97
3.90E-05,5,2581,125,,,,,0.0000645,34,4406,97
3.90E-05,16,1106,126,,,,,0.0000571,18,4377,97
3.89E-05,31,4966,127,,,,,0.0000569,23,133,97
3.89E-05,29,1721,127,,,,,0.0000387,30,3520,98
3.88E-05,8,743,128,,,,,0.0000387,27,4849,98
3.89E-05,28,1400,129,,,,,0.0000584,16,8409,98
3.90E-05,32,145,130,,,,,0.000039,20,6555,98
3.90E-05,9,2121,128,,,,,0.0000388,18,3585,98
3.89E-05,35,9147,128,,,,,0.0000387,9,635,98
3.89E-05,14,8592,127,,,,,0.0000397,24,9263,98
3.91E-05,24,7437,128,,,,,0.0000528,19,1051,98
3.88E-05,18,1107,128,,,,,0.0002409,2,6198,98
6.07E-05,24,6171,128,,,,,0.0000576,17,6201,98
3.94E-05,4,1051,127,,,,,0.0000431,18,9450,98
3.99E-05,20,3727,125,,,,,0.0001048,9,238,98
4.41E-05,4,9851,126,,,,,0.0000384,5,2895,98
5.41E-05,34,6076,127,,,,,0.0000391,15,2880,98
3.94E-05,9,7269,126,,,,,0.000039,4,2787,98
3.95E-05,1,7879,127,,,,,0.0000391,26,6571,98
3.90E-05,22,602,127,,,,,0.0000389,14,4829,98
3.89E-05,31,405,128,,,,,0.0000387,12,4596,98
3.88E-05,10,864,127,,,,,0.0000391,6,1545,98
4.02E-05,11,7504,127,,,,,0.0000449,2,4053,98
3.92E-05,26,6474,127,,,,,0.0000387,9,5376,98
4.93E-05,7,695,127,,,,,0.0000389,17,2178,98
4.70E-05,19,2746,127,,,,,0.0000502,10,227,98
4.05E-05,32,1652,119,,,,,0.0000501,13,280,98
5.49E-05,5,3455,119,,,,,0.000107,26,1385,98
4.33E-05,1,8255,119,,,,,0.0000457,26,3814,98
3.91E-05,15,9112,119,,,,,0.0000517,17,9634,98
6.14E-05,30,8683,118,,,,,0.0000516,4,3316,98
5.93E-05,5,2236,119,,,,,0.000059,27,1613,98
5.27E-05,35,6555,120,,,,,0.0000393,16,2264,98
7.41E-05,14,6702,119,,,,,0.0000388,13,7931,98
5.06E-05,5,8279,119,,,,,0.0000391,20,8968,98
5.01E-05,22,7201,120,,,,,0.0000386,9,2709,98
5.05E-05,12,6066,121,,,,,0.0000544,23,9970,98
4.97E-05,22,5732,121,,,,,0.0000639,1,6738,98
5.03E-05,34,958,122,,,,,0.0000391,14,4526,98
5.01E-05,23,2937,122,,,,,0.000039,7,2277,98
5.19E-05,13,1824,122,,,,,0.0000501,9,2851,98
5.16E-05,35,414,123,,,,,0.0001245,7,5025,98
0.0001095,2,58,118,,,,,0.0000475,29,1483,98
3.89E-05,1,2207,117,,,,,0.0000522,28,7315,98
3.88E-05,17,109,117,,,,,0.0000555,34,7260,98
3.90E-05,30,439,118,,,,,0.0000561,28,8603,98
3.91E-05,33,1342,119,,,,,0.0000389,28,2219,98
3.92E-05,20,2290,120,,,,,0.0000389,35,834,98
3.89E-05,10,3818,120,,,,,0.0000396,22,4262,98
3.90E-05,22,924,121,,,,,0.0000462,24,119,98
