cas operacie,vlozene cislo,priorita,velkost frontu,,,
6.34E-05,14,9107,286,,,
6.02E-05,33,2489,286,,,
5.96E-05,11,5821,287,,,
5.26E-05,3,1318,286,,,
5.41E-05,18,2778,286,,,
4.68E-05,3,1526,286,,,
4.65E-05,14,4278,287,,,
4.55E-05,43,6040,288,,,
0.0002901,7,1322,289,,,
0.0003777,4,596,290,,,
5.41E-05,44,5228,290,,,
5.22E-05,24,5760,291,,,
0.0005894,26,590,289,,,
0.0004031,44,287,290,,,
5.10E-05,32,9775,291,,,
0.0001396,38,5131,292,,,
0.0001363,27,4034,293,,,
0.0001363,18,4486,294,,,
0.0003934,24,234,295,,,
0.0001767,32,9049,296,,,
0.001095,7,71,296,,,
5.99E-05,33,6930,297,,,
0.0001592,21,1088,298,,,
5.85E-05,9,4619,298,,,
5.77E-05,4,8392,299,,,
6.55E-05,37,9878,300,,,
5.26E-05,4,6278,297,,,
5.15E-05,44,8073,298,,,
0.000693,24,78,299,,,
5.19E-05,12,9505,300,,,
0.0002341,34,513,301,,,
0.0001409,39,2698,302,,,
5.73E-05,39,4269,302,,,
5.77E-05,19,6795,303,,,
0.0005599,27,1251,304,,,
5.76E-05,46,7208,304,,,
5.20E-05,15,9505,304,,,
5.22E-05,17,3280,305,,,
0.0001583,38,1311,306,,,
5.06E-05,28,3276,307,,,
0.0001165,21,7360,307,,,
5.42E-05,40,9868,308,,,
6.07E-05,24,8602,307,,,
0.0001524,45,4846,308,,,
0.0001526,32,4681,309,,,
0.0002347,12,3229,309,,,
0.0002392,36,2429,310,,,
0.0002357,47,2405,311,,,
0.0001579,14,7024,312,,,
0.0002965,28,5157,313,,,
6.23E-05,22,8048,312,,,
0.0001371,1,4608,312,,,
5.01E-05,3,9395,313,,,
0.0010517,47,224,313,,,
5.68E-05,2,4896,313,,,
5.79E-05,26,8484,314,,,
0.0004166,42,448,315,,,
0.0001592,30,1332,316,,,
0.0001573,19,1192,317,,,
5.73E-05,12,7862,317,,,
5.85E-05,42,6054,318,,,
0.0001538,11,2975,318,,,
7.92E-05,38,3047,319,,,
0.0001577,20,4490,320,,,
5.48E-05,24,7243,319,,,
5.52E-05,7,9672,320,,,
5.61E-05,43,7761,320,,,
0.0002303,50,2762,321,,,
5.17E-05,35,4810,321,,,
0.0001389,26,4593,322,,,
0.0001364,2,3066,323,,,
0.0002191,31,1592,324,,,
5.22E-05,10,7877,322,,,
5.12E-05,47,3594,323,,,
5.66E-05,24,7166,322,,,
8.34E-05,49,8853,323,,,
0.0001049,12,8803,324,,,
0.000597,30,57,324,,,
5.39E-05,10,1795,324,,,
5.66E-05,39,8760,325,,,
0.0001457,1,1266,326,,,
5.25E-05,47,2639,326,,,
5.34E-05,15,3447,327,,,
4.62E-05,22,3779,328,,,
0.0001178,45,9896,329,,,
5.52E-05,15,9155,329,,,
0.0003386,2,624,330,,,
5.55E-05,9,8371,330,,,
5.52E-05,50,7740,331,,,
0.0003501,42,381,332,,,
6.02E-05,19,3953,333,,,
0.0001564,35,950,334,,,
5.60E-05,24,5854,335,,,
0.0003383,21,1226,336,,,
5.59E-05,35,3056,336,,,
0.0004201,25,212,335,,,
0.0002093,46,1018,332,,,
5.61E-05,27,6086,333,,,
5.24E-05,45,1296,333,,,
5.24E-05,16,4492,334,,,
5.17E-05,38,2064,335,,,
0.0001421,45,2585,336,,,
5.23E-05,3,6657,326,,,
5.15E-05,16,7196,327,,,
5.09E-05,26,8088,328,,,
4.05E-05,43,7050,327,,,
0.0001061,19,1581,325,,,
3.90E-05,47,7478,326,,,
5.54E-05,49,1575,326,,,
4.90E-05,50,4179,327,,,
0.0001346,39,1145,328,,,
5.05E-05,34,2084,329,,,
0.0005247,36,30,328,,,
3.93E-05,16,5574,329,,,
5.36E-05,13,9667,328,,,
3.92E-05,26,7250,328,,,
8.73E-05,20,3777,327,,,
7.14E-05,44,3258,328,,,
5.28E-05,13,932,328,,,
0.000119,45,1492,329,,,
3.94E-05,20,9117,328,,,
4.32E-05,47,4251,329,,,
3.86E-05,43,1936,328,,,
4.12E-05,35,1210,328,,,
4.08E-05,7,3239,329,,,
0.000106,13,773,330,,,
3.89E-05,40,8379,330,,,
0.0002391,13,80,331,,,
3.88E-05,40,9727,332,,,
0.000106,18,821,333,,,
3.89E-05,3,7136,334,,,
3.87E-05,35,9826,334,,,
3.88E-05,49,7856,335,,,
0.0001771,31,1590,336,,,
3.89E-05,25,2018,337,,,
0.0001059,29,6654,338,,,
0.0002393,23,673,338,,,
0.0009272,46,17,338,,,
5.15E-05,15,4665,337,,,
5.15E-05,12,9156,338,,,
4.40E-05,40,5866,338,,,
3.90E-05,37,6217,338,,,
3.91E-05,46,9200,335,,,
3.91E-05,38,7583,336,,,
0.0001536,46,1737,337,,,
5.82E-05,1,1256,333,,,
5.92E-05,6,7468,334,,,
0.0001169,28,6980,335,,,
5.03E-05,29,5930,336,,,
4.95E-05,9,8766,337,,,
5.20E-05,12,4924,338,,,
5.51E-05,29,9093,339,,,
5.16E-05,30,8984,339,,,
4.64E-05,35,9185,337,,,
0.0001274,50,1005,337,,,
