cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
8.00E-07,4,4,70,,,
2.40E-06,27,27,72,,,
4.00E-06,49,49,72,,,
5.00E-06,70,70,73,,,
2.90E-06,26,26,73,,,
1.60E-06,14,14,75,,,
3.00E-06,35,35,76,,,
5.20E-06,62,62,74,,,
1.00E-06,4,4,73,,,
5.50E-06,70,70,74,,,
3.00E-06,43,43,74,,,
2.30E-06,31,31,78,,,
3.20E-06,28,28,77,,,
4.10E-06,51,51,77,,,
3.30E-06,46,46,79,,,
2.70E-06,33,33,80,,,
3.50E-06,43,43,76,,,
9.00E-07,5,5,78,,,
4.30E-06,53,53,76,,,
4.10E-06,60,60,76,,,
2.70E-06,37,37,75,,,
2.30E-06,31,31,75,,,
3.80E-06,56,56,74,,,
5.00E-07,1,1,70,,,
3.00E-06,37,37,69,,,
2.70E-06,37,37,69,,,
4.50E-06,65,65,69,,,
3.70E-06,53,53,68,,,
1.10E-06,9,9,64,,,
4.40E-06,59,59,64,,,
1.20E-06,12,12,63,,,
1.50E-06,15,15,66,,,
1.00E-06,10,10,66,,,
2.60E-06,34,34,65,,,
9.00E-07,6,6,65,,,
1.80E-06,21,21,67,,,
1.90E-06,22,22,70,,,
8.00E-07,6,6,75,,,
1.60E-06,11,11,80,,,
4.40E-06,59,59,84,,,
1.10E-06,13,13,84,,,
5.00E-07,2,2,80,,,
2.60E-06,36,36,81,,,
1.90E-06,24,24,80,,,
3.20E-06,31,31,76,,,
1.70E-06,20,20,79,,,
1.50E-06,19,19,83,,,
5.00E-07,0,0,86,,,
1.70E-06,12,12,84,,,
1.10E-06,5,5,94,,,
2.50E-06,27,27,95,,,
4.80E-06,54,54,97,,,
1.50E-06,8,8,97,,,
8.00E-07,2,2,98,,,
4.40E-06,51,51,98,,,
1.00E-06,3,3,103,,,
3.60E-06,26,26,102,,,
9.00E-07,7,7,100,,,
8.00E-07,7,7,100,,,
2.30E-06,22,22,101,,,
1.40E-06,8,8,99,,,
4.40E-06,50,50,94,,,
9.00E-07,1,1,97,,,
2.00E-06,17,17,93,,,
9.00E-06,84,84,91,,,
1.40E-06,8,8,91,,,
5.30E-06,49,49,91,,,
2.20E-06,29,29,91,,,
6.50E-06,66,66,93,,,
3.70E-06,33,33,91,,,
1.50E-06,16,16,89,,,
3.20E-06,36,36,87,,,
4.00E-07,0,0,86,,,
1.80E-06,23,23,85,,,
4.10E-06,45,45,85,,,
7.00E-07,6,6,85,,,
1.50E-06,14,14,83,,,
1.30E-06,13,13,81,,,
1.60E-06,18,18,85,,,
3.00E-07,0,0,87,,,
1.00E-06,8,8,87,,,
5.00E-07,2,2,88,,,
7.00E-07,6,6,89,,,
3.70E-06,30,30,86,,,
2.20E-06,22,22,83,,,
2.80E-06,36,36,80,,,
1.60E-06,15,15,78,,,
1.90E-06,23,23,74,,,
4.70E-06,67,67,74,,,
2.50E-06,32,32,77,,,
1.70E-06,21,21,77,,,
4.70E-06,42,42,74,,,
1.40E-06,12,12,76,,,
1.40E-06,13,13,74,,,
2.70E-06,34,34,76,,,
1.50E-06,19,19,78,,,
2.50E-06,35,35,80,,,
6.80E-06,74,74,79,,,
9.00E-07,7,7,75,,,
1.70E-06,14,14,71,,,
3.70E-06,42,42,76,,,
6.90E-06,48,48,81,,,
9.00E-07,7,7,82,,,
3.20E-06,43,43,87,,,
1.80E-06,12,12,88,,,
1.00E-06,3,3,89,,,
2.20E-06,19,19,90,,,
5.00E-07,2,2,91,,,
3.00E-07,0,0,88,,,
1.10E-06,9,9,87,,,
2.10E-06,16,16,86,,,
2.40E-06,23,23,85,,,
5.10E-06,55,55,81,,,
7.80E-06,63,63,78,,,
2.40E-06,27,27,73,,,
3.20E-06,43,43,76,,,
1.00E-06,7,7,79,,,
5.70E-06,62,62,77,,,
2.00E-06,27,27,78,,,
1.00E-06,10,10,76,,,
9.00E-07,7,7,83,,,
3.50E-06,43,43,81,,,
2.00E-06,26,26,82,,,
1.90E-06,25,25,82,,,
1.60E-06,16,16,81,,,
7.30E-06,81,81,83,,,
4.70E-06,51,51,83,,,
4.10E-06,33,33,86,,,
6.80E-06,62,62,87,,,
1.50E-06,17,17,94,,,
7.20E-06,72,72,94,,,
2.20E-06,22,22,96,,,
4.30E-06,23,23,96,,,
1.50E-06,13,13,91,,,
8.00E-07,2,2,88,,,
1.90E-06,15,15,89,,,
7.50E-06,66,66,90,,,
8.00E-07,5,5,91,,,
1.10E-06,10,10,91,,,
1.20E-06,3,3,95,,,
2.00E-06,19,19,100,,,
6.20E-06,56,56,98,,,
4.20E-06,44,44,101,,,
2.00E-06,19,19,107,,,
8.00E-07,3,3,105,,,
4.20E-06,48,48,105,,,
1.80E-06,22,22,108,,,
1.10E-06,10,10,112,,,
2.70E-06,30,30,118,,,
