cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
1.11E-05,16,0,72,,
1.00E-05,5,0,73,,
9.90E-06,16,0,73,,
1.01E-05,3,0,74,,
1.01E-05,12,0,75,,
1.01E-05,11,0,74,,
1.03E-05,11,0,74,,
1.17E-05,14,0,74,,
1.00E-05,14,0,75,,
9.90E-06,6,0,76,,
1.10E-05,9,0,75,,
1.05E-05,18,0,76,,
1.05E-05,15,0,78,,
1.01E-05,15,0,79,,
1.05E-05,8,0,80,,
1.02E-05,17,0,80,,
2.90E-05,7,0,81,,
1.00E-05,16,0,80,,
1.79E-05,20,0,81,,
1.03E-05,15,0,85,,
1.00E-05,14,0,85,,
1.01E-05,17,0,83,,
1.00E-05,5,0,84,,
1.48E-05,5,0,84,,
1.57E-05,7,0,85,,
1.81E-05,18,0,85,,
1.13E-05,19,0,77,,
1.28E-05,14,0,77,,
1.12E-05,8,0,74,,
1.09E-05,3,0,73,,
1.10E-05,16,0,74,,
1.69E-05,12,0,73,,
1.11E-05,16,0,73,,
1.14E-05,7,0,71,,
1.12E-05,16,0,72,,
1.56E-05,16,0,70,,
1.04E-05,7,0,71,,
1.00E-05,9,0,72,,
1.00E-05,20,0,73,,
0.0002697,10,0,74,,
1.05E-05,19,0,76,,
1.00E-05,17,0,75,,
1.01E-05,12,0,76,,
1.02E-05,8,0,80,,
1.02E-05,16,0,81,,
1.49E-05,18,0,80,,
1.00E-05,18,0,79,,
1.01E-05,11,0,82,,
1.11E-05,16,0,79,,
1.04E-05,11,0,80,,
1.00E-05,19,0,79,,
1.01E-05,18,0,77,,
1.01E-05,14,0,78,,
1.13E-05,16,0,70,,
1.10E-05,17,0,74,,
1.12E-05,17,0,77,,
1.10E-05,9,0,80,,
1.09E-05,8,0,81,,
1.67E-05,3,0,82,,
1.08E-05,14,0,84,,
1.00E-05,4,0,84,,
1.01E-05,3,0,86,,
1.02E-05,10,0,87,,
1.00E-05,20,0,88,,
1.01E-05,5,0,89,,
1.00E-05,18,0,91,,
1.06E-05,20,0,92,,
1.05E-05,13,0,89,,
1.00E-05,12,0,90,,
1.00E-05,13,0,92,,
1.12E-05,20,0,92,,
1.00E-05,3,0,93,,
2.13E-05,1,0,93,,
1.00E-05,20,0,95,,
1.00E-05,5,0,96,,
1.02E-05,8,0,97,,
1.02E-05,16,0,97,,
1.01E-05,10,0,91,,
1.03E-05,4,0,83,,
1.14E-05,10,0,84,,
1.10E-05,13,0,85,,
1.52E-05,16,0,88,,
1.00E-05,19,0,87,,
1.77E-05,9,0,89,,
1.05E-05,3,0,90,,
1.00E-05,8,0,90,,
1.11E-05,19,0,89,,
1.13E-05,11,0,90,,
1.02E-05,17,0,88,,
1.01E-05,20,0,86,,
1.18E-05,4,0,85,,
1.06E-05,3,0,90,,
1.00E-05,17,0,92,,
1.21E-05,2,0,91,,
1.04E-05,7,0,94,,
1.12E-05,13,0,95,,
3.14E-05,2,0,96,,
1.20E-05,8,0,94,,
1.06E-05,8,0,97,,
9.90E-06,3,0,99,,
1.08E-05,15,0,101,,
1.00E-05,6,0,97,,
1.02E-05,6,0,98,,
1.02E-05,2,0,100,,
1.00E-05,5,0,99,,
1.01E-05,13,0,101,,
1.02E-05,17,0,99,,
1.10E-05,7,0,100,,
1.02E-05,3,0,95,,
1.02E-05,6,0,95,,
1.03E-05,4,0,96,,
1.00E-05,4,0,97,,
1.04E-05,4,0,97,,
9.90E-06,12,0,98,,
1.00E-05,12,0,98,,
9.90E-06,8,0,99,,
1.01E-05,13,0,95,,
1.00E-05,16,0,96,,
9.90E-06,20,0,99,,
1.00E-05,17,0,100,,
1.04E-05,4,0,99,,
1.02E-05,11,0,96,,
9.90E-06,8,0,99,,
1.03E-05,9,0,99,,
1.00E-05,10,0,98,,
1.01E-05,16,0,96,,
1.15E-05,5,0,96,,
1.02E-05,10,0,97,,
9.90E-06,7,0,98,,
1.01E-05,16,0,94,,
2.32E-05,13,0,100,,
9.80E-06,11,0,100,,
1.08E-05,2,0,100,,
1.75E-05,19,0,99,,
9.90E-06,16,0,100,,
1.00E-05,4,0,100,,
1.10E-05,6,0,97,,
1.84E-05,3,0,96,,
2.29E-05,7,0,101,,
1.15E-05,9,0,103,,
4.95E-05,9,0,104,,
1.03E-05,8,0,102,,
5.12E-05,12,0,103,,
1.05E-05,6,0,104,,
1.03E-05,20,0,102,,
1.00E-05,5,0,103,,
9.80E-06,5,0,104,,
1.55E-05,2,0,103,,
1.30E-05,5,0,106,,
1.10E-05,16,0,107,,
1.30E-05,12,0,107,,
1.93E-05,15,0,107,,
1.02E-05,7,0,109,,
1.00E-05,2,0,110,,
1.03E-05,15,0,111,,
1.00E-05,11,0,111,,
1.00E-05,19,0,112,,
1.00E-05,2,0,114,,
1.06E-05,6,0,115,,
1.01E-05,6,0,113,,
1.00E-05,1,0,114,,
1.68E-05,7,0,116,,
1.01E-05,17,0,116,,
1.02E-05,20,0,117,,
1.02E-05,2,0,118,,
8.12E-05,15,0,117,,
1.01E-05,3,0,121,,
1.03E-05,18,0,112,,
1.00E-05,12,0,111,,
1.00E-05,4,0,110,,
1.00E-05,2,0,110,,
1.04E-05,20,0,109,,
1.01E-05,18,0,110,,
1.01E-05,16,0,111,,
1.00E-05,2,0,112,,
9.90E-06,19,0,115,,
1.03E-05,6,0,109,,
1.00E-05,5,0,109,,
