cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
1.28E-05,15,0,87,,,
4.80E-05,17,8,88,,,
1.98E-05,15,28,88,,,
1.89E-05,3,77,86,,,
1.93E-05,12,59,87,,,
1.96E-05,13,55,87,,,
1.75E-05,1,3,89,,,
1.75E-05,16,3,90,,,
2.10E-05,17,7,92,,,
1.86E-05,8,75,86,,,
1.87E-05,15,59,84,,,
2.39E-05,4,33,84,,,
1.88E-05,19,68,82,,,
1.93E-05,2,26,81,,,
1.81E-05,17,20,82,,,
1.85E-05,2,61,82,,,
1.75E-05,2,81,84,,,
1.82E-05,8,20,84,,,
1.86E-05,7,54,85,,,
2.16E-05,17,66,83,,,
2.00E-05,16,24,84,,,
1.89E-05,19,19,87,,,
1.93E-05,7,69,87,,,
1.95E-05,13,23,74,,,
1.90E-05,10,14,70,,,
1.92E-05,18,67,72,,,
1.87E-05,20,64,69,,,
1.76E-05,12,68,70,,,
1.93E-05,4,61,71,,,
1.82E-05,4,9,73,,,
1.88E-05,7,27,74,,,
1.00E-05,18,0,73,,,
2.05E-05,6,29,74,,,
2.03E-05,7,6,75,,,
1.87E-05,12,36,72,,,
1.84E-05,3,19,73,,,
1.90E-05,12,29,76,,,
2.98E-05,12,66,74,,,
1.75E-05,6,2,79,,,
1.84E-05,4,61,81,,,
1.92E-05,18,36,81,,,
1.95E-05,19,25,83,,,
1.94E-05,16,30,84,,,
1.85E-05,6,68,84,,,
1.92E-05,11,56,78,,,
2.41E-05,17,18,76,,,
2.01E-05,18,35,76,,,
2.00E-05,14,35,72,,,
1.86E-05,15,45,71,,,
1.78E-05,3,61,71,,,
1.84E-05,5,56,73,,,
2.02E-05,17,32,73,,,
1.91E-05,7,53,73,,,
4.40E-05,12,67,75,,,
1.78E-05,11,73,76,,,
1.81E-05,8,60,76,,,
1.83E-05,12,18,77,,,
1.96E-05,13,20,81,,,
1.88E-05,18,16,79,,,
1.87E-05,2,28,80,,,
1.73E-05,9,1,81,,,
1.92E-05,9,10,81,,,
2.03E-05,6,43,80,,,
1.97E-05,13,41,83,,,
1.79E-05,8,72,81,,,
1.79E-05,15,7,81,,,
1.77E-05,12,72,81,,,
1.95E-05,19,52,78,,,
1.88E-05,3,21,79,,,
1.92E-05,8,58,80,,,
