cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,sum,pocet
8.39E-05,33,0,31,,,,
8.41E-05,3,0,30,,,,
8.60E-05,39,0,36,,,,
0.0001708,35,0,36,,,,
8.63E-05,27,0,39,,,,
8.41E-05,13,0,38,,,,
0.0001159,3,0,31,,,,
9.10E-05,18,0,33,,,,
8.42E-05,40,0,33,,,,
8.39E-05,28,0,33,,,,
8.37E-05,44,0,30,,,,
9.24E-05,9,0,28,,,,
8.48E-05,16,0,28,,,,
8.50E-05,6,0,29,,,,
8.98E-05,10,0,29,,,,
9.02E-05,9,0,30,,,,
8.48E-05,44,0,23,,,,
8.43E-05,20,0,24,,,,
0.0001097,9,0,23,,,,
0.0001085,43,0,23,,,,
0.0001086,22,0,24,,,,
0.0001384,11,0,25,,,,
8.41E-05,37,0,23,,,,
8.39E-05,2,0,24,,,,
8.45E-05,3,0,22,,,,
8.46E-05,27,0,25,,,,
9.10E-05,20,0,26,,,,
8.43E-05,40,0,26,,,,
8.47E-05,31,0,27,,,,
8.39E-05,25,0,21,,,,
0.0001104,22,0,19,,,,
0.0001287,42,0,22,,,,
0.0002312,20,0,17,,,,
0.0001128,31,0,18,,,,
0.0001226,31,0,18,,,,
0.0001121,42,0,14,,,,
0.0001098,19,0,17,,,,
8.83E-05,12,0,18,,,,
8.56E-05,43,0,20,,,,
8.50E-05,10,0,21,,,,
8.50E-05,1,0,19,,,,
8.47E-05,40,0,18,,,,
8.49E-05,40,0,20,,,,
8.43E-05,18,0,19,,,,
8.43E-05,9,0,20,,,,
8.48E-05,23,0,20,,,,
8.42E-05,3,0,20,,,,
8.48E-05,17,0,18,,,,
0.0001096,23,0,19,,,,
9.04E-05,12,0,20,,,,
8.47E-05,12,0,19,,,,
0.0001427,4,0,19,,,,
8.86E-05,43,0,20,,,,
8.51E-05,9,0,19,,,,
8.48E-05,4,0,16,,,,
8.53E-05,29,0,17,,,,
9.59E-05,15,0,16,,,,
8.96E-05,7,0,15,,,,
8.54E-05,24,0,15,,,,
9.29E-05,13,0,16,,,,
0.0001226,27,0,14,,,,
0.0001147,40,0,15,,,,
8.45E-05,26,0,16,,,,
8.60E-05,24,0,14,,,,
0.0001194,23,0,14,,,,
8.39E-05,12,0,12,,,,
9.05E-05,18,0,13,,,,
0.0001105,11,0,16,,,,
0.000164,8,0,17,,,,
0.000261,15,0,19,,,,
9.82E-05,44,0,18,,,,
0.0001233,5,0,21,,,,
8.49E-05,2,0,21,,,,
8.49E-05,10,0,20,,,,
8.55E-05,1,0,20,,,,
8.55E-05,14,0,13,,,,
8.52E-05,26,0,10,,,,
8.51E-05,12,0,11,,,,
0.000106,5,0,10,,,,
0.0001224,31,0,9,,,,
0.0001019,16,0,7,,,,
2.28E-05,35,0,1,,,,
0.0001203,19,0,3,,,,
0.0001199,2,0,5,,,,
0.0001208,8,0,5,,,,
8.48E-05,41,0,5,,,,
8.52E-05,12,0,6,,,,
8.52E-05,12,0,8,,,,
8.55E-05,32,0,9,,,,
8.50E-05,7,0,9,,,,
0.0001825,21,0,12,,,,
8.51E-05,44,0,10,,,,
8.46E-05,37,0,9,,,,
8.48E-05,16,0,10,,,,
8.50E-05,38,0,12,,,,
0.0001772,21,0,14,,,,
8.49E-05,34,0,11,,,,
8.52E-05,44,0,9,,,,
8.55E-05,42,0,8,,,,
8.40E-05,24,0,7,,,,
8.37E-05,42,0,7,,,,
9.54E-05,21,0,7,,,,
0.0002508,38,0,8,,,,
0.0001158,32,0,9,,,,
8.36E-05,11,0,9,,,,
8.36E-05,2,0,8,,,,
0.0001004,8,0,9,,,,
