cas operacie,cislo,index prvku,dlzka zoznamu,,,sum,pocet
2.50E-05,95,51,123,,,,
2.57E-05,95,52,124,,,,
2.47E-05,92,113,127,,,,
2.46E-05,94,33,121,,,,
2.48E-05,91,28,116,,,,
2.45E-05,95,59,139,,,,
2.46E-05,95,84,138,,,,
2.48E-05,93,98,146,,,,
2.48E-05,91,20,144,,,,
2.46E-05,95,73,143,,,,
2.95E-05,94,13,141,,,,
2.48E-05,91,91,145,,,,
2.46E-05,95,104,145,,,,
2.47E-05,94,79,144,,,,
2.52E-05,91,116,144,,,,
2.55E-05,95,49,137,,,,
2.52E-05,92,34,135,,,,
2.55E-05,92,14,142,,,,
2.49E-05,91,131,149,,,,
2.46E-05,93,103,146,,,,
3.25E-05,95,65,140,,,,
2.56E-05,93,34,141,,,,
2.46E-05,94,39,123,,,,
2.48E-05,93,83,122,,,,
2.46E-05,94,79,123,,,,
2.52E-05,91,2,113,,,,
2.47E-05,91,106,113,,,,
2.49E-05,91,95,108,,,,
2.45E-05,92,12,111,,,,
2.47E-05,95,79,112,,,,
2.47E-05,95,21,133,,,,
2.80E-05,92,19,137,,,,
2.93E-05,91,108,138,,,,
2.46E-05,92,0,145,,,,
2.50E-05,91,144,147,,,,
2.46E-05,95,141,148,,,,
3.51E-05,91,59,152,,,,
2.49E-05,92,93,163,,,,
2.45E-05,91,76,163,,,,
2.88E-05,94,57,163,,,,
4.25E-05,93,95,163,,,,
2.94E-05,94,77,163,,,,
2.52E-05,94,69,163,,,,
3.10E-05,92,150,163,,,,
3.06E-05,91,108,163,,,,
3.06E-05,93,71,163,,,,
2.87E-05,91,94,163,,,,
3.34E-05,91,76,163,,,,
3.03E-05,92,56,163,,,,
2.59E-05,94,118,163,,,,
2.97E-05,94,31,163,,,,
2.90E-05,95,61,163,,,,
6.36E-05,92,156,163,,,,
2.96E-05,93,101,163,,,,
