cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,
0.002281,103,103,324,,,,
0.000627,27,27,324,,,,
0.0003119,13,13,321,,,,
0.0017115,76,76,322,,,,
0.0006336,25,25,324,,,,
0.0041218,161,161,325,,,,
0.0001569,6,6,324,,,,
0.001977,51,51,329,,,,
0.0009664,32,32,329,,,,
0.0007881,34,34,335,,,,
0.0003333,14,14,343,,,,
0.0006864,30,30,341,,,,
0.0006856,30,30,337,,,,
0.0009311,41,41,337,,,,
0.0011634,51,51,335,,,,
0.0005108,22,22,331,,,,
0.0021118,94,94,331,,,,
0.0002669,11,11,332,,,,
0.0002257,9,9,332,,,,
0.0028273,126,126,326,,,,
9.14E-05,3,3,325,,,,
0.0016344,72,72,319,,,,
0.0017307,58,58,316,,,,
0.0006964,30,30,319,,,,
0.000267,11,11,311,,,,
0.0003333,14,14,315,,,,
0.000158,6,6,318,,,,
0.0002892,12,12,319,,,,
0.0013075,58,58,313,,,,
0.0016893,75,75,320,,,,
0.0003784,16,16,321,,,,
0.0016832,75,75,321,,,,
0.0010952,20,20,320,,,,
8.95E-05,3,3,320,,,,
0.0006657,29,29,322,,,,
0.0012074,53,53,321,,,,
0.0003774,16,16,322,,,,
0.001231,54,54,323,,,,
0.0003115,13,13,321,,,,
0.002462,75,75,323,,,,
0.0013068,57,57,320,,,,
0.0004726,20,20,320,,,,
0.0004235,18,18,320,,,,
0.0010986,48,48,320,,,,
0.0001112,4,4,319,,,,
0.0047925,194,194,318,,,,
0.0018541,63,63,321,,,,
0.0009326,41,41,319,,,,
0.0002652,11,11,312,,,,
0.0014918,28,28,311,,,,
0.0031583,136,136,309,,,,
0.000851,37,37,308,,,,
0.0020399,75,75,303,,,,
0.0010717,47,47,306,,,,
0.0005882,25,25,306,,,,
0.0019116,85,85,304,,,,
0.0010407,46,46,299,,,,
0.0009097,40,40,301,,,,
0.001067,32,32,302,,,,
0.0001899,7,7,302,,,,
0.0005592,24,24,302,,,,
0.000472,19,19,303,,,,
0.0015577,62,62,301,,,,
0.0012281,47,47,307,,,,
7.28E-05,2,2,307,,,,
0.0007961,32,32,303,,,,
0.0001916,6,6,303,,,,
0.001706,64,64,302,,,,
0.0032546,141,141,296,,,,
0.0002896,12,12,293,,,,
0.000358,15,15,297,,,,
0.0016784,74,74,292,,,,
0.0022457,80,80,283,,,,
0.0009795,43,43,297,,,,
0.0011813,37,37,291,,,,
0.0032572,146,146,292,,,,
0.0007906,35,35,292,,,,
0.0009576,42,42,292,,,,
0.0001133,4,4,288,,,,
0.0008239,28,28,290,,,,
0.0007815,19,19,290,,,,
0.0008891,39,39,285,,,,
0.0002655,11,11,286,,,,
0.0011245,40,40,287,,,,
0.0001849,5,5,287,,,,
0.0015749,70,70,284,,,,
0.0007052,30,30,282,,,,
0.0042249,114,114,284,,,,
0.000358,15,15,291,,,,
0.0002661,11,11,284,,,,
0.0007329,32,32,285,,,,
0.0007219,31,31,286,,,,
0.0005444,23,23,277,,,,
0.0015971,71,71,274,,,,
0.0015005,55,55,276,,,,
0.0004139,17,17,283,,,,
0.0005063,22,22,286,,,,
0.0011528,48,48,286,,,,
0.0004878,21,21,279,,,,
9.15E-05,3,3,281,,,,
6.72E-05,2,2,275,,,,
0.0002664,11,11,278,,,,
0.0004896,21,21,277,,,,
0.0002494,10,10,280,,,,
0.0028597,127,127,281,,,,
0.0010273,45,45,293,,,,
0.0018907,83,83,287,,,,
0.0011535,43,43,289,,,,
0.0004017,17,17,293,,,,
0.0015106,67,67,284,,,,
0.0002448,10,10,284,,,,
0.0005752,25,25,285,,,,
0.0011553,50,50,292,,,,
2.29E-05,0,0,290,,,,
0.0028078,82,82,289,,,,
6.72E-05,2,2,289,,,,
0.0007786,34,34,289,,,,
0.0003793,14,14,280,,,,
0.0005337,17,17,277,,,,
6.71E-05,2,2,277,,,,
0.0002007,8,8,278,,,,
6.70E-05,2,2,278,,,,
0.0011966,53,53,278,,,,
0.000421,18,18,278,,,,
0.0006005,26,26,278,,,,
0.0013041,58,58,279,,,,
0.0013152,54,54,277,,,,
0.0022747,101,101,272,,,,
0.0003999,13,13,267,,,,
0.0031803,141,141,258,,,,
0.0038731,101,101,248,,,,
0.003775,88,88,251,,,,
0.0012298,42,42,247,,,,
0.000225,9,9,244,,,,
0.000667,29,29,250,,,,
0.000226,9,9,249,,,,
0.0019813,88,88,248,,,,
0.0001559,6,6,249,,,,
0.0001411,5,5,251,,,,
0.0013142,52,52,255,,,,
0.0008918,36,36,247,,,,
0.0011844,52,52,247,,,,
0.0026675,76,76,250,,,,
0.0020232,89,89,251,,,,
0.0009705,37,37,259,,,,
0.0001116,4,4,258,,,,
0.0001785,7,7,260,,,,
0.0009112,40,40,264,,,,
0.000134,5,5,275,,,,
0.0014073,62,62,277,,,,
0.0002219,9,9,278,,,,
6.73E-05,2,2,278,,,,
0.0007794,34,34,269,,,,
6.74E-05,2,2,280,,,,
0.0002743,11,11,277,,,,
0.0015649,69,69,285,,,,
0.0007958,35,35,283,,,,
0.001856,59,59,291,,,,
0.0016835,74,74,294,,,,
0.0016256,72,72,292,,,,
0.0019408,54,54,293,,,,
0.001266,56,56,291,,,,
9.09E-05,3,3,301,,,,
0.0001119,4,4,302,,,,
0.0029226,130,130,305,,,,
0.0004041,17,17,304,,,,
0.0022847,97,97,296,,,,
0.0003093,13,13,297,,,,
0.000112,4,4,301,,,,
0.0001127,4,4,301,,,,
0.0049459,108,108,293,,,,
0.0012191,54,54,294,,,,
0.0003132,13,13,288,,,,
0.001703,75,75,287,,,,
0.0018639,82,82,286,,,,
0.0002006,8,8,278,,,,
8.96E-05,3,3,278,,,,
0.0002878,12,12,278,,,,
0.000222,9,9,272,,,,
0.0036266,121,121,271,,,,
0.0007098,31,31,269,,,,
0.0020341,70,70,270,,,,
0.0003594,15,15,266,,,,
0.0012165,54,54,264,,,,
0.0007419,32,32,267,,,,
6.75E-05,2,2,262,,,,
0.0001341,5,5,264,,,,
0.0050054,91,91,266,,,,
0.0004993,21,21,270,,,,
0.0020411,83,83,266,,,,
0.0007109,30,30,272,,,,
0.0003092,13,13,267,,,,
0.000222,9,9,261,,,,
0.0017134,76,76,258,,,,
0.0002008,8,8,260,,,,
0.0009758,43,43,257,,,,
0.0003375,14,14,268,,,,
0.000668,29,29,266,,,,
0.0022324,99,99,264,,,,
0.0019759,80,80,262,,,,
0.0018303,81,81,263,,,,
0.0002517,10,10,266,,,,
0.001385,61,61,268,,,,
0.0035568,85,85,272,,,,
0.0003575,15,15,272,,,,
0.0002824,9,9,271,,,,
8.97E-05,3,3,263,,,,
0.0011723,52,52,260,,,,
0.0008721,38,38,259,,,,
0.0006354,27,27,258,,,,
0.0017565,77,77,260,,,,
0.002803,125,125,250,,,,
0.0007205,24,24,248,,,,
0.0010637,47,47,250,,,,
4.53E-05,1,1,249,,,,
0.0004431,17,17,250,,,,
0.0012982,47,47,249,,,,
0.0002687,11,11,245,,,,
0.0008448,37,37,240,,,,
0.0001332,5,5,240,,,,
0.0004428,19,19,234,,,,
2.30E-05,0,0,228,,,,
2.30E-05,0,0,231,,,,
0.0013949,62,62,230,,,,
8.93E-05,3,3,223,,,,
0.0026351,79,79,218,,,,
0.0034011,136,136,214,,,,
0.0012275,54,54,210,,,,
0.0004666,20,20,208,,,,
9.00E-05,3,3,206,,,,
0.0006016,26,26,202,,,,
0.0011417,36,36,202,,,,
0.00085,37,37,198,,,,
0.0008663,36,36,202,,,,
0.0022992,61,61,206,,,,
0.000534,23,23,202,,,,
0.0008555,37,37,210,,,,
0.0010499,46,46,209,,,,
0.0001567,6,6,201,,,,
0.0005576,24,24,200,,,,
0.0010305,32,32,199,,,,
0.0009585,42,42,202,,,,
0.0005377,23,23,200,,,,
0.0013895,45,45,202,,,,
0.0003791,16,16,190,,,,
0.000156,6,6,189,,,,
0.0007646,33,33,190,,,,
0.0039173,174,174,189,,,,
0.0001302,3,3,189,,,,
0.0021589,97,97,186,,,,
0.0002468,10,10,188,,,,
0.0006776,28,28,187,,,,
0.000947,41,41,187,,,,
2.28E-05,0,0,187,,,,
4.56E-05,1,1,193,,,,
0.0001569,6,6,191,,,,
0.0010051,44,44,191,,,,
0.0011339,33,33,175,,,,
0.0013825,61,61,184,,,,
0.0019322,86,86,184,,,,
0.0002674,11,11,183,,,,
0.0002432,8,8,186,,,,
0.0001795,6,6,186,,,,
0.0001344,5,5,194,,,,
0.0001782,7,7,192,,,,
0.0004493,18,18,192,,,,
0.000468,20,20,193,,,,
0.0002005,8,8,189,,,,
4.52E-05,1,1,189,,,,
2.30E-05,0,0,192,,,,
4.53E-05,1,1,187,,,,
0.0003345,14,14,181,,,,
0.0007652,33,33,182,,,,
9.07E-05,3,3,182,,,,
0.0004322,14,14,190,,,,
0.0018046,48,48,190,,,,
0.0004624,20,20,189,,,,
0.0002659,11,11,190,,,,
0.0006215,27,27,189,,,,
0.002491,52,52,183,,,,
0.0003994,17,17,184,,,,
0.00049,21,21,183,,,,
0.0011951,38,38,183,,,,
0.0024554,110,110,184,,,,
0.0006878,30,30,185,,,,
0.0031347,134,134,190,,,,
0.0008814,26,26,195,,,,
0.0002228,9,9,197,,,,
0.0011618,48,48,216,,,,
0.0004821,17,17,216,,,,
0.0003378,10,10,221,,,,
0.0004763,14,14,221,,,,
0.0041349,142,142,219,,,,
0.0002016,8,8,216,,,,
0.0008623,38,38,212,,,,
0.0006688,29,29,214,,,,
0.0001864,4,4,213,,,,
0.0001554,6,6,212,,,,
0.0006882,30,30,215,,,,
0.0041428,169,169,218,,,,
0.0008116,28,28,218,,,,
0.0023126,87,87,211,,,,
6.76E-05,2,2,210,,,,
0.0038561,160,160,212,,,,
9.05E-05,3,3,220,,,,
4.52E-05,1,1,222,,,,
0.0012196,53,53,222,,,,
0.0006037,22,22,216,,,,
0.0017468,77,77,216,,,,
0.0013993,62,62,221,,,,
0.0011991,53,53,221,,,,
0.0003332,14,14,220,,,,
0.0005471,24,24,221,,,,
0.0013705,60,60,221,,,,
0.0001948,6,6,222,,,,
0.0003759,16,16,225,,,,
0.0002261,9,9,228,,,,
0.0003047,10,10,228,,,,
0.0011766,52,52,235,,,,
0.0007124,31,31,235,,,,
0.0004206,18,18,236,,,,
0.0010025,30,30,233,,,,
0.0027259,95,95,237,,,,
0.0025685,103,103,236,,,,
0.0015544,42,42,237,,,,
0.0002082,8,8,217,,,,
0.0011302,50,50,222,,,,
0.0002235,9,9,222,,,,
0.0001577,6,6,218,,,,
0.0014864,64,64,221,,,,
0.0009457,41,41,225,,,,
0.0008699,35,35,225,,,,
0.0004891,21,21,225,,,,
0.0018475,79,79,219,,,,
0.0005563,24,24,221,,,,
0.0005576,24,24,225,,,,
0.004638,154,154,223,,,,
0.0008795,25,25,223,,,,
0.0001349,5,5,226,,,,
0.0002005,8,8,228,,,,
0.0026784,120,120,228,,,,
0.0001779,7,7,225,,,,
8.95E-05,3,3,225,,,,
0.0003009,12,12,233,,,,
0.0018781,82,82,231,,,,
0.001674,74,74,236,,,,
0.0042617,153,153,238,,,,
0.0001129,4,4,240,,,,
0.0002692,11,11,236,,,,
0.0003339,14,14,233,,,,
0.0012449,53,53,237,,,,
0.0001327,5,5,231,,,,
0.003883,158,158,231,,,,
0.0008892,38,38,228,,,,
0.0006458,28,28,232,,,,
0.0027817,113,113,225,,,,
0.000269,11,11,225,,,,
0.0010878,48,48,225,,,,
0.0003075,8,8,224,,,,
0.0002313,9,9,224,,,,
0.0005003,14,14,222,,,,
0.0002937,12,12,223,,,,
0.0007651,33,33,221,,,,
0.0012233,54,54,227,,,,
0.0002888,12,12,229,,,,
0.0003112,13,13,224,,,,
0.0003191,13,13,223,,,,
0.0016378,73,73,220,,,,
6.66E-05,2,2,208,,,,
0.0006958,30,30,205,,,,
0.0001117,4,4,203,,,,
0.0026329,117,117,200,,,,
0.0048031,42,42,197,,,,
0.0023185,103,103,198,,,,
0.0008673,38,38,193,,,,
0.0017209,76,76,189,,,,
0.0003785,16,16,191,,,,
0.0002657,11,11,192,,,,
0.0031895,140,140,193,,,,
0.0020472,40,40,195,,,,
0.0004699,20,20,198,,,,
0.0021761,95,95,188,,,,
0.0004015,17,17,187,,,,
0.0026855,105,105,190,,,,
0.002017,77,77,181,,,,
0.0005343,23,23,180,,,,
0.0004015,17,17,180,,,,
0.0018007,80,80,183,,,,
0.0015358,68,68,185,,,,
0.0028445,113,113,180,,,,
0.0004307,18,18,176,,,,
0.0002767,11,11,171,,,,
0.0001112,4,4,174,,,,
0.0009203,40,40,177,,,,
0.0020032,38,38,181,,,,
8.96E-05,3,3,183,,,,
0.0021645,94,94,183,,,,
6.70E-05,2,2,183,,,,
0.0021935,97,97,179,,,,
0.0006725,29,29,178,,,,
8.89E-05,3,3,171,,,,
0.0007051,30,30,177,,,,
0.0012231,32,32,175,,,,
2.30E-05,0,0,173,,,,
0.0007776,30,30,174,,,,
0.0006225,27,27,173,,,,
0.0001558,6,6,179,,,,
0.0017252,76,76,180,,,,
0.0003548,15,15,183,,,,
0.0002006,8,8,182,,,,
0.0001336,5,5,183,,,,
0.0013523,60,60,189,,,,
0.0007567,33,33,192,,,,
0.0002667,11,11,191,,,,
2.27E-05,0,0,190,,,,
0.0006431,28,28,192,,,,
0.0011682,50,50,191,,,,
0.0024411,99,99,189,,,,
4.46E-05,1,1,191,,,,
6.83E-05,2,2,184,,,,
0.0002919,12,12,182,,,,
0.0007622,22,22,181,,,,
0.0004001,17,17,180,,,,
0.0026172,96,96,179,,,,
0.0002674,11,11,187,,,,
0.0017541,77,77,186,,,,
0.0002232,9,9,186,,,,
0.0005979,26,26,188,,,,
0.0013607,58,58,186,,,,
0.000245,10,10,192,,,,
0.0002225,9,9,192,,,,
8.97E-05,3,3,191,,,,
0.0004406,18,18,190,,,,
0.0003299,14,14,189,,,,
0.0004698,20,20,186,,,,
0.0002085,8,8,186,,,,
0.0018794,59,59,181,,,,
0.0007096,31,31,181,,,,
0.0006566,28,28,178,,,,
0.0001411,4,4,182,,,,
0.0002865,12,12,176,,,,
0.0006655,29,29,179,,,,
0.0001342,5,5,185,,,,
0.0004538,14,14,187,,,,
0.0001835,7,7,185,,,,
0.0031134,111,111,189,,,,
0.0006035,26,26,187,,,,
4.52E-05,1,1,189,,,,
2.33E-05,0,0,196,,,,
0.0004037,17,17,196,,,,
2.32E-05,0,0,200,,,,
0.000334,14,14,195,,,,
0.0001413,5,5,191,,,,
4.54E-05,1,1,188,,,,
0.0001338,5,5,188,,,,
0.0008751,22,22,188,,,,
0.0001346,5,5,182,,,,
0.0016169,70,70,182,,,,
0.000268,11,11,182,,,,
0.0002442,10,10,185,,,,
2.28E-05,0,0,185,,,,
2.27E-05,0,0,192,,,,
0.0002772,9,9,193,,,,
0.0004637,18,18,188,,,,
0.0008326,36,36,192,,,,
0.0018231,81,81,191,,,,
0.0006144,15,15,195,,,,
0.0028213,102,102,192,,,,
0.0005568,24,24,200,,,,
6.77E-05,2,2,202,,,,
0.0002436,10,10,190,,,,
0.0003572,15,15,196,,,,
6.73E-05,2,2,195,,,,
0.0002006,8,8,200,,,,
0.0008582,38,38,201,,,,
0.0007155,31,31,202,,,,
0.0001121,4,4,203,,,,
0.001885,84,84,203,,,,
0.0002675,11,11,203,,,,
0.0020997,82,82,205,,,,
0.0006004,26,26,201,,,,
0.0007994,35,35,200,,,,
0.0003234,9,9,190,,,,
0.0007113,31,31,192,,,,
0.0004942,14,14,189,,,,
0.0013688,38,38,189,,,,
0.0021724,97,97,185,,,,
0.0003422,14,14,184,,,,
2.30E-05,0,0,185,,,,
0.0003404,14,14,185,,,,
0.0005131,22,22,184,,,,
0.000357,15,15,184,,,,
0.002444,108,108,180,,,,
0.0010856,40,40,180,,,,
0.0007782,34,34,176,,,,
0.0030848,137,137,175,,,,
0.0007404,32,32,170,,,,
0.0005331,23,23,171,,,,
0.0003996,17,17,176,,,,
2.26E-05,0,0,177,,,,
0.0008009,35,35,177,,,,
0.0021933,99,99,168,,,,
0.0007122,31,31,167,,,,
0.000577,22,22,168,,,,
0.0009298,40,40,164,,,,
0.0006957,30,30,163,,,,
0.0027772,109,109,164,,,,
0.0007843,34,34,159,,,,
0.0010017,44,44,159,,,,
0.0017867,79,79,159,,,,
0.0004006,17,17,160,,,,
0.0004419,14,14,161,,,,
2.27E-05,0,0,166,,,,
8.94E-05,3,3,170,,,,
0.0013023,57,57,171,,,,
0.0009955,44,44,167,,,,
0.0008837,38,38,167,,,,
0.0023427,80,80,177,,,,
0.0003088,13,13,184,,,,
0.0003672,14,14,186,,,,
0.0007809,34,34,183,,,,
0.0007974,35,35,180,,,,
6.77E-05,2,2,173,,,,
0.0025974,116,116,173,,,,
0.000491,21,21,171,,,,
0.0005784,24,24,165,,,,
0.0003325,14,14,152,,,,
0.0009848,43,43,150,,,,
0.0023388,53,53,152,,,,
0.0014466,64,64,154,,,,
0.0016271,50,50,155,,,,
0.0024336,108,108,159,,,,
0.0006182,27,27,159,,,,
0.0002078,8,8,158,,,,
0.0010854,47,47,160,,,,
0.0003329,14,14,160,,,,
0.0011179,49,49,156,,,,
0.0001789,7,7,162,,,,
0.0001782,7,7,151,,,,
0.0005075,22,22,149,,,,
0.0014798,66,66,149,,,,
4.47E-05,1,1,152,,,,
6.67E-05,2,2,153,,,,
2.30E-05,0,0,152,,,,
0.0013296,59,59,151,,,,
0.0019864,86,86,152,,,,
0.000396,17,17,153,,,,
0.000272,9,9,148,,,,
0.0008091,27,27,146,,,,
0.0016833,50,50,143,,,,
0.0010917,48,48,146,,,,
0.0015385,63,63,151,,,,
0.000223,9,9,156,,,,
0.0008226,36,36,154,,,,
0.0006891,30,30,152,,,,
0.0005686,19,19,150,,,,
0.0007609,33,33,149,,,,
0.0008934,39,39,148,,,,
6.80E-05,2,2,137,,,,
0.0009439,41,41,136,,,,
0.0011716,51,51,132,,,,
0.0018803,84,84,133,,,,
0.0007534,33,33,131,,,,
0.0010431,41,41,139,,,,
0.0001788,7,7,137,,,,
0.0017935,80,80,124,,,,
0.0007943,33,33,123,,,,
0.0009642,42,42,126,,,,
0.0002425,10,10,127,,,,
0.0002026,8,8,130,,,,
6.78E-05,2,2,134,,,,
0.0001569,6,6,130,,,,
0.0009796,43,43,133,,,,
0.0015735,53,53,133,,,,
0.0001775,7,7,135,,,,
0.0002256,9,9,137,,,,
0.0011334,50,50,137,,,,
0.001817,62,62,136,,,,
0.0003755,16,16,142,,,,
0.0027642,123,123,143,,,,
0.0002223,9,9,140,,,,
0.0001123,4,4,142,,,,
0.0013555,60,60,139,,,,
0.0004671,20,20,139,,,,
0.0007972,35,35,127,,,,
6.77E-05,2,2,130,,,,
6.89E-05,2,2,129,,,,
0.00029,12,12,133,,,,
0.0014998,66,66,127,,,,
0.0005478,20,20,130,,,,
0.0016887,64,64,137,,,,
0.0004904,21,21,135,,,,
0.0005157,22,22,137,,,,
0.0005221,14,14,132,,,,
0.0001114,4,4,129,,,,
0.0033647,92,92,126,,,,
0.0008429,34,34,125,,,,
0.0011053,49,49,125,,,,
4.53E-05,1,1,124,,,,
0.0009235,40,40,117,,,,
9.19E-05,3,3,124,,,,
0.000899,36,36,124,,,,
0.000242,10,10,124,,,,
2.27E-05,0,0,122,,,,
6.82E-05,2,2,114,,,,
0.0009231,40,40,114,,,,
0.0004644,20,20,121,,,,
4.77E-05,1,1,118,,,,
0.0002452,10,10,119,,,,
0.000156,6,6,122,,,,
0.0012294,54,54,112,,,,
0.0006789,29,29,105,,,,
0.0003335,14,14,97,,,,
0.0020961,89,89,96,,,,
0.0002772,11,11,96,,,,
0.0002198,9,9,90,,,,
0.0001984,8,8,92,,,,
0.0003333,14,14,94,,,,
4.48E-05,1,1,95,,,,
4.53E-05,1,1,98,,,,
0.001067,47,47,105,,,,
0.0014006,49,49,105,,,,
0.0001125,4,4,113,,,,
0.0009043,38,38,119,,,,
6.67E-05,2,2,118,,,,
0.0011698,51,51,113,,,,
0.0004192,18,18,109,,,,
0.0001571,6,6,112,,,,
0.0010024,44,44,112,,,,
0.0012207,54,54,118,,,,
0.0010798,47,47,118,,,,
0.0017359,77,77,117,,,,
0.0009593,42,42,118,,,,
4.49E-05,1,1,118,,,,
0.0002676,11,11,121,,,,
0.0005539,24,24,125,,,,
0.000252,10,10,123,,,,
0.0007331,30,30,119,,,,
0.000668,29,29,120,,,,
0.0001784,7,7,124,,,,
0.0009234,40,40,128,,,,
0.0002,8,8,125,,,,
0.0021732,96,96,126,,,,
0.0001195,4,4,125,,,,
0.0002892,12,12,120,,,,
9.08E-05,3,3,119,,,,
0.0002221,9,9,117,,,,
7.56E-05,2,2,112,,,,
0.0003964,17,17,109,,,,
0.0004466,19,19,99,,,,
0.0004793,20,20,102,,,,
6.81E-05,2,2,106,,,,
0.0006941,30,30,107,,,,
8.98E-05,3,3,110,,,,
0.000337,14,14,112,,,,
0.0007868,30,30,112,,,,
0.0013265,58,58,109,,,,
6.72E-05,2,2,109,,,,
0.0001818,7,7,110,,,,
4.45E-05,1,1,111,,,,
0.0013092,58,58,111,,,,
0.0017017,69,69,119,,,,
0.0001781,7,7,117,,,,
0.0016821,38,38,118,,,,
0.0008923,39,39,119,,,,
0.0009997,44,44,118,,,,
0.00029,12,12,117,,,,
0.0021562,77,77,122,,,,
0.0004281,17,17,122,,,,
2.26E-05,0,0,127,,,,
8.96E-05,3,3,121,,,,
0.0017648,78,78,116,,,,
5.33E-05,1,1,113,,,,
0.0010097,44,44,114,,,,
0.0001133,4,4,114,,,,
0.0021132,94,94,115,,,,
0.0001333,5,5,126,,,,
0.0002053,8,8,127,,,,
0.0015449,68,68,128,,,,
0.0004744,20,20,131,,,,
0.0017481,74,74,131,,,,
0.0005855,9,9,129,,,,
0.0004901,21,21,139,,,,
4.50E-05,1,1,140,,,,
0.0017277,76,76,142,,,,
0.0007422,21,21,140,,,,
0.0002666,11,11,138,,,,
2.36E-05,0,0,136,,,,
0.0003105,13,13,138,,,,
0.0025843,115,115,139,,,,
0.0004993,21,21,138,,,,
0.0018132,65,65,138,,,,
0.001587,68,68,134,,,,
0.0004901,21,21,135,,,,
0.0005342,23,23,137,,,,
0.0006066,26,26,134,,,,
0.0006901,30,30,134,,,,
0.001489,66,66,135,,,,
0.0019454,86,86,137,,,,
0.0027401,122,122,128,,,,
0.0007161,31,31,127,,,,
0.0003111,13,13,118,,,,
0.000453,19,19,112,,,,
0.0008055,35,35,109,,,,
9.87E-05,3,3,108,,,,
0.001803,42,42,105,,,,
0.0007829,31,31,106,,,,
0.0006867,27,27,106,,,,
0.0015963,71,71,109,,,,
0.0014891,58,58,110,,,,
0.0007344,32,32,107,,,,
0.0007806,34,34,108,,,,
0.0011207,33,33,112,,,,
0.0012354,55,55,111,,,,
0.0024066,100,100,111,,,,
0.000832,23,23,115,,,,
0.0009761,41,41,110,,,,
0.0002542,7,7,108,,,,
0.0009517,42,42,101,,,,
2.31E-05,0,0,101,,,,
0.0007557,33,33,99,,,,
0.0003372,13,13,98,,,,
0.0040777,73,73,99,,,,
0.0005205,22,22,102,,,,
0.0007771,34,34,99,,,,
0.0015034,67,67,97,,,,
0.0016193,71,71,89,,,,
0.0004659,20,20,89,,,,
0.0002305,9,9,90,,,,
0.0013922,61,61,91,,,,
0.0002892,12,12,91,,,,
0.0004283,18,18,89,,,,
0.0001982,8,8,92,,,,
0.0007592,20,20,98,,,,
0.0004224,18,18,98,,,,
0.0005114,22,22,93,,,,
0.0003204,13,13,95,,,,
0.000356,15,15,96,,,,
0.0018063,67,67,96,,,,
0.0006428,28,28,94,,,,
0.000185,7,7,100,,,,
0.0003336,9,9,98,,,,
0.0030899,72,72,109,,,,
0.0001558,6,6,110,,,,
0.0003776,15,15,108,,,,
0.0002675,11,11,114,,,,
4.51E-05,1,1,112,,,,
0.0003799,16,16,108,,,,
0.0012926,56,56,111,,,,
4.54E-05,1,1,107,,,,
0.0020798,90,90,109,,,,
0.0013048,57,57,104,,,,
0.0010309,45,45,108,,,,
2.27E-05,0,0,108,,,,
0.0001785,7,7,107,,,,
0.0010945,48,48,115,,,,
0.0004879,21,21,107,,,,
0.0004876,21,21,108,,,,
0.0020496,91,91,116,,,,
0.0002003,8,8,118,,,,
0.00246,109,109,126,,,,
0.0001787,7,7,127,,,,
0.0009538,31,31,127,,,,
0.000375,16,16,122,,,,
4.32E-05,0,0,119,,,,
0.0009951,43,43,110,,,,
0.0021935,98,98,111,,,,
0.0011396,50,50,108,,,,
0.0017001,75,75,111,,,,
0.0004285,18,18,113,,,,
0.0003328,14,14,107,,,,
0.0003108,13,13,103,,,,
0.0003101,13,13,103,,,,
0.0002476,10,10,105,,,,
0.0016718,74,74,101,,,,
8.96E-05,3,3,101,,,,
0.0003299,12,12,100,,,,
0.0005772,25,25,104,,,,
0.0010295,37,37,101,,,,
0.0019677,76,76,102,,,,
0.0007178,26,26,103,,,,
0.0022491,81,81,107,,,,
0.0010542,38,38,103,,,,
2.39E-05,0,0,105,,,,
0.0001346,5,5,107,,,,
2.27E-05,0,0,106,,,,
0.0019281,86,86,106,,,,
0.0001557,6,6,112,,,,
0.0010024,44,44,117,,,,
4.55E-05,1,1,123,,,,
2.28E-05,0,0,123,,,,
0.0006644,29,29,123,,,,
0.0018235,81,81,126,,,,
0.0002002,8,8,121,,,,
0.000157,6,6,136,,,,
0.0004424,16,16,134,,,,
0.0017047,76,76,140,,,,
0.0006244,27,27,141,,,,
0.0015011,63,63,138,,,,
0.0016663,74,74,136,,,,
0.0007476,33,33,133,,,,
0.0019935,87,87,137,,,,
0.0003802,16,16,139,,,,
0.0002216,9,9,138,,,,
0.0021578,97,97,138,,,,
0.000402,14,14,136,,,,
0.0005766,25,25,136,,,,
6.08E-05,1,1,136,,,,
0.0020139,90,90,130,,,,
0.0004677,17,17,130,,,,
0.0028761,109,109,132,,,,
0.0005313,23,23,131,,,,
0.0005766,25,25,123,,,,
0.0004302,15,15,125,,,,
0.0005172,22,22,124,,,,
0.0002007,8,8,122,,,,
0.0002006,8,8,117,,,,
0.0001372,5,5,118,,,,
0.0002447,10,10,111,,,,
0.000311,13,13,107,,,,
0.0024389,90,90,102,,,,
0.0004474,19,19,105,,,,
0.0015673,68,68,102,,,,
0.0001289,4,4,102,,,,
0.000397,17,17,97,,,,
0.0010408,45,45,95,,,,
0.0004185,18,18,91,,,,
0.001215,44,44,87,,,,
0.0008422,37,37,84,,,,
0.0008404,37,37,89,,,,
0.0002933,12,12,93,,,,
0.0003555,15,15,88,,,,
0.0005772,25,25,88,,,,
0.0002161,7,7,84,,,,
0.0002226,9,9,84,,,,
0.0002781,8,8,93,,,,
0.001155,51,51,93,,,,
0.0008418,37,37,90,,,,
0.0003194,13,13,95,,,,
0.0007616,33,33,95,,,,
0.0014423,64,64,93,,,,
0.0002447,10,10,95,,,,
0.0004071,17,17,89,,,,
0.0009789,43,43,94,,,,
0.0017269,60,60,93,,,,
2.29E-05,0,0,93,,,,
0.0007249,32,32,92,,,,
0.0009315,41,41,94,,,,
0.0003307,14,14,97,,,,
0.0003427,14,14,93,,,,
0.0025718,72,72,91,,,,
0.0002674,11,11,89,,,,
0.000663,29,29,80,,,,
0.000647,28,28,75,,,,
9.04E-05,3,3,82,,,,
0.0004895,21,21,80,,,,
0.0005077,13,13,84,,,,
0.0005346,23,23,83,,,,
0.0008229,36,36,82,,,,
0.0006086,26,26,79,,,,
0.0002883,12,12,78,,,,
0.0014392,64,64,75,,,,
0.0009079,38,38,73,,,,
0.000388,10,10,71,,,,
0.000837,37,37,64,,,,
0.0003984,17,17,62,,,,
4.57E-05,1,1,53,,,,
0.0003088,13,13,53,,,,
0.0010013,44,44,46,,,,
4.54E-05,1,1,43,,,,
0.0002626,10,10,43,,,,
0.0001121,4,4,45,,,,
