cas operacie,cislo,index prvku,dlzka zoznamu,,,,,,,,
2.19E-05,95,141,194,,,,,0.0000226,91,155,167
2.06E-05,92,91,168,,,,,0.0000883,92,51,167
1.99E-05,94,81,168,,,,,0.0000225,91,151,167
2.10E-05,93,108,149,,,,,0.0000295,94,26,167
1.98E-05,91,71,149,,,,,0.0000288,93,12,167
1.74E-05,94,3,150,,,,,0.0000217,91,129,167
1.90E-05,91,46,151,,,,,0.0000219,93,130,167
2.83E-05,91,118,153,,,,,0.0000206,92,104,167
2.75E-05,91,83,158,,,,,0.0000271,92,38,167
3.05E-05,95,134,163,,,,,0.0000186,95,32,168
3.02E-05,94,107,163,,,,,0.0000205,94,70,168
2.03E-05,92,86,165,,,,,0.0000222,95,62,168
2.10E-05,95,105,166,,,,,0.0000183,95,1,168
1.85E-05,92,27,169,,,,,0.0000218,91,136,168
2.23E-05,91,161,171,,,,,0.0000178,92,15,168
2.06E-05,92,104,167,,,,,0.0000201,95,81,168
2.30E-05,92,39,165,,,,,0.0000224,93,143,168
2.06E-05,92,87,163,,,,,0.0000206,92,91,168
2.19E-05,91,127,164,,,,,0.0000199,94,81,168
2.58E-05,94,11,164,,,,,0.0000177,92,5,168
2.20E-05,91,94,157,,,,,0.0000209,93,73,168
2.02E-05,93,89,156,,,,,0.0000256,94,154,169
2.44E-05,91,140,147,,,,,0.0000213,91,132,169
2.47E-05,92,73,150,,,,,0.0000205,93,97,169
2.25E-05,94,150,152,,,,,0.0000274,92,25,169
2.95E-05,91,55,148,,,,,0.000032,91,72,169
1.77E-05,91,21,144,,,,,0.0000276,94,146,169
2.15E-05,94,120,136,,,,,0.0000202,93,83,169
1.79E-05,92,21,119,,,,,0.0000248,91,131,169
1.87E-05,94,42,117,,,,,0.0000227,95,163,169
2.15E-05,93,70,112,,,,,0.0000202,92,51,169
1.83E-05,91,31,106,,,,,0.0000185,92,27,169
2.76E-05,93,46,108,,,,,0.0000279,94,140,169
2.28E-05,95,65,108,,,,,0.000018,92,12,170
1.74E-05,92,5,133,,,,,0.000024,94,161,170
1.95E-05,93,68,130,,,,,0.0000221,93,137,170
1.93E-05,92,63,130,,,,,0.0000202,95,77,170
2.14E-05,95,121,139,,,,,0.0000191,91,49,170
2.13E-05,93,123,135,,,,,0.0000202,92,58,170
2.13E-05,93,113,135,,,,,0.0000197,94,68,170
1.76E-05,91,17,133,,,,,0.0000226,92,145,170
2.10E-05,95,112,132,,,,,0.0000176,91,8,170
1.92E-05,91,47,121,,,,,0.0000215,91,128,170
2.20E-05,95,105,133,,,,,0.0000266,94,90,170
2.11E-05,91,57,135,,,,,0.0000189,92,45,170
2.71E-05,93,95,123,,,,,0.0000212,91,96,170
2.09E-05,94,104,123,,,,,0.0000215,94,127,171
1.96E-05,94,70,120,,,,,0.0000176,92,15,171
1.75E-05,91,5,119,,,,,0.0000207,93,93,171
1.86E-05,92,33,120,,,,,0.0000191,91,24,171
1.95E-05,95,62,118,,,,,0.000057,92,25,171
1.81E-05,93,13,117,,,,,0.0000191,91,50,171
2.06E-05,95,99,110,,,,,0.0000311,92,157,171
1.81E-05,94,16,104,,,,,0.0000223,91,161,171
1.95E-05,91,68,101,,,,,0.0000202,93,64,171
1.85E-05,91,10,95,,,,,0.0000182,92,25,172
2.01E-05,95,56,106,,,,,0.0000207,95,108,172
1.96E-05,91,62,94,,,,,0.0000195,91,32,172
2.86E-05,92,79,93,,,,,0.0000191,91,29,172
1.95E-05,94,62,93,,,,,0.000023,95,56,172
1.88E-05,94,40,92,,,,,0.0000208,95,95,172
1.88E-05,93,4,91,,,,,0.0000225,95,152,172
1.77E-05,95,10,89,,,,,0.0000173,92,5,172
2.11E-05,93,0,94,,,,,0.000033,91,125,172
1.97E-05,95,76,96,,,,,0.0000215,93,130,172
2.45E-05,91,37,97,,,,,0.000021,94,106,172
1.83E-05,94,10,98,,,,,0.0000204,95,92,172
2.37E-05,92,23,98,,,,,0.0000193,92,5,172
2.55E-05,93,53,94,,,,,0.000018,93,22,173
2.05E-05,92,86,105,,,,,0.0000205,95,94,173
1.99E-05,93,68,103,,,,,0.0000173,93,5,173
2.00E-05,94,80,102,,,,,0.0000189,92,47,173
2.48E-05,92,68,105,,,,,0.0000222,92,99,174
1.87E-05,92,42,107,,,,,0.000021,92,112,174
2.36E-05,93,116,130,,,,,0.000017,94,1,174
1.75E-05,95,3,138,,,,,0.0000227,93,137,174
2.52E-05,94,48,140,,,,,0.0000241,91,171,174
1.71E-05,92,2,140,,,,,0.0000217,94,126,174
2.05E-05,93,101,140,,,,,0.0000185,94,21,174
2.11E-05,94,110,143,,,,,0.0000333,94,160,175
2.26E-05,92,143,147,,,,,0.0000205,95,92,175
1.91E-05,95,53,144,,,,,0.0000244,94,162,175
3.15E-05,92,37,135,,,,,0.0000202,94,85,175
2.64E-05,93,3,135,,,,,0.0000186,92,40,176
2.44E-05,94,55,120,,,,,0.0000176,94,7,176
2.14E-05,94,120,131,,,,,0.000021,94,110,176
2.09E-05,92,105,118,,,,,0.0000231,93,103,176
2.05E-05,91,99,111,,,,,0.0000173,91,4,176
1.80E-05,92,23,104,,,,,0.0000274,91,87,176
1.88E-05,93,47,103,,,,,0.0000203,92,94,176
6.71E-05,95,84,103,,,,,0.0000221,91,137,177
3.12E-05,93,99,102,,,,,0.0000232,91,158,177
1.77E-05,94,14,101,,,,,0.000022,94,139,177
1.90E-05,94,50,103,,,,,0.0000269,94,83,177
1.87E-05,93,23,106,,,,,0.0000213,94,122,177
1.84E-05,95,2,96,,,,,0.0000179,93,17,177
1.84E-05,93,33,91,,,,,0.000022,91,137,177
1.96E-05,94,11,93,,,,,0.0000184,95,31,178
1.89E-05,92,48,95,,,,,0.0000191,91,45,178
1.92E-05,93,57,95,,,,,0.0000227,94,158,178
1.79E-05,91,22,95,,,,,0.0000207,91,100,178
2.01E-05,93,82,87,,,,,0.0000191,92,38,178
1.96E-05,92,45,80,,,,,0.0000233,92,36,178
1.97E-05,93,45,79,,,,,0.0000195,93,45,179
1.80E-05,93,26,85,,,,,0.0000255,93,133,179
1.88E-05,94,17,90,,,,,0.0000204,93,94,179
1.93E-05,95,56,85,,,,,0.0000197,95,60,179
2.57E-05,91,80,85,,,,,0.0000221,95,134,179
1.83E-05,95,34,87,,,,,0.0000227,94,125,179
1.92E-05,95,11,98,,,,,0.0000209,94,108,180
2.21E-05,94,63,90,,,,,0.0000177,92,22,180
1.97E-05,94,62,86,,,,,0.0000208,92,101,180
1.92E-05,94,63,84,,,,,0.0000219,91,134,180
1.89E-05,95,43,91,,,,,0.0000196,91,61,180
2.25E-05,91,79,88,,,,,0.0000234,91,169,180
1.75E-05,95,9,81,,,,,0.0000208,92,85,180
1.91E-05,93,49,74,,,,,0.0000203,91,80,180
1.79E-05,94,20,72,,,,,0.0000209,94,96,180
2.25E-05,91,26,73,,,,,0.0000232,94,176,181
2.15E-05,94,74,87,,,,,0.0000202,91,83,182
2.39E-05,93,2,87,,,,,0.0000237,91,121,182
2.36E-05,91,57,88,,,,,0.0000228,91,124,182
2.39E-05,95,66,83,,,,,0.0000181,94,21,182
1.95E-05,95,43,81,,,,,0.000023,93,163,183
2.18E-05,92,7,79,,,,,0.0000181,94,20,183
1.92E-05,91,20,87,,,,,0.0000221,91,150,183
2.00E-05,91,40,91,,,,,0.0000213,95,4,183
1.91E-05,92,49,77,,,,,0.0000229,93,163,183
1.83E-05,95,28,77,,,,,0.0000192,91,53,183
1.86E-05,92,40,77,,,,,0.000026,95,78,184
1.82E-05,91,33,77,,,,,0.0000225,91,147,184
1.95E-05,94,48,71,,,,,0.0000229,94,156,185
1.89E-05,92,44,80,,,,,0.0000243,94,127,185
3.51E-05,92,76,81,,,,,0.0000203,93,77,185
2.30E-05,92,48,80,,,,,0.000018,93,23,185
3.53E-05,92,11,78,,,,,0.0000193,95,67,186
1.97E-05,94,43,76,,,,,0.0000188,93,10,186
2.29E-05,93,51,78,,,,,0.000019,95,50,186
1.78E-05,95,13,74,,,,,0.0000178,91,18,186
1.98E-05,91,72,77,,,,,0.0000227,91,145,186
1.82E-05,91,28,84,,,,,0.0000235,95,179,186
1.79E-05,94,17,93,,,,,0.0000228,91,8,187
1.91E-05,92,23,88,,,,,0.0000222,92,137,187
2.01E-05,92,57,87,,,,,0.0000208,91,16,187
2.21E-05,94,68,85,,,,,0.0000186,91,16,187
1.74E-05,91,6,85,,,,,0.0000182,94,5,188
1.93E-05,95,33,103,,,,,0.0000224,94,145,188
2.47E-05,95,33,100,,,,,0.0000359,91,169,188
1.92E-05,93,29,99,,,,,0.0000207,91,71,189
2.03E-05,93,90,96,,,,,0.0000303,95,133,190
2.07E-05,94,95,103,,,,,0.0000212,91,108,190
1.79E-05,92,19,103,,,,,0.0000186,94,36,190
2.05E-05,92,48,104,,,,,0.0000184,93,29,190
1.73E-05,93,7,105,,,,,0.0000238,95,27,190
1.87E-05,95,17,113,,,,,0.0000221,91,10,191
3.42E-05,93,2,113,,,,,0.0000204,92,93,191
1.96E-05,95,44,105,,,,,0.0000221,94,87,192
2.17E-05,93,6,107,,,,,0.0000219,92,134,192
2.63E-05,95,94,106,,,,,0.0000171,95,2,192
1.76E-05,91,9,107,,,,,0.0000197,94,64,193
1.91E-05,91,52,113,,,,,0.0000176,92,11,193
1.91E-05,93,41,116,,,,,0.0000216,92,132,193
1.81E-05,95,14,121,,,,,0.0000213,95,116,194
1.88E-05,92,25,118,,,,,0.0000188,92,41,194
1.85E-05,92,43,122,,,,,0.0000208,91,102,194
1.86E-05,91,41,126,,,,,0.0000219,95,141,194
2.05E-05,91,101,124,,,,,0.0000192,91,56,194
1.90E-05,94,50,128,,,,,0.0000256,93,122,195
1.98E-05,92,77,121,,,,,0.0000227,92,169,195
1.74E-05,91,7,121,,,,,0.00002,91,84,195
1.79E-05,91,24,111,,,,,0.0000298,91,107,195
2.45E-05,91,62,108,,,,,0.0000206,93,94,196
1.87E-05,94,41,91,,,,,0.0000219,94,139,196
1.86E-05,94,41,98,,,,,0.0000185,93,4,196
1.94E-05,91,58,101,,,,,0.000024,94,130,196
2.97E-05,94,9,111,,,,,0.0000183,91,23,196
1.91E-05,94,46,116,,,,,0.0000188,93,45,196
1.92E-05,95,59,114,,,,,0.0000209,92,107,197
1.89E-05,91,28,118,,,,,0.0000211,92,108,197
2.02E-05,94,78,116,,,,,0.0000215,95,120,197
1.96E-05,92,43,115,,,,,0.0000203,95,91,197
1.80E-05,93,26,113,,,,,0.000024,93,191,198
1.75E-05,92,11,114,,,,,0.0000178,95,7,198
1.88E-05,92,41,114,,,,,0.0000219,92,140,198
1.87E-05,94,44,108,,,,,0.0000239,95,195,198
2.00E-05,93,78,103,,,,,0.0000191,92,48,198
1.78E-05,94,17,96,,,,,0.0000232,93,176,198
1.91E-05,92,52,90,,,,,0.0000196,91,70,198
2.11E-05,91,92,95,,,,,0.000018,92,19,198
1.97E-05,94,74,94,,,,,0.0000321,95,184,198
1.93E-05,95,59,95,,,,,0.0000192,92,52,198
1.95E-05,95,62,95,,,,,0.0000241,92,196,199
2.55E-05,94,71,92,,,,,0.0000199,95,81,199
2.07E-05,94,88,95,,,,,0.0000232,95,43,199
2.44E-05,91,78,98,,,,,0.0000221,92,141,200
1.88E-05,93,49,86,,,,,0.0000189,92,50,203
1.89E-05,93,36,80,,,,,0.0000188,94,38,205
1.82E-05,94,24,77,,,,,0.0000209,95,99,205
1.95E-05,95,68,75,,,,,0.0000308,91,183,205
1.82E-05,94,23,77,,,,,0.0000228,91,159,205
1.92E-05,92,57,64,,,,,0.000021,91,1,206
1.88E-05,93,48,64,,,,,0.0000296,94,119,206
1.77E-05,92,19,66,,,,,0.0000235,94,181,206
1.93E-05,93,30,58,,,,,0.0000225,92,147,207
1.90E-05,92,17,58,,,,,0.0000203,93,91,207
2.01E-05,93,31,59,,,,,0.0000194,91,49,207
1.97E-05,91,46,60,,,,,0.0000245,94,201,207
1.95E-05,91,48,55,,,,,0.0000174,94,7,208
1.86E-05,94,11,57,,,,,0.0000173,92,1,208
1.93E-05,91,51,55,,,,,0.0000196,92,59,208
1.77E-05,91,10,50,,,,,0.0000241,91,25,208
1.98E-05,93,49,57,,,,,0.0000274,93,190,209
3.33E-05,92,25,61,,,,,0.000023,92,103,209
1.92E-05,92,42,62,,,,,0.0000183,94,32,209
1.83E-05,92,32,69,,,,,0.0000242,92,58,210
2.00E-05,93,35,68,,,,,0.0000216,95,8,210
1.78E-05,91,21,61,,,,,0.0000212,95,111,211
1.85E-05,94,43,61,,,,,0.0000244,94,205,211
2.37E-05,95,50,63,,,,,0.0000253,94,139,211
3.01E-05,92,9,64,,,,,0.0000209,93,102,212
2.01E-05,94,25,54,,,,,0.0000248,94,211,213
1.82E-05,94,25,57,,,,,0.0000222,91,139,213
1.83E-05,93,29,49,,,,,0.0000199,93,77,213
1.93E-05,92,48,52,,,,,0.0000232,93,165,213
2.44E-05,91,41,52,,,,,0.0000231,91,170,214
1.76E-05,95,10,47,,,,,0.0000268,91,134,214
1.76E-05,92,14,45,,,,,0.0000223,94,139,214
1.74E-05,93,11,47,,,,,0.00002,93,63,214
1.76E-05,93,12,47,,,,,0.0000236,92,185,214
1.91E-05,93,7,51,,,,,0.0000221,93,135,214
2.14E-05,94,45,52,,,,,0.0000208,92,102,215
1.95E-05,93,44,52,,,,,0.0000241,94,195,215
1.85E-05,92,6,43,,,,,0.0000205,94,66,215
1.81E-05,92,1,44,,,,,0.0000199,93,15,215
1.83E-05,91,9,35,,,,,0.0000256,93,153,215
1.93E-05,93,34,40,,,,,0.0000176,95,8,216
1.93E-05,92,33,37,,,,,0.0000259,91,2,216
1.88E-05,92,11,38,,,,,0.0000203,92,60,216
1.86E-05,95,6,32,,,,,0.0000217,93,95,216
1.91E-05,91,19,30,,,,,0.0000255,92,197,216
1.81E-05,95,2,29,,,,,0.000021,94,75,216
3.14E-05,93,27,29,,,,,0.000019,91,53,217
2.21E-05,91,13,19,,,,,0.0000249,91,203,217
1.83E-05,94,0,20,,,,,0.000025,92,211,217
1.82E-05,91,10,21,,,,,0.0000298,94,166,217
1.94E-05,91,1,19,,,,,0.0000241,91,189,218
2.19E-05,95,0,19,,,,,0.0000327,92,155,218
1.88E-05,91,19,21,,,,,0.0000247,94,144,219
1.80E-05,93,1,13,,,,,0.0000219,91,72,219
1.85E-05,93,1,8,,,,,0.0000242,92,202,219
1.83E-05,95,5,9,,,,,0.0001349,94,215,220
1.87E-05,94,5,15,,,,,0.0000206,93,91,220
1.87E-05,92,5,13,,,,,0.0000232,92,154,220
1.83E-05,91,2,8,,,,,0.0000272,93,200,220
1.87E-05,95,10,19,,,,,0.00002,95,75,220
1.86E-05,92,14,22,,,,,0.0000185,95,35,221
1.92E-05,93,19,22,,,,,0.0000248,94,185,222
1.88E-05,92,18,24,,,,,0.0000273,95,119,222
1.88E-05,91,21,32,,,,,0.0000185,92,36,223
2.70E-05,93,25,34,,,,,0.0000304,95,161,223
1.92E-05,93,32,41,,,,,0.0000221,93,139,223
5.49E-05,91,31,42,,,,,0.0000192,94,47,223
1.87E-05,94,9,47,,,,,0.0000265,94,191,224
1.87E-05,92,18,44,,,,,0.00003,92,172,224
1.98E-05,92,45,58,,,,,0.0000935,94,200,224
2.23E-05,91,7,59,,,,,0.0000212,95,121,225
1.96E-05,94,25,59,,,,,0.00002,92,77,225
2.65E-05,93,49,64,,,,,0.0000227,95,145,226
2.17E-05,92,15,71,,,,,0.0000213,92,110,226
2.39E-05,93,8,70,,,,,0.0000192,91,56,227
2.59E-05,93,50,74,,,,,0.0000227,92,10,227
1.83E-05,93,3,69,,,,,0.0000248,92,224,228
1.90E-05,91,24,78,,,,,0.0000174,95,1,228
3.12E-05,94,30,77,,,,,0.0000353,92,225,229
1.99E-05,94,37,79,,,,,0.0000239,93,188,229
1.97E-05,92,33,78,,,,,0.0000236,94,110,230
2.13E-05,91,61,85,,,,,0.0000232,95,104,230
2.10E-05,95,80,82,,,,,0.0000286,94,60,230
3.32E-05,95,78,86,,,,,0.0000186,94,44,231
1.95E-05,92,16,91,,,,,0.0000204,94,14,231
1.95E-05,93,25,93,,,,,0.0000381,91,179,231
2.82E-05,94,57,90,,,,,0.0000206,94,94,232
2.85E-05,91,26,80,,,,,0.0000182,95,22,232
3.79E-05,94,75,82,,,,,0.0000213,93,121,233
3.37E-05,93,10,75,,,,,0.0000235,91,45,234
3.01E-05,94,26,75,,,,,0.0000318,95,215,235
4.18E-05,95,70,81,,,,,0.0000235,94,129,235
3.02E-05,91,26,87,,,,,0.0000204,93,64,235
3.07E-05,95,59,86,,,,,0.0000238,95,180,236
2.09E-05,94,46,85,,,,,0.000029,95,140,237
1.97E-05,95,47,86,,,,,0.0000475,93,194,237
1.95E-05,94,32,94,,,,,0.0000352,93,202,237
2.16E-05,91,26,91,,,,,0.0000197,92,60,237
1.83E-05,91,1,91,,,,,0.0000215,91,115,237
1.95E-05,92,25,106,,,,,0.0000256,91,177,238
1.94E-05,91,36,108,,,,,0.0000195,91,73,238
2.16E-05,91,101,109,,,,,0.0000172,94,2,238
2.35E-05,91,55,101,,,,,0.0000224,92,133,238
2.12E-05,92,63,101,,,,,0.0000213,95,118,238
2.03E-05,93,60,98,,,,,0.0000274,92,71,240
2.35E-05,95,15,102,,,,,0.0000218,91,130,240
2.06E-05,92,7,108,,,,,0.0000209,93,72,241
3.01E-05,95,50,94,,,,,0.0000245,94,207,243
1.88E-05,95,18,95,,,,,0.0000226,94,153,243
2.09E-05,91,68,94,,,,,0.0000262,94,243,245
2.20E-05,93,18,94,,,,,0.0000225,93,150,245
2.56E-05,94,75,93,,,,,0.0000174,92,4,245
1.90E-05,91,28,97,,,,,0.0000267,93,208,247
2.14E-05,95,56,102,,,,,0.0000193,93,53,248
2.77E-05,93,58,103,,,,,0.0000199,93,78,249
2.10E-05,92,91,109,,,,,0.000023,94,168,249
1.95E-05,93,37,111,,,,,0.00003,94,116,250
2.82E-05,93,91,114,,,,,0.0000205,95,93,250
3.22E-05,95,96,115,,,,,0.0000248,92,210,250
2.15E-05,92,82,106,,,,,0.0000215,95,111,250
2.75E-05,94,73,102,,,,,0.0000241,94,194,251
2.80E-05,95,46,103,,,,,0.0000172,95,1,252
2.04E-05,93,23,102,,,,,0.0000248,95,223,252
1.98E-05,94,41,100,,,,,0.0000277,93,232,253
1.99E-05,92,40,94,,,,,0.000027,93,218,253
2.06E-05,94,71,92,,,,,0.0000237,94,193,255
1.82E-05,92,7,90,,,,,0.0000304,94,180,255
2.02E-05,92,61,90,,,,,0.0000262,91,233,259
2.29E-05,93,91,98,,,,,0.0000262,92,57,260
3.68E-05,94,24,97,,,,,0.0000259,95,245,260
2.01E-05,94,43,106,,,,,0.0000197,95,44,261
2.72E-05,91,86,112,,,,,0.0000323,94,202,262
1.85E-05,92,8,118,,,,,0.0000186,91,26,262
2.82E-05,93,113,128,,,,,0.0000213,94,111,262
2.46E-05,92,138,140,,,,,0.0000229,93,161,263
1.98E-05,92,35,130,,,,,0.0000277,91,218,263
3.86E-05,92,110,126,,,,,0.0000225,93,130,263
2.53E-05,93,96,122,,,,,0.0000196,91,63,264
2.98E-05,95,48,125,,,,,0.0000344,93,208,264
2.02E-05,92,89,133,,,,,0.0000224,92,153,264
2.06E-05,91,46,138,,,,,0.0000323,92,207,265
4.87E-05,93,52,142,,,,,0.0000372,92,156,265
2.08E-05,94,59,143,,,,,0.0000231,93,166,266
1.82E-05,94,0,146,,,,,0.0000264,92,257,267
3.78E-05,95,119,145,,,,,0.0000208,92,68,268
2.34E-05,94,19,146,,,,,0.0000218,92,131,268
1.79E-05,91,3,146,,,,,0.0000212,94,118,268
1.96E-05,95,57,146,,,,,0.0000255,95,237,269
2.75E-05,94,113,158,,,,,0.0000189,95,12,269
3.47E-05,92,141,159,,,,,0.0000282,94,53,269
1.85E-05,92,5,162,,,,,0.0000234,91,92,270
3.01E-05,95,125,160,,,,,0.0000176,94,8,270
2.28E-05,94,139,160,,,,,0.0000174,93,5,270
2.44E-05,92,120,161,,,,,0.000022,95,131,271
5.74E-05,92,88,158,,,,,0.0000224,92,149,271
3.53E-05,93,113,157,,,,,0.0000243,93,198,271
3.34E-05,92,150,155,,,,,0.0000255,95,236,272
5.59E-05,92,118,159,,,,,0.0000288,91,257,272
0.0001042,95,141,159,,,,,0.0000186,94,37,272
1.97E-05,91,67,150,,,,,0.0000237,92,148,273
2.19E-05,91,140,157,,,,,0.0000234,93,174,273
3.75E-05,92,79,159,,,,,0.0000221,94,141,273
1.99E-05,93,67,162,,,,,0.0000236,91,182,274
1.77E-05,92,5,168,,,,,0.0000233,94,144,274
1.81E-05,95,19,164,,,,,0.0000212,94,118,274
2.93E-05,91,149,157,,,,,0.0000206,91,93,275
1.79E-05,95,10,156,,,,,0.0000245,92,173,275
2.15E-05,95,128,157,,,,,0.0000254,91,204,275
2.16E-05,94,118,157,,,,,0.0000211,91,108,276
1.93E-05,94,64,156,,,,,0.0000233,91,174,276
1.92E-05,94,64,157,,,,,0.000019,95,36,276
1.93E-05,94,62,147,,,,,0.0000266,91,236,276
2.02E-05,93,78,153,,,,,0.0000267,94,260,276
2.06E-05,93,90,153,,,,,0.0000237,91,149,276
1.82E-05,91,24,150,,,,,0.0000179,94,19,277
2.35E-05,95,142,148,,,,,0.0000179,95,7,277
5.34E-05,95,103,152,,,,,0.0000208,95,78,277
2.20E-05,91,134,149,,,,,0.0000206,93,40,278
2.11E-05,91,118,140,,,,,0.0000237,95,183,278
2.20E-05,94,129,143,,,,,0.0000269,93,270,278
2.11E-05,93,73,151,,,,,0.0000172,94,1,279
2.08E-05,94,99,152,,,,,0.0000245,95,195,279
2.13E-05,91,96,146,,,,,0.0000248,91,222,279
2.14E-05,92,116,151,,,,,0.0000177,91,21,279
2.67E-05,94,68,155,,,,,0.0000256,93,217,279
1.85E-05,91,29,146,,,,,0.0000236,91,202,279
1.84E-05,94,2,164,,,,,0.0000197,94,58,279
2.79E-05,94,140,169,,,,,0.0000246,92,189,279
2.17E-05,94,126,174,,,,,0.0000237,94,199,279
2.12E-05,91,96,170,,,,,0.000019,95,44,280
2.10E-05,94,106,172,,,,,0.0000194,92,65,280
2.04E-05,95,92,172,,,,,0.0000182,91,25,280
2.33E-05,92,36,178,,,,,0.0000242,95,195,280
1.79E-05,93,17,177,,,,,0.0000321,91,233,280
2.44E-05,94,162,175,,,,,0.0000189,91,42,281
2.02E-05,94,85,175,,,,,0.0000188,93,40,281
2.71E-05,92,38,167,,,,,0.0000217,92,42,281
1.85E-05,94,21,174,,,,,0.0000193,92,23,281
2.03E-05,92,94,176,,,,,0.0000221,95,141,281
2.20E-05,91,137,177,,,,,0.0000268,95,267,281
1.86E-05,91,16,187,,,,,0.0000196,95,23,281
1.90E-05,95,50,186,,,,,0.0000206,92,92,281
1.78E-05,91,18,186,,,,,0.0000246,92,190,281
2.27E-05,91,145,186,,,,,0.000026,93,232,281
2.09E-05,94,96,180,,,,,0.0000242,92,184,281
2.09E-05,93,73,168,,,,,0.0000262,93,128,281
2.02E-05,93,64,171,,,,,0.0000229,93,65,281
1.93E-05,92,5,172,,,,,0.000036,95,260,282
2.38E-05,95,27,190,,,,,0.0000232,92,159,282
1.92E-05,91,56,194,,,,,0.0000313,93,122,282
1.88E-05,93,45,196,,,,,0.0000266,92,272,282
2.35E-05,95,179,186,,,,,0.0000229,93,162,282
1.80E-05,92,19,198,,,,,0.00002,95,78,283
3.21E-05,95,184,198,,,,,0.0000222,91,96,283
1.92E-05,92,52,198,,,,,0.0000184,91,29,284
2.45E-05,94,201,207,,,,,0.000022,94,123,284
2.32E-05,93,165,213,,,,,0.0000218,93,129,284
2.56E-05,93,153,215,,,,,0.0000231,93,165,284
2.21E-05,93,135,214,,,,,0.0000232,92,166,284
2.10E-05,94,75,216,,,,,0.0000355,92,107,285
2.00E-05,95,75,220,,,,,0.0000275,93,265,285
2.42E-05,92,202,219,,,,,0.0000206,92,91,285
2.12E-05,95,121,225,,,,,0.0000185,92,29,285
1.74E-05,95,1,228,,,,,0.0000211,93,107,285
2.00E-05,92,77,225,,,,,0.000021,93,73,285
2.27E-05,92,10,227,,,,,0.0000339,92,226,286
2.25E-05,93,150,245,,,,,0.0000245,92,200,286
2.05E-05,95,93,250,,,,,0.0000357,93,106,286
1.72E-05,95,1,252,,,,,0.0000273,91,261,286
2.48E-05,95,223,252,,,,,0.0000171,94,0,287
1.74E-05,92,4,245,,,,,0.000031,92,278,287
2.67E-05,93,208,247,,,,,0.0000228,92,84,287
2.09E-05,93,72,241,,,,,0.0000244,93,199,287
2.35E-05,91,45,234,,,,,0.0000268,93,262,287
1.97E-05,92,60,237,,,,,0.0000191,94,23,287
2.18E-05,91,130,240,,,,,0.0000198,95,71,288
1.72E-05,94,2,238,,,,,0.0000248,91,221,288
2.24E-05,92,133,238,,,,,0.0000272,93,215,288
2.13E-05,95,118,238,,,,,0.0000178,93,22,288
2.15E-05,91,115,237,,,,,0.0000248,94,186,288
2.48E-05,92,210,250,,,,,0.000026,91,237,288
2.15E-05,95,111,250,,,,,0.0000365,91,240,288
1.93E-05,93,53,248,,,,,0.0000263,91,259,288
2.29E-05,93,161,263,,,,,0.0000259,95,249,289
2.13E-05,94,111,262,,,,,0.00002,91,74,289
2.34E-05,91,92,270,,,,,0.0000407,94,214,289
1.89E-05,95,12,269,,,,,0.0000274,94,286,290
2.42E-05,95,195,280,,,,,0.0000255,92,216,290
2.37E-05,95,183,278,,,,,0.0000267,93,68,290
1.78E-05,93,22,288,,,,,0.0000214,91,78,290
2.22E-05,92,155,294,,,,,0.0000377,93,264,291
1.81E-05,91,21,293,,,,,0.0000304,91,287,292
1.82E-05,92,34,292,,,,,0.0000273,92,289,292
2.55E-05,92,216,290,,,,,0.0000226,95,153,292
2.20E-05,91,129,293,,,,,0.0000361,94,26,292
2.48E-05,94,186,288,,,,,0.0000227,95,162,292
2.60E-05,91,237,288,,,,,0.0000182,92,34,292
2.78E-05,92,289,292,,,,,0.0000278,92,289,292
2.87E-05,94,284,294,,,,,0.0000338,94,241,292
2.42E-05,94,186,293,,,,,0.000027,95,280,292
3.53E-05,91,28,293,,,,,0.0000183,91,24,293
2.78E-05,93,69,298,,,,,0.0000227,95,155,293
2.75E-05,92,31,298,,,,,0.0000181,91,21,293
2.43E-05,94,132,297,,,,,0.000022,91,129,293
2.03E-05,92,61,296,,,,,0.0000242,94,186,293
3.57E-05,93,106,286,,,,,0.0000353,91,28,293
2.28E-05,92,84,287,,,,,0.0000255,93,229,293
2.55E-05,93,229,293,,,,,0.0000222,92,155,294
2.67E-05,93,68,290,,,,,0.0000287,94,284,294
2.44E-05,93,199,287,,,,,0.000021,94,95,294
4.14E-05,93,178,296,,,,,0.0000343,92,235,294
3.38E-05,94,241,292,,,,,0.0000181,93,24,295
3.17E-05,91,132,296,,,,,0.0000181,95,18,295
2.39E-05,94,194,306,,,,,0.0000254,95,231,295
2.02E-05,91,57,295,,,,,0.0000272,91,99,295
3.41E-05,95,159,299,,,,,0.0000202,91,57,295
2.51E-05,94,149,300,,,,,0.0000241,95,191,295
3.26E-05,93,238,303,,,,,0.0000257,91,246,295
3.26E-05,93,134,307,,,,,0.0000281,94,101,295
2.25E-05,91,126,317,,,,,0.0000186,95,40,295
2.32E-05,95,59,300,,,,,0.0000215,92,101,296
4.25E-05,92,244,303,,,,,0.0000203,92,61,296
2.16E-05,94,107,303,,,,,0.0000414,93,178,296
1.81E-05,92,25,301,,,,,0.0000317,91,132,296
2.28E-05,94,94,299,,,,,0.0000195,93,64,296
1.96E-05,95,60,299,,,,,0.0000223,95,3,297
3.24E-05,95,291,302,,,,,0.0000257,93,111,297
2.03E-05,93,56,304,,,,,0.0000202,93,92,297
