cas operacie,cislo na indexe,index prvku,dlzka zoznamu,,,,,,,,
4.99E-05,8,136,216,,,,,0.0000171,26,7,125
2.23E-05,34,154,216,,,,,0.0000183,92,39,125
1.95E-05,95,74,190,,,,,0.0000198,94,44,125
1.98E-05,33,75,205,,,,,0.0000253,16,105,125
2.84E-05,25,12,205,,,,,0.0000191,94,28,125
2.03E-05,30,40,200,,,,,0.0000269,4,37,125
2.35E-05,42,186,199,,,,,0.0000269,5,34,125
1.88E-05,9,54,191,,,,,0.0000187,36,50,125
1.78E-05,25,3,188,,,,,0.00002,92,83,126
2.86E-05,94,157,187,,,,,0.0000213,38,87,126
2.23E-05,44,105,186,,,,,0.0000185,34,10,126
1.93E-05,4,61,177,,,,,0.0000186,22,49,126
2.57E-05,35,174,180,,,,,0.000019,94,57,126
2.24E-05,44,146,171,,,,,0.0000192,20,67,126
1.94E-05,34,66,172,,,,,0.0001852,95,76,126
2.24E-05,19,132,179,,,,,0.0000194,23,41,126
1.71E-05,16,0,175,,,,,0.0000229,12,121,126
1.88E-05,34,56,173,,,,,0.0000188,21,47,126
1.81E-05,39,30,168,,,,,0.0000197,16,41,126
2.99E-05,39,120,164,,,,,0.000019,33,57,127
2.19E-05,44,134,176,,,,,0.000024,36,19,127
1.90E-05,41,57,173,,,,,0.00002,12,93,127
2.03E-05,6,90,166,,,,,0.0000206,25,90,127
2.18E-05,3,130,167,,,,,0.0000195,28,70,127
2.20E-05,17,142,148,,,,,0.0000201,43,91,127
2.05E-05,6,100,147,,,,,0.0000178,31,16,127
1.80E-05,23,7,144,,,,,0.0000188,10,10,128
2.09E-05,95,99,170,,,,,0.0000187,18,51,128
2.27E-05,20,135,165,,,,,0.0000181,29,33,128
2.01E-05,45,88,174,,,,,0.0000181,93,33,128
1.97E-05,91,47,170,,,,,0.0000187,25,54,128
3.08E-05,23,80,171,,,,,0.000023,2,67,128
2.81E-05,13,63,174,,,,,0.0000204,91,65,128
3.03E-05,14,93,173,,,,,0.0000194,11,67,128
2.90E-05,15,68,171,,,,,0.0000182,30,5,128
2.82E-05,21,105,168,,,,,0.0000352,92,95,128
2.10E-05,34,91,166,,,,,0.0000184,91,41,128
2.02E-05,32,70,164,,,,,0.0000205,14,95,128
0.0001039,16,121,161,,,,,0.0000186,1,2,128
2.18E-05,34,138,167,,,,,0.0000199,37,52,129
1.77E-05,91,25,154,,,,,0.0000195,38,79,129
1.87E-05,91,44,150,,,,,0.0000176,41,19,129
2.12E-05,32,115,155,,,,,0.000019,2,13,129
1.72E-05,92,5,155,,,,,0.0000215,3,124,129
1.69E-05,6,2,161,,,,,0.0000183,91,38,129
1.89E-05,7,39,161,,,,,0.0000201,43,89,129
2.27E-05,32,121,160,,,,,0.0000212,18,91,129
2.39E-05,40,83,160,,,,,0.0000372,10,112,129
1.79E-05,12,16,162,,,,,0.0000239,16,82,129
1.81E-05,91,27,168,,,,,0.0000171,32,0,129
2.63E-05,92,8,165,,,,,0.0000191,1,28,129
2.66E-05,5,161,165,,,,,0.0000183,45,35,129
2.25E-05,95,100,165,,,,,0.0000206,25,105,130
1.94E-05,42,66,168,,,,,0.0000179,5,29,130
2.01E-05,30,88,167,,,,,0.0000215,27,127,130
1.89E-05,30,39,152,,,,,0.0000184,42,31,130
2.18E-05,93,78,167,,,,,0.0000173,19,3,130
2.74E-05,23,165,171,,,,,0.0000213,13,116,130
1.86E-05,91,14,175,,,,,0.0000192,45,48,130
1.92E-05,41,65,177,,,,,0.0000297,10,122,130
2.13E-05,43,121,176,,,,,0.0000196,9,51,130
1.87E-05,5,15,166,,,,,0.0000193,20,70,130
2.32E-05,1,152,168,,,,,0.0000217,92,94,130
2.01E-05,42,92,163,,,,,0.0000182,4,32,130
1.81E-05,37,22,159,,,,,0.000019,42,51,130
2.26E-05,18,129,171,,,,,0.0000288,19,48,130
2.02E-05,32,89,167,,,,,0.0000188,30,56,131
2.09E-05,42,106,174,,,,,0.000022,10,111,131
2.52E-05,26,147,180,,,,,0.0000206,34,101,131
1.84E-05,36,38,180,,,,,0.0000174,23,15,131
2.19E-05,16,97,170,,,,,0.0000204,19,97,131
2.40E-05,8,156,169,,,,,0.0000232,40,121,131
2.05E-05,19,104,166,,,,,0.000021,91,62,131
2.20E-05,39,151,171,,,,,0.0000191,95,32,131
2.11E-05,21,117,168,,,,,0.0000216,35,111,131
1.69E-05,26,3,166,,,,,0.0000216,39,128,131
2.23E-05,93,155,166,,,,,0.0000194,39,70,131
2.13E-05,21,131,166,,,,,0.0000193,40,62,131
1.85E-05,95,38,168,,,,,0.0000203,20,86,131
2.22E-05,93,152,166,,,,,0.0000197,18,77,131
2.17E-05,21,127,163,,,,,0.0000185,92,39,131
1.75E-05,41,15,168,,,,,0.0000212,40,53,131
2.15E-05,12,130,170,,,,,0.0000311,92,26,131
2.20E-05,19,136,166,,,,,0.0000181,39,17,131
2.27E-05,91,160,172,,,,,0.0000179,7,30,131
2.02E-05,93,99,174,,,,,0.0000173,23,10,132
1.77E-05,24,18,177,,,,,0.0000176,35,17,132
2.05E-05,2,97,178,,,,,0.0000211,22,112,132
1.98E-05,33,76,177,,,,,0.0000212,38,125,132
1.98E-05,21,49,170,,,,,0.000017,18,7,132
1.80E-05,14,9,170,,,,,0.0000199,13,79,132
2.00E-05,95,74,156,,,,,0.0000214,18,129,132
2.01E-05,13,87,157,,,,,0.0000183,43,15,132
2.08E-05,34,114,145,,,,,0.0000197,33,43,132
2.03E-05,40,99,143,,,,,0.0000174,18,18,132
2.54E-05,13,47,148,,,,,0.0000189,27,16,132
1.74E-05,14,18,148,,,,,0.0000169,16,1,133
2.02E-05,28,94,133,,,,,0.0000212,93,122,133
2.16E-05,35,111,131,,,,,0.0000201,19,83,133
2.04E-05,91,65,128,,,,,0.0000192,19,64,133
1.83E-05,92,39,125,,,,,0.0000361,33,84,133
1.90E-05,2,13,129,,,,,0.0000181,2,34,133
1.86E-05,7,22,122,,,,,0.0000175,92,12,133
2.64E-05,35,97,113,,,,,0.0000172,10,8,133
1.97E-05,23,73,110,,,,,0.0000175,27,16,133
1.71E-05,22,12,104,,,,,0.0000175,39,14,133
2.63E-05,42,72,104,,,,,0.0000192,92,59,133
1.86E-05,41,51,109,,,,,0.0000239,10,117,133
1.75E-05,38,7,118,,,,,0.0000226,9,123,133
2.15E-05,3,124,129,,,,,0.0000202,28,94,133
1.93E-05,20,70,130,,,,,0.0000181,37,25,133
1.94E-05,11,67,128,,,,,0.0000202,39,55,133
1.83E-05,91,38,129,,,,,0.0000252,37,78,133
2.01E-05,43,89,129,,,,,0.0000197,1,70,134
1.95E-05,28,70,127,,,,,0.000024,25,54,134
2.17E-05,92,94,130,,,,,0.0000286,45,35,134
1.82E-05,30,5,128,,,,,0.0000191,91,25,134
2.16E-05,39,128,131,,,,,0.0000192,93,52,134
2.05E-05,16,76,121,,,,,0.00002,15,88,134
2.02E-05,5,66,120,,,,,0.0000214,3,88,134
2.14E-05,29,104,120,,,,,0.0000205,25,73,134
2.02E-05,9,70,120,,,,,0.0000198,34,14,134
1.82E-05,40,13,121,,,,,0.0000196,93,59,135
1.80E-05,95,17,120,,,,,0.0000198,12,83,135
1.72E-05,26,9,120,,,,,0.0000216,41,70,135
1.69E-05,13,2,119,,,,,0.0000191,39,32,135
2.05E-05,22,106,120,,,,,0.000019,11,57,135
1.92E-05,20,67,126,,,,,0.0000221,31,121,135
9.72E-05,25,94,116,,,,,0.0000248,9,131,135
1.97E-05,6,52,122,,,,,0.0000186,27,27,135
2.04E-05,19,76,122,,,,,0.0000334,3,99,135
3.52E-05,92,95,128,,,,,0.000017,9,3,136
1.98E-05,94,44,125,,,,,0.0000201,30,40,136
0.0001852,95,76,126,,,,,0.0000222,19,101,136
1.94E-05,23,41,126,,,,,0.0000364,39,83,136
1.94E-05,39,70,131,,,,,0.000018,36,27,136
1.93E-05,40,62,131,,,,,0.0000211,25,118,136
2.03E-05,20,86,131,,,,,0.0000203,19,92,136
2.05E-05,43,101,143,,,,,0.0000195,21,50,136
1.81E-05,23,33,146,,,,,0.0000179,27,26,136
9.97E-05,2,135,148,,,,,0.0000255,7,135,137
2.14E-05,11,101,159,,,,,0.0000273,92,115,137
2.22E-05,10,158,161,,,,,0.000019,42,38,137
2.07E-05,39,86,161,,,,,0.0000191,31,61,137
1.81E-05,25,25,163,,,,,0.0000275,35,0,137
2.02E-05,32,94,157,,,,,0.0000192,31,64,137
1.77E-05,23,13,161,,,,,0.0000181,44,13,137
1.97E-05,35,81,160,,,,,0.0000183,40,37,137
1.93E-05,9,71,158,,,,,0.000018,91,32,137
1.73E-05,94,3,158,,,,,0.0000174,40,15,137
1.74E-05,5,13,158,,,,,0.0000187,94,51,137
1.75E-05,95,19,156,,,,,0.0000212,25,92,138
1.84E-05,45,42,156,,,,,0.0000188,30,32,138
1.70E-05,13,3,156,,,,,0.0000382,12,91,138
2.12E-05,26,125,159,,,,,0.0000212,11,123,138
2.25E-05,26,126,155,,,,,0.000018,25,32,138
2.19E-05,19,127,153,,,,,0.0000686,24,75,138
1.98E-05,40,78,146,,,,,0.0000228,44,82,138
1.83E-05,40,37,137,,,,,0.0000213,18,123,138
2.12E-05,18,91,129,,,,,0.0000207,11,113,138
3.72E-05,10,112,129,,,,,0.0000196,6,76,139
2.39E-05,16,82,129,,,,,0.000022,28,128,139
1.97E-05,31,80,118,,,,,0.0000183,93,38,139
2.04E-05,36,88,119,,,,,0.0000215,20,102,139
2.24E-05,10,100,118,,,,,0.0000213,92,100,139
1.72E-05,94,6,115,,,,,0.0000201,95,95,139
1.72E-05,91,10,119,,,,,0.0000201,6,91,139
1.75E-05,42,13,111,,,,,0.0000215,30,107,139
1.77E-05,35,25,115,,,,,0.0000206,6,78,139
1.86E-05,44,51,122,,,,,0.0000282,33,9,139
1.87E-05,94,54,115,,,,,0.0000869,36,18,139
2.18E-05,14,11,116,,,,,0.0000201,12,93,139
2.77E-05,36,81,120,,,,,0.0000182,2,24,139
1.79E-05,3,30,123,,,,,0.0000194,7,15,139
2.60E-05,17,41,122,,,,,0.0000252,1,6,139
2.12E-05,7,91,123,,,,,0.0000276,39,74,140
2.84E-05,94,68,121,,,,,0.0000189,19,27,140
1.94E-05,32,41,119,,,,,0.0000196,6,76,140
1.92E-05,36,24,120,,,,,0.0000172,91,8,140
1.92E-05,44,45,117,,,,,0.0000179,18,5,140
1.69E-05,8,2,113,,,,,0.0000197,40,55,140
2.00E-05,3,92,108,,,,,0.0000191,8,22,140
1.75E-05,9,16,111,,,,,0.0001842,31,57,140
1.97E-05,15,79,113,,,,,0.0000209,44,114,140
2.68E-05,4,49,111,,,,,0.0000181,31,34,140
2.01E-05,43,91,127,,,,,0.0000199,41,85,140
1.81E-05,37,25,133,,,,,0.000037,39,33,140
1.78E-05,31,16,127,,,,,0.00002,27,73,141
1.97E-05,18,77,131,,,,,0.0000201,1,71,141
1.85E-05,92,39,131,,,,,0.00002,18,2,141
2.12E-05,40,53,131,,,,,0.0000316,95,109,141
1.80E-05,91,32,137,,,,,0.0000189,36,21,141
1.99E-05,41,85,140,,,,,0.0000211,91,119,141
2.09E-05,40,38,148,,,,,0.0000201,7,93,141
1.71E-05,40,4,169,,,,,0.0000199,1,11,141
2.97E-05,7,128,169,,,,,0.000022,23,137,141
2.03E-05,25,97,169,,,,,0.0000208,8,107,142
2.34E-05,31,158,169,,,,,0.0000213,8,126,142
1.95E-05,95,63,172,,,,,0.0000191,27,28,142
2.31E-05,22,93,176,,,,,0.0000206,20,30,142
2.24E-05,2,157,172,,,,,0.0000236,2,18,142
1.71E-05,6,7,169,,,,,0.0000184,38,9,142
1.93E-05,92,66,167,,,,,0.0000211,91,85,142
2.05E-05,16,102,165,,,,,0.0000316,27,71,142
2.29E-05,36,155,168,,,,,0.0000203,10,76,142
2.18E-05,13,139,160,,,,,0.0000178,9,5,142
1.93E-05,12,66,157,,,,,0.0000179,44,17,142
1.77E-05,8,21,158,,,,,0.0000189,4,48,142
1.83E-05,34,24,157,,,,,0.0000185,24,10,142
1.96E-05,28,74,161,,,,,0.0000242,6,138,142
1.98E-05,13,75,188,,,,,0.0000195,22,38,142
2.25E-05,26,158,187,,,,,0.0000187,42,41,142
2.04E-05,14,96,184,,,,,0.0000208,36,120,143
2.01E-05,95,90,173,,,,,0.0000217,22,136,143
2.19E-05,41,151,176,,,,,0.0000222,41,132,143
1.86E-05,91,46,169,,,,,0.0000211,26,105,143
2.42E-05,10,114,173,,,,,0.000018,34,32,143
2.73E-05,2,36,165,,,,,0.0000216,38,122,143
2.35E-05,13,162,166,,,,,0.0000203,40,99,143
1.94E-05,33,41,165,,,,,0.0000205,43,101,143
2.32E-05,32,45,167,,,,,0.0000172,10,10,143
2.23E-05,11,130,167,,,,,0.0000171,21,6,143
1.78E-05,40,2,166,,,,,0.0000181,10,30,144
2.36E-05,9,153,168,,,,,0.0000171,35,7,144
1.92E-05,34,58,151,,,,,0.000019,45,49,144
2.06E-05,5,100,159,,,,,0.0000217,10,109,144
1.87E-05,20,51,158,,,,,0.0000284,27,45,144
2.19E-05,41,83,155,,,,,0.0000179,38,38,144
2.32E-05,9,143,155,,,,,0.0000201,7,80,144
2.02E-05,7,66,163,,,,,0.000018,23,7,144
0.0001062,22,69,161,,,,,0.0000201,43,90,144
3.77E-05,10,156,162,,,,,0.0000235,39,126,144
3.26E-05,92,51,154,,,,,0.0000216,18,124,145
1.80E-05,17,4,155,,,,,0.0000197,93,48,145
2.01E-05,16,93,160,,,,,0.0000217,19,3,145
1.98E-05,22,63,167,,,,,0.0000188,92,51,145
2.51E-05,9,161,178,,,,,0.0000208,34,114,145
2.26E-05,27,147,177,,,,,0.0000206,94,64,145
2.38E-05,29,169,174,,,,,0.0000214,32,122,146
1.80E-05,43,0,173,,,,,0.0000268,29,101,146
2.32E-05,37,164,176,,,,,0.0000217,92,123,146
1.86E-05,35,18,177,,,,,0.0000183,93,43,146
1.97E-05,21,59,184,,,,,0.0000219,38,18,146
1.77E-05,19,24,183,,,,,0.0000249,5,1,146
2.10E-05,8,102,183,,,,,0.0000264,8,88,146
2.35E-05,3,175,184,,,,,0.0000181,23,33,146
2.28E-05,28,76,187,,,,,0.0000198,40,78,146
2.09E-05,28,70,181,,,,,0.0000354,12,8,146
2.32E-05,20,116,179,,,,,0.0000191,2,20,146
1.78E-05,30,21,178,,,,,0.0000274,94,55,146
2.45E-05,93,161,185,,,,,0.0000186,25,48,147
1.91E-05,35,47,211,,,,,0.000021,28,109,147
2.32E-05,16,178,218,,,,,0.0000205,6,100,147
1.92E-05,37,61,213,,,,,0.0000204,26,98,148
2.28E-05,25,168,223,,,,,0.0000194,94,52,148
2.21E-05,29,143,228,,,,,0.0000224,8,133,148
1.98E-05,24,80,227,,,,,0.0000205,8,95,148
2.35E-05,41,150,232,,,,,0.000021,37,114,148
2.12E-05,35,125,247,,,,,0.0000226,91,65,148
3.75E-05,14,215,252,,,,,0.0000185,18,39,148
2.38E-05,25,197,252,,,,,0.000022,17,142,148
1.89E-05,16,57,249,,,,,0.0000254,13,47,148
3.14E-05,26,158,245,,,,,0.0000174,14,18,148
2.54E-05,8,244,256,,,,,0.0000997,2,135,148
1.97E-05,45,78,257,,,,,0.0000209,40,38,148
2.70E-05,31,239,255,,,,,0.0000188,39,25,148
2.39E-05,37,200,261,,,,,0.0000188,2,45,148
1.88E-05,34,52,257,,,,,0.0000179,27,2,149
1.93E-05,31,71,262,,,,,0.000021,29,119,149
2.18E-05,17,137,277,,,,,0.0000206,7,94,149
1.84E-05,23,9,268,,,,,0.0000218,21,125,149
2.20E-05,95,148,275,,,,,0.0000198,17,78,149
2.18E-05,37,137,277,,,,,0.0000194,91,69,150
1.80E-05,1,22,279,,,,,0.0000171,16,0,150
1.96E-05,28,68,284,,,,,0.0000196,22,61,150
2.49E-05,33,224,293,,,,,0.0000212,14,126,150
2.48E-05,94,227,294,,,,,0.0000187,91,44,150
2.12E-05,94,123,296,,,,,0.0000215,2,128,150
1.99E-05,91,85,310,,,,,0.0000209,7,92,151
1.86E-05,36,54,298,,,,,0.0000231,23,146,151
1.83E-05,41,35,298,,,,,0.0000191,20,19,151
2.76E-05,13,179,285,,,,,0.0000174,25,11,151
2.55E-05,21,223,284,,,,,0.0000192,34,58,151
2.55E-05,5,249,282,,,,,0.0000192,20,69,152
2.77E-05,23,276,283,,,,,0.0000197,14,79,152
2.25E-05,8,165,285,,,,,0.0000204,32,96,152
2.41E-05,91,207,280,,,,,0.000025,24,139,152
2.66E-05,91,207,280,,,,,0.0000189,30,39,152
2.30E-05,13,173,284,,,,,0.0000215,25,119,152
1.78E-05,44,19,282,,,,,0.0000206,37,99,152
2.09E-05,15,110,277,,,,,0.0000202,19,85,152
2.55E-05,39,215,276,,,,,0.0000176,16,16,152
2.37E-05,41,111,275,,,,,0.000022,37,137,152
2.64E-05,39,268,273,,,,,0.0000262,8,9,153
3.11E-05,4,157,268,,,,,0.0000179,31,33,153
2.94E-05,8,256,267,,,,,0.0000194,94,29,153
2.55E-05,43,227,269,,,,,0.000031,27,114,153
2.18E-05,15,111,280,,,,,0.000018,40,18,153
3.10E-05,5,254,290,,,,,0.0000171,30,5,153
2.33E-05,5,155,296,,,,,0.0000219,19,127,153
2.24E-05,41,109,285,,,,,0.0000191,29,44,153
2.49E-05,22,206,293,,,,,0.0000212,39,33,153
2.29E-05,25,145,293,,,,,0.000019,41,59,153
2.57E-05,31,230,292,,,,,0.000022,28,123,154
2.19E-05,16,131,291,,,,,0.0000311,31,117,154
2.26E-05,94,161,294,,,,,0.0000198,37,83,154
2.59E-05,36,249,297,,,,,0.0000213,27,65,154
2.18E-05,95,135,297,,,,,0.0000188,30,46,154
2.33E-05,13,179,308,,,,,0.0000177,91,25,154
2.27E-05,93,128,306,,,,,0.0000326,92,51,154
2.58E-05,38,242,305,,,,,0.0000236,22,117,154
2.31E-05,35,171,305,,,,,0.0000171,19,2,154
1.81E-05,13,37,298,,,,,0.0000203,24,92,154
2.15E-05,92,134,291,,,,,0.0000443,38,113,154
2.18E-05,16,140,287,,,,,0.0000218,21,141,155
2.49E-05,1,218,291,,,,,0.0000173,32,8,155
2.02E-05,95,87,289,,,,,0.0000176,7,12,155
2.03E-05,6,94,282,,,,,0.0000214,15,94,155
1.94E-05,12,62,282,,,,,0.0000226,44,149,155
2.84E-05,92,161,285,,,,,0.0000212,19,98,155
2.39E-05,25,201,284,,,,,0.0000212,32,115,155
2.61E-05,43,246,283,,,,,0.0000172,92,5,155
2.09E-05,13,83,285,,,,,0.0000225,26,126,155
2.52E-05,1,207,276,,,,,0.0000219,41,83,155
1.89E-05,5,59,277,,,,,0.0000232,9,143,155
1.80E-05,27,30,273,,,,,0.000018,17,4,155
2.33E-05,5,184,275,,,,,0.0000205,22,97,156
2.05E-05,93,94,282,,,,,0.0000176,43,7,156
1.91E-05,5,62,282,,,,,0.0000256,37,50,156
1.97E-05,95,73,280,,,,,0.00002,95,74,156
2.44E-05,16,207,277,,,,,0.0000175,95,19,156
2.07E-05,41,106,281,,,,,0.0000184,45,42,156
2.60E-05,42,263,289,,,,,0.000017,13,3,156
1.73E-05,22,16,289,,,,,0.0000315,30,34,156
2.99E-05,20,297,303,,,,,0.0000229,7,59,156
1.83E-05,22,31,308,,,,,0.000033,3,65,156
2.39E-05,7,197,315,,,,,0.0000221,94,117,156
2.49E-05,39,176,315,,,,,0.0000189,15,43,156
1.72E-05,35,7,321,,,,,0.0000263,41,57,156
2.24E-05,7,159,317,,,,,0.0000204,92,68,157
2.47E-05,28,188,315,,,,,0.0000188,14,55,157
2.11E-05,4,90,313,,,,,0.0000201,13,87,157
2.50E-05,92,214,312,,,,,0.0000202,32,94,157
2.37E-05,36,155,315,,,,,0.0000193,12,66,157
3.74E-05,95,132,313,,,,,0.0000183,34,24,157
2.90E-05,12,111,310,,,,,0.0000351,45,128,157
2.16E-05,14,136,300,,,,,0.0000198,35,87,157
2.31E-05,14,184,299,,,,,0.0000185,40,43,158
3.58E-05,28,238,297,,,,,0.0000225,32,142,158
2.36E-05,35,182,299,,,,,0.0000342,38,103,158
2.36E-05,22,190,291,,,,,0.0000191,13,29,158
3.11E-05,91,74,284,,,,,0.0000214,4,115,158
1.72E-05,27,12,279,,,,,0.0000207,7,69,158
2.35E-05,15,185,273,,,,,0.0000221,44,107,158
3.08E-05,22,198,272,,,,,0.0000193,9,71,158
3.86E-05,41,224,272,,,,,0.0000173,94,3,158
2.14E-05,13,135,263,,,,,0.0000174,5,13,158
2.08E-05,5,105,259,,,,,0.0000177,8,21,158
2.47E-05,43,226,256,,,,,0.0000187,20,51,158
2.20E-05,35,148,254,,,,,0.0000192,16,64,158
2.25E-05,14,162,255,,,,,0.00002,92,78,159
1.92E-05,4,66,247,,,,,0.0000176,7,19,159
2.52E-05,2,237,247,,,,,0.0000242,2,148,159
1.74E-05,91,8,246,,,,,0.0000181,37,22,159
1.88E-05,91,54,248,,,,,0.0000214,11,101,159
1.70E-05,5,7,244,,,,,0.0000212,26,125,159
2.40E-05,93,204,240,,,,,0.0000206,5,100,159
1.78E-05,16,16,233,,,,,0.000022,14,25,159
2.52E-05,7,205,236,,,,,0.0000192,30,31,159
2.09E-05,24,35,233,,,,,0.0000203,5,82,159
2.57E-05,26,173,225,,,,,0.0000196,2,58,160
2.89E-05,17,132,225,,,,,0.0000227,32,121,160
2.23E-05,13,159,228,,,,,0.0000239,40,83,160
1.68E-05,12,1,220,,,,,0.0000197,35,81,160
2.03E-05,21,58,230,,,,,0.0000218,13,139,160
2.41E-05,33,199,236,,,,,0.0000201,16,93,160
1.95E-05,91,68,238,,,,,0.0000196,30,51,160
2.51E-05,40,235,245,,,,,0.0000184,34,13,160
2.06E-05,28,101,235,,,,,0.0000232,13,156,160
1.88E-05,18,44,216,,,,,0.0000197,4,54,161
2.25E-05,17,157,211,,,,,0.000019,91,55,161
2.22E-05,12,68,217,,,,,0.0000219,16,121,161
2.11E-05,32,115,216,,,,,0.0000237,95,38,161
1.99E-05,42,82,221,,,,,0.000022,35,146,161
1.96E-05,16,75,216,,,,,0.0001039,16,121,161
1.97E-05,16,77,227,,,,,0.0000169,6,2,161
2.01E-05,13,91,226,,,,,0.0000189,7,39,161
2.40E-05,10,196,211,,,,,0.0000222,10,158,161
1.84E-05,42,45,208,,,,,0.0000207,39,86,161
1.85E-05,38,36,212,,,,,0.0000177,23,13,161
1.90E-05,16,55,205,,,,,0.0000196,28,74,161
2.72E-05,31,43,206,,,,,0.0001062,22,69,161
1.74E-05,37,1,208,,,,,0.0000189,41,53,161
1.91E-05,40,57,209,,,,,0.0000181,15,32,161
2.22E-05,93,59,208,,,,,0.0000187,24,41,162
2.17E-05,38,64,211,,,,,0.0000194,21,39,162
1.82E-05,7,34,210,,,,,0.0000193,19,74,162
2.05E-05,95,104,214,,,,,0.0000309,35,139,162
2.47E-05,41,195,216,,,,,0.00003,22,83,162
1.88E-05,27,27,216,,,,,0.0000179,12,16,162
1.81E-05,28,29,217,,,,,0.0000377,10,156,162
2.17E-05,28,142,214,,,,,0.0000308,37,146,163
2.47E-05,29,123,217,,,,,0.0000195,4,70,163
2.30E-05,17,165,218,,,,,0.0000208,36,98,163
2.17E-05,15,135,222,,,,,0.0000235,1,132,163
1.76E-05,37,14,226,,,,,0.0000215,40,121,163
1.89E-05,1,57,226,,,,,0.0000201,42,92,163
2.01E-05,9,89,226,,,,,0.0000217,21,127,163
2.33E-05,4,168,236,,,,,0.0000181,25,25,163
2.39E-05,38,179,238,,,,,0.0000202,7,66,163
2.10E-05,9,91,235,,,,,0.0000172,3,6,163
1.82E-05,6,2,233,,,,,0.0000224,92,7,163
2.12E-05,15,115,232,,,,,0.0000207,34,110,163
1.93E-05,23,39,231,,,,,0.0000227,95,29,163
2.39E-05,22,191,231,,,,,0.0000183,9,10,163
2.52E-05,30,198,217,,,,,0.0000326,7,152,163
2.15E-05,12,135,216,,,,,0.000022,16,145,164
2.25E-05,17,158,222,,,,,0.0000299,39,120,164
2.22E-05,42,151,221,,,,,0.0000202,32,70,164
1.93E-05,9,71,199,,,,,0.0000204,36,95,164
2.43E-05,45,181,200,,,,,0.0000213,3,123,165
1.86E-05,23,16,200,,,,,0.0000179,45,23,165
2.04E-05,39,100,201,,,,,0.0000197,95,72,165
2.28E-05,92,168,200,,,,,0.0000227,20,135,165
2.11E-05,14,124,206,,,,,0.0000263,92,8,165
2.24E-05,42,155,205,,,,,0.0000266,5,161,165
2.56E-05,33,121,196,,,,,0.0000225,95,100,165
2.16E-05,92,135,197,,,,,0.0000205,16,102,165
2.07E-05,14,96,197,,,,,0.0000273,2,36,165
2.34E-05,41,174,195,,,,,0.0000194,33,41,165
2.09E-05,28,105,195,,,,,0.000021,19,107,165
2.21E-05,32,147,188,,,,,0.0000196,24,40,165
1.89E-05,30,58,180,,,,,0.0000182,11,31,166
1.93E-05,36,60,174,,,,,0.0000296,30,46,166
2.45E-05,1,161,179,,,,,0.0000203,6,90,166
2.87E-05,14,75,187,,,,,0.000021,34,91,166
1.81E-05,5,28,187,,,,,0.0000187,5,15,166
1.93E-05,37,67,178,,,,,0.0000205,19,104,166
2.42E-05,1,170,176,,,,,0.0000169,26,3,166
1.86E-05,37,16,175,,,,,0.0000223,93,155,166
2.86E-05,11,129,184,,,,,0.0000213,21,131,166
2.05E-05,17,15,185,,,,,0.0000222,93,152,166
2.14E-05,29,110,183,,,,,0.000022,19,136,166
1.93E-05,2,50,177,,,,,0.0000235,13,162,166
2.18E-05,31,132,181,,,,,0.0000178,40,2,166
2.29E-05,13,166,184,,,,,0.0000213,20,121,166
2.14E-05,13,128,183,,,,,0.000018,91,4,166
2.33E-05,35,35,186,,,,,0.0000225,94,144,167
1.91E-05,9,66,193,,,,,0.0000205,92,102,167
2.17E-05,37,134,179,,,,,0.0000191,10,52,167
2.09E-05,20,105,176,,,,,0.0000202,32,88,167
1.97E-05,93,75,187,,,,,0.0000218,3,130,167
1.88E-05,35,52,186,,,,,0.0000218,34,138,167
2.65E-05,38,139,180,,,,,0.0000201,30,88,167
2.14E-05,24,120,188,,,,,0.0000218,93,78,167
2.17E-05,20,138,187,,,,,0.0000202,32,89,167
3.23E-05,10,174,176,,,,,0.0000193,92,66,167
1.96E-05,22,43,173,,,,,0.0000232,32,45,167
2.23E-05,5,37,174,,,,,0.0000223,11,130,167
2.79E-05,37,105,179,,,,,0.0000198,22,63,167
1.98E-05,20,90,178,,,,,0.0000185,95,41,167
2.31E-05,30,170,178,,,,,0.0000182,29,23,167
2.11E-05,45,113,182,,,,,0.0000257,40,1,167
2.27E-05,18,166,183,,,,,0.0000191,17,59,168
1.92E-05,24,64,205,,,,,0.0000181,39,30,168
2.20E-05,38,115,213,,,,,0.0000282,21,105,168
2.33E-05,92,154,222,,,,,0.0000181,91,27,168
2.42E-05,37,158,222,,,,,0.0000194,42,66,168
1.85E-05,24,43,227,,,,,0.0000232,1,152,168
4.19E-05,23,193,231,,,,,0.0000211,21,117,168
2.94E-05,6,74,230,,,,,0.0000185,95,38,168
2.28E-05,28,108,213,,,,,0.0000175,41,15,168
2.05E-05,39,94,216,,,,,0.0000229,36,155,168
1.94E-05,91,69,218,,,,,0.0000236,9,153,168
2.07E-05,17,107,217,,,,,0.0000188,45,56,169
1.99E-05,22,91,206,,,,,0.0000215,13,129,169
2.00E-05,18,85,211,,,,,0.000024,8,156,169
2.47E-05,15,210,213,,,,,0.0000171,40,4,169
2.21E-05,93,135,212,,,,,0.0000297,7,128,169
2.38E-05,31,187,213,,,,,0.0000203,25,97,169
1.77E-05,8,12,207,,,,,0.0000234,31,158,169
1.84E-05,91,34,199,,,,,0.0000171,6,7,169
2.31E-05,29,183,202,,,,,0.0000186,91,46,169
