cas operacie,vlozene cislo,priorita,velkost frontu,,,
5.00E-07,32,1269,312,,,
4.00E-07,4,8555,313,,,
9.00E-07,17,2261,314,,,
5.00E-07,23,3004,315,,,
5.00E-07,5,133,314,,,
6.00E-07,9,590,315,,,
6.00E-07,11,3539,315,,,
5.00E-07,35,458,316,,,
5.00E-07,28,5578,316,,,
5.00E-07,45,1524,317,,,
5.00E-07,33,4282,317,,,
5.00E-07,48,9532,317,,,
4.00E-07,24,9124,318,,,
4.00E-07,17,5965,319,,,
4.00E-07,31,7808,318,,,
5.00E-07,6,7591,318,,,
8.00E-07,37,9556,319,,,
5.00E-07,44,3022,319,,,
4.00E-07,7,7274,320,,,
4.00E-07,1,8762,321,,,
4.00E-07,10,6350,321,,,
4.00E-07,1,6325,322,,,
5.00E-07,26,7234,323,,,
6.00E-07,11,2967,324,,,
9.00E-07,24,3761,325,,,
5.00E-07,45,759,326,,,
5.00E-07,31,1950,327,,,
8.00E-07,39,1422,327,,,
5.00E-07,4,6071,328,,,
7.00E-07,19,4044,329,,,
8.00E-07,2,3564,330,,,
6.00E-07,30,7,330,,,
4.00E-07,49,6966,331,,,
8.00E-07,14,8681,332,,,
8.00E-07,29,2187,333,,,
7.00E-07,6,9913,332,,,
5.00E-07,18,2656,333,,,
6.00E-07,1,5210,334,,,
5.00E-07,1,789,335,,,
6.00E-07,12,4648,335,,,
1.00E-06,15,1757,336,,,
6.00E-07,15,4169,336,,,
6.00E-07,25,3906,335,,,
8.00E-07,25,7334,336,,,
7.00E-07,11,240,337,,,
7.00E-07,16,8745,337,,,
9.00E-07,37,4698,338,,,
7.00E-07,10,702,338,,,
1.90E-06,14,408,339,,,
4.00E-07,30,5947,340,,,
5.00E-07,25,9565,338,,,
6.00E-07,12,795,337,,,
6.00E-07,16,2731,338,,,
5.00E-07,37,1544,339,,,
6.00E-07,32,3621,339,,,
7.00E-07,17,3723,340,,,
4.00E-07,49,6328,341,,,
