cas operacie,index prvku,dlzka zoznamu,,,sum,pocet
8.54E-05,37,51,,,,
8.86E-05,43,47,,,,
8.35E-05,8,49,,,,
8.38E-05,16,50,,,,
8.51E-05,28,48,,,,
8.38E-05,40,48,,,,
9.06E-05,8,49,,,,
8.35E-05,21,48,,,,
8.34E-05,15,47,,,,
8.32E-05,17,46,,,,
8.37E-05,10,43,,,,
8.31E-05,15,42,,,,
8.39E-05,10,47,,,,
8.40E-05,12,44,,,,
8.36E-05,31,44,,,,
8.33E-05,9,43,,,,
8.36E-05,17,45,,,,
8.41E-05,4,45,,,,
8.49E-05,17,42,,,,
8.40E-05,33,46,,,,
8.38E-05,2,45,,,,
8.38E-05,4,44,,,,
8.40E-05,23,41,,,,
8.49E-05,30,38,,,,
9.14E-05,13,39,,,,
8.39E-05,32,37,,,,
9.17E-05,10,36,,,,
8.40E-05,7,35,,,,
8.38E-05,12,34,,,,
8.37E-05,22,40,,,,
8.35E-05,9,39,,,,
8.39E-05,23,39,,,,
8.38E-05,9,39,,,,
0.0001986,39,40,,,,
8.33E-05,17,40,,,,
9.16E-05,19,42,,,,
8.39E-05,9,41,,,,
8.75E-05,2,42,,,,
8.45E-05,15,41,,,,
8.39E-05,29,40,,,,
8.37E-05,27,41,,,,
8.41E-05,22,44,,,,
8.37E-05,23,43,,,,
8.42E-05,34,42,,,,
8.53E-05,29,39,,,,
8.59E-05,4,34,,,,
8.49E-05,22,33,,,,
8.46E-05,28,32,,,,
0.000112,1,26,,,,
0.0001153,21,25,,,,
0.0001023,6,23,,,,
8.49E-05,13,26,,,,
8.43E-05,8,25,,,,
8.41E-05,24,25,,,,
0.0001583,16,27,,,,
0.0001112,13,23,,,,
0.000174,20,23,,,,
8.52E-05,11,23,,,,
8.55E-05,12,22,,,,
8.47E-05,16,21,,,,
0.0001073,9,21,,,,
0.0001156,0,19,,,,
8.80E-05,10,19,,,,
8.41E-05,8,17,,,,
8.41E-05,0,17,,,,
8.38E-05,0,25,,,,
8.39E-05,1,24,,,,
8.39E-05,13,23,,,,
8.40E-05,17,21,,,,
0.0001602,9,21,,,,
0.0001551,5,22,,,,
8.43E-05,19,22,,,,
8.93E-05,20,21,,,,
8.38E-05,2,20,,,,
8.43E-05,14,20,,,,
0.0001877,7,19,,,,
8.93E-05,13,17,,,,
8.46E-05,4,17,,,,
8.43E-05,14,18,,,,
8.38E-05,7,17,,,,
8.46E-05,13,15,,,,
8.46E-05,9,13,,,,
8.60E-05,5,13,,,,
8.48E-05,13,14,,,,
