cas operacie,cislo,index prvku,dlzka zoznamu,,sum,pocet
2.47E-05,75,172,234,,,
2.59E-05,74,54,229,,,
2.57E-05,83,208,229,,,
2.58E-05,86,72,229,,,
2.59E-05,89,35,229,,,
2.54E-05,83,88,227,,,
2.68E-05,85,121,226,,,
2.46E-05,86,163,223,,,
2.49E-05,89,175,224,,,
2.48E-05,78,196,227,,,
2.46E-05,89,16,229,,,
2.45E-05,86,58,229,,,
2.46E-05,89,98,228,,,
2.48E-05,78,21,229,,,
2.46E-05,78,205,229,,,
2.45E-05,89,161,230,,,
2.47E-05,76,88,234,,,
2.45E-05,78,120,236,,,
2.44E-05,86,150,236,,,
3.04E-05,87,212,232,,,
2.56E-05,78,140,234,,,
2.93E-05,78,37,232,,,
2.60E-05,84,150,232,,,
2.48E-05,71,52,225,,,
2.52E-05,81,66,227,,,
2.46E-05,85,225,227,,,
3.04E-05,80,69,229,,,
2.47E-05,86,24,234,,,
3.14E-05,73,29,232,,,
2.70E-05,81,163,237,,,
2.46E-05,75,222,234,,,
3.09E-05,90,117,236,,,
2.83E-05,75,154,236,,,
2.51E-05,87,48,235,,,
2.46E-05,84,209,239,,,
2.50E-05,72,68,239,,,
2.45E-05,87,188,239,,,
2.49E-05,90,144,239,,,
2.49E-05,85,174,238,,,
2.45E-05,76,52,236,,,
2.47E-05,80,52,237,,,
2.47E-05,75,80,237,,,
2.47E-05,88,191,237,,,
2.48E-05,83,89,237,,,
2.48E-05,87,21,237,,,
2.47E-05,79,149,234,,,
2.46E-05,76,39,234,,,
2.48E-05,75,192,234,,,
2.54E-05,75,164,232,,,
2.88E-05,71,45,231,,,
2.46E-05,85,211,232,,,
2.47E-05,77,104,235,,,
2.51E-05,72,79,236,,,
2.46E-05,81,201,227,,,
2.69E-05,78,109,225,,,
3.09E-05,74,194,227,,,
2.47E-05,74,72,224,,,
2.45E-05,79,180,229,,,
2.53E-05,88,194,230,,,
2.45E-05,86,142,236,,,
2.89E-05,82,24,235,,,
3.04E-05,88,131,243,,,
2.58E-05,78,54,242,,,
2.48E-05,82,60,249,,,
2.46E-05,77,87,247,,,
3.26E-05,84,134,246,,,
2.86E-05,86,59,249,,,
2.46E-05,75,32,250,,,
2.99E-05,80,238,254,,,
2.80E-05,78,170,255,,,
3.00E-05,77,27,253,,,
3.75E-05,79,233,251,,,
2.51E-05,76,248,251,,,
3.59E-05,85,136,254,,,
2.58E-05,88,143,252,,,
4.48E-05,82,100,259,,,
2.58E-05,80,184,265,,,
2.56E-05,76,222,266,,,
2.58E-05,72,141,271,,,
3.14E-05,79,90,272,,,
2.57E-05,75,259,276,,,
2.57E-05,76,4,276,,,
3.09E-05,85,109,277,,,
3.41E-05,88,226,277,,,
2.55E-05,75,100,284,,,
2.46E-05,77,72,284,,,
2.45E-05,86,248,284,,,
2.52E-05,87,245,283,,,
2.51E-05,84,187,281,,,
2.67E-05,78,32,282,,,
2.47E-05,75,227,283,,,
2.53E-05,77,225,286,,,
2.47E-05,77,201,286,,,
2.53E-05,71,242,285,,,
2.46E-05,83,245,280,,,
4.52E-05,88,49,281,,,
2.60E-05,90,128,281,,,
2.56E-05,87,276,281,,,
2.55E-05,71,62,280,,,
3.20E-05,85,215,275,,,
2.64E-05,84,77,279,,,
2.49E-05,85,256,277,,,
2.47E-05,88,45,276,,,
2.87E-05,87,87,277,,,
2.49E-05,87,37,283,,,
2.59E-05,77,113,283,,,
3.21E-05,88,132,287,,,
2.51E-05,86,96,287,,,
2.46E-05,85,200,290,,,
2.48E-05,72,213,290,,,
2.86E-05,81,100,293,,,
2.51E-05,76,111,293,,,
2.46E-05,84,44,293,,,
2.97E-05,80,260,294,,,
2.61E-05,85,288,292,,,
2.50E-05,80,88,292,,,
2.47E-05,72,198,291,,,
2.47E-05,73,180,291,,,
2.50E-05,85,91,288,,,
2.49E-05,85,103,289,,,
2.47E-05,83,90,300,,,
2.45E-05,78,273,300,,,
2.46E-05,79,255,301,,,
2.66E-05,71,233,302,,,
2.78E-05,71,228,303,,,
2.45E-05,84,32,305,,,
2.44E-05,73,56,306,,,
5.41E-05,79,43,307,,,
2.50E-05,73,2,308,,,
2.47E-05,88,50,317,,,
2.45E-05,79,41,316,,,
2.68E-05,77,136,317,,,
2.50E-05,88,105,320,,,
2.59E-05,85,169,325,,,
2.47E-05,75,114,326,,,
2.45E-05,86,17,329,,,
2.47E-05,77,258,329,,,
2.48E-05,87,44,329,,,
2.45E-05,71,202,327,,,
2.47E-05,86,298,329,,,
2.43E-05,73,155,327,,,
2.98E-05,71,196,330,,,
2.60E-05,86,5,329,,,
2.65E-05,84,151,327,,,
4.02E-05,77,188,322,,,
3.05E-05,88,180,322,,,
2.48E-05,80,246,323,,,
2.45E-05,83,44,322,,,
2.55E-05,74,268,321,,,
2.50E-05,71,53,321,,,
2.49E-05,80,191,317,,,
2.45E-05,87,3,320,,,
2.60E-05,74,213,319,,,
2.45E-05,77,59,321,,,
2.46E-05,78,39,310,,,
2.61E-05,79,242,311,,,
2.90E-05,80,188,310,,,
2.48E-05,84,181,310,,,
2.47E-05,90,218,310,,,
2.44E-05,83,160,311,,,
2.51E-05,82,82,308,,,
2.56E-05,85,33,310,,,
2.47E-05,86,98,312,,,
2.47E-05,89,82,312,,,
2.64E-05,90,114,313,,,
2.51E-05,77,7,311,,,
3.49E-05,85,79,312,,,
2.56E-05,78,276,314,,,
2.46E-05,88,208,314,,,
2.58E-05,72,173,315,,,
3.55E-05,89,105,315,,,
2.98E-05,85,39,315,,,
3.19E-05,75,164,312,,,
2.46E-05,83,55,311,,,
2.47E-05,78,144,314,,,
2.69E-05,77,51,313,,,
2.97E-05,89,205,311,,,
2.47E-05,71,90,310,,,
2.44E-05,87,298,314,,,
2.46E-05,77,205,314,,,
2.57E-05,85,233,311,,,
2.73E-05,77,213,312,,,
2.47E-05,88,133,311,,,
2.45E-05,78,156,308,,,
2.49E-05,88,202,308,,,
2.46E-05,81,22,308,,,
2.47E-05,73,156,309,,,
2.50E-05,87,135,313,,,
2.46E-05,72,153,314,,,
2.47E-05,84,56,314,,,
2.89E-05,72,246,315,,,
2.47E-05,81,189,313,,,
2.49E-05,87,310,320,,,
2.49E-05,73,81,322,,,
2.43E-05,76,77,322,,,
2.44E-05,84,196,323,,,
2.49E-05,89,262,319,,,
2.46E-05,73,295,320,,,
2.47E-05,80,265,320,,,
2.48E-05,86,45,321,,,
2.49E-05,81,296,322,,,
2.67E-05,71,252,323,,,
2.45E-05,75,309,323,,,
2.46E-05,71,295,322,,,
2.46E-05,87,234,321,,,
5.89E-05,88,180,324,,,
3.04E-05,75,158,323,,,
2.47E-05,88,23,323,,,
3.11E-05,89,24,322,,,
2.45E-05,88,270,324,,,
2.45E-05,75,201,327,,,
2.46E-05,74,218,328,,,
2.46E-05,77,201,327,,,
2.49E-05,87,254,325,,,
2.47E-05,85,181,325,,,
2.68E-05,77,106,327,,,
2.48E-05,83,123,329,,,
2.53E-05,74,249,326,,,
2.48E-05,85,303,321,,,
2.46E-05,90,142,318,,,
2.48E-05,86,185,322,,,
3.85E-05,84,145,325,,,
2.47E-05,75,259,319,,,
2.46E-05,73,202,321,,,
2.48E-05,75,297,321,,,
2.48E-05,72,155,318,,,
2.46E-05,87,240,319,,,
2.45E-05,72,283,320,,,
3.01E-05,79,281,323,,,
2.64E-05,81,6,321,,,
3.38E-05,72,7,319,,,
2.46E-05,89,215,318,,,
2.46E-05,86,254,318,,,
2.77E-05,83,83,315,,,
2.48E-05,85,20,316,,,
2.48E-05,71,252,315,,,
2.47E-05,76,175,315,,,
2.45E-05,77,286,315,,,
2.48E-05,82,134,315,,,
3.22E-05,75,139,327,,,
2.46E-05,81,84,326,,,
2.67E-05,78,111,328,,,
3.62E-05,81,22,327,,,
3.55E-05,87,2,327,,,
3.27E-05,81,322,328,,,
2.62E-05,87,119,327,,,
2.71E-05,84,180,331,,,
2.48E-05,80,182,337,,,
2.49E-05,81,246,332,,,
2.51E-05,75,20,330,,,
2.47E-05,74,27,329,,,
2.48E-05,73,173,329,,,
2.52E-05,81,322,331,,,
2.45E-05,72,258,334,,,
2.70E-05,85,131,332,,,
2.46E-05,87,123,333,,,
2.56E-05,75,134,332,,,
2.78E-05,71,187,333,,,
2.50E-05,90,5,333,,,
2.70E-05,72,221,332,,,
2.65E-05,83,87,331,,,
2.48E-05,79,33,330,,,
2.56E-05,83,250,328,,,
2.47E-05,86,156,329,,,
2.49E-05,77,83,329,,,
3.15E-05,89,233,328,,,
2.47E-05,83,289,329,,,
2.49E-05,80,162,332,,,
2.72E-05,82,91,332,,,
2.95E-05,74,93,334,,,
2.53E-05,73,28,333,,,
2.55E-05,77,128,332,,,
2.55E-05,78,147,331,,,
2.58E-05,83,286,331,,,
2.56E-05,76,224,329,,,
2.59E-05,90,116,327,,,
2.73E-05,71,42,325,,,
2.46E-05,75,22,329,,,
2.52E-05,76,234,324,,,
2.48E-05,77,261,323,,,
2.45E-05,74,278,320,,,
2.46E-05,89,242,321,,,
2.44E-05,90,282,322,,,
2.45E-05,82,57,321,,,
2.44E-05,72,229,321,,,
2.44E-05,80,42,320,,,
2.47E-05,87,216,323,,,
2.46E-05,81,232,323,,,
2.48E-05,75,60,321,,,
2.48E-05,71,237,319,,,
2.47E-05,85,309,316,,,
2.47E-05,84,240,318,,,
4.16E-05,74,180,320,,,
2.46E-05,75,160,319,,,
2.90E-05,72,166,319,,,
2.46E-05,75,2,324,,,
3.22E-05,78,180,324,,,
2.58E-05,86,292,323,,,
2.56E-05,88,200,323,,,
2.58E-05,81,73,325,,,
2.57E-05,84,182,326,,,
2.57E-05,78,287,331,,,
2.55E-05,86,195,331,,,
2.55E-05,88,31,332,,,
2.54E-05,72,247,332,,,
2.54E-05,71,101,329,,,
2.57E-05,78,146,329,,,
3.94E-05,73,15,328,,,
2.56E-05,78,189,328,,,
2.55E-05,88,33,327,,,
2.55E-05,79,186,326,,,
0.000154,84,205,326,,,
2.62E-05,85,227,325,,,
2.56E-05,76,156,324,,,
2.49E-05,72,258,324,,,
2.47E-05,88,123,333,,,
2.45E-05,82,217,333,,,
2.48E-05,73,21,331,,,
2.57E-05,82,259,336,,,
2.46E-05,86,85,337,,,
2.49E-05,84,233,337,,,
2.45E-05,71,56,337,,,
2.45E-05,80,178,338,,,
2.50E-05,87,145,331,,,
2.49E-05,77,0,329,,,
2.45E-05,81,254,329,,,
2.98E-05,75,237,330,,,
2.48E-05,83,228,330,,,
2.47E-05,75,3,329,,,
2.48E-05,89,39,328,,,
3.10E-05,87,260,331,,,
2.57E-05,88,304,331,,,
2.56E-05,84,267,332,,,
2.56E-05,78,183,327,,,
2.82E-05,87,206,325,,,
2.57E-05,71,90,323,,,
2.44E-05,78,190,324,,,
2.50E-05,86,219,326,,,
2.47E-05,82,110,328,,,
3.01E-05,90,177,328,,,
3.01E-05,85,285,328,,,
3.17E-05,73,75,330,,,
2.47E-05,81,8,329,,,
2.46E-05,85,52,327,,,
2.47E-05,81,0,327,,,
2.48E-05,83,292,328,,,
2.90E-05,75,274,329,,,
3.48E-05,71,3,328,,,
2.50E-05,71,224,330,,,
2.59E-05,76,247,324,,,
2.48E-05,77,32,326,,,
2.85E-05,75,186,327,,,
2.48E-05,73,82,329,,,
2.48E-05,85,197,329,,,
2.54E-05,74,145,331,,,
2.56E-05,72,324,334,,,
5.81E-05,76,145,337,,,
4.29E-05,87,310,337,,,
3.55E-05,76,226,337,,,
3.56E-05,79,309,336,,,
2.55E-05,81,187,334,,,
2.67E-05,81,187,335,,,
2.51E-05,71,46,330,,,
3.36E-05,85,299,329,,,
2.44E-05,71,17,327,,,
3.02E-05,81,236,327,,,
2.48E-05,90,147,328,,,
2.52E-05,84,202,327,,,
2.44E-05,75,112,328,,,
2.43E-05,86,203,328,,,
2.99E-05,80,240,328,,,
2.46E-05,90,190,327,,,
2.63E-05,84,61,323,,,
2.47E-05,80,311,323,,,
2.73E-05,87,304,322,,,
2.46E-05,89,124,324,,,
2.46E-05,79,201,325,,,
2.46E-05,78,170,325,,,
2.71E-05,76,317,326,,,
2.47E-05,85,23,325,,,
2.65E-05,74,88,322,,,
2.55E-05,71,172,321,,,
2.46E-05,83,110,318,,,
2.49E-05,76,127,318,,,
2.48E-05,74,104,319,,,
2.45E-05,84,123,320,,,
2.48E-05,74,32,321,,,
2.51E-05,84,275,320,,,
2.47E-05,71,213,323,,,
2.47E-05,73,262,322,,,
3.38E-05,73,239,322,,,
2.48E-05,77,314,320,,,
2.47E-05,73,306,320,,,
2.54E-05,77,14,315,,,
2.48E-05,71,212,314,,,
2.47E-05,90,35,312,,,
2.47E-05,75,109,312,,,
2.48E-05,85,225,313,,,
2.48E-05,73,109,314,,,
2.45E-05,86,118,315,,,
2.46E-05,87,214,317,,,
2.47E-05,81,101,319,,,
2.99E-05,80,89,320,,,
3.06E-05,85,262,320,,,
2.51E-05,87,237,320,,,
2.49E-05,76,280,319,,,
2.47E-05,77,227,316,,,
2.49E-05,89,68,317,,,
3.04E-05,85,125,320,,,
2.46E-05,86,218,321,,,
2.50E-05,82,59,320,,,
3.69E-05,81,270,319,,,
3.52E-05,89,130,319,,,
3.26E-05,75,33,318,,,
4.04E-05,78,264,317,,,
3.22E-05,72,149,314,,,
3.57E-05,74,302,316,,,
3.09E-05,74,12,317,,,
3.12E-05,85,168,318,,,
3.13E-05,82,101,318,,,
3.05E-05,77,247,322,,,
2.59E-05,74,88,323,,,
2.94E-05,76,222,320,,,
2.55E-05,84,296,320,,,
2.69E-05,77,167,317,,,
3.71E-05,84,168,321,,,
2.57E-05,86,165,320,,,
3.66E-05,84,276,320,,,
3.03E-05,76,196,318,,,
2.55E-05,78,139,317,,,
2.56E-05,86,120,317,,,
3.88E-05,87,125,322,,,
3.09E-05,72,6,323,,,
3.59E-05,82,235,319,,,
2.66E-05,84,224,320,,,
2.71E-05,90,55,323,,,
2.56E-05,83,35,323,,,
2.56E-05,90,106,329,,,
2.56E-05,87,235,328,,,
2.99E-05,72,73,329,,,
2.68E-05,87,298,321,,,
2.58E-05,84,247,318,,,
2.57E-05,71,37,319,,,
2.58E-05,75,309,316,,,
2.60E-05,83,217,316,,,
2.55E-05,87,205,316,,,
2.60E-05,85,95,313,,,
2.55E-05,82,290,312,,,
2.53E-05,85,13,309,,,
0.0001099,85,233,309,,,
2.55E-05,82,169,307,,,
2.55E-05,76,166,304,,,
2.56E-05,73,255,312,,,
2.54E-05,81,172,311,,,
2.55E-05,78,235,316,,,
4.27E-05,86,261,316,,,
4.23E-05,76,28,316,,,
2.53E-05,90,189,314,,,
2.57E-05,84,35,314,,,
2.58E-05,79,286,315,,,
2.56E-05,74,246,315,,,
2.56E-05,87,213,312,,,
3.82E-05,78,214,312,,,
2.63E-05,89,118,317,,,
3.05E-05,85,192,318,,,
2.55E-05,75,211,320,,,
4.16E-05,89,90,325,,,
3.18E-05,89,125,325,,,
2.56E-05,87,32,324,,,
2.55E-05,79,275,327,,,
2.54E-05,74,295,330,,,
2.72E-05,77,69,334,,,
2.56E-05,81,12,337,,,
2.56E-05,84,250,334,,,
3.41E-05,89,53,329,,,
3.20E-05,80,222,328,,,
4.83E-05,86,275,328,,,
2.68E-05,76,11,329,,,
2.55E-05,88,255,326,,,
2.46E-05,83,57,336,,,
2.48E-05,72,102,336,,,
2.45E-05,89,243,335,,,
2.46E-05,73,248,334,,,
2.47E-05,79,202,335,,,
2.50E-05,77,326,341,,,
4.95E-05,87,129,343,,,
2.48E-05,81,209,342,,,
2.44E-05,73,96,340,,,
2.47E-05,79,333,346,,,
2.65E-05,81,17,344,,,
2.47E-05,74,109,343,,,
2.47E-05,84,33,348,,,
2.51E-05,74,319,347,,,
2.46E-05,78,20,345,,,
2.45E-05,79,69,347,,,
2.53E-05,74,40,349,,,
2.54E-05,85,167,352,,,
2.71E-05,89,129,355,,,
2.97E-05,75,14,356,,,
2.51E-05,75,1,358,,,
2.59E-05,78,108,359,,,
2.50E-05,86,320,359,,,
2.49E-05,83,107,356,,,
2.72E-05,84,21,353,,,
2.51E-05,81,203,352,,,
2.49E-05,74,339,351,,,
2.49E-05,87,23,352,,,
3.02E-05,75,143,352,,,
2.87E-05,80,138,350,,,
2.49E-05,81,184,352,,,
2.45E-05,79,107,349,,,
2.45E-05,71,282,350,,,
3.02E-05,77,71,351,,,
2.46E-05,86,319,344,,,
2.48E-05,89,25,343,,,
2.46E-05,81,64,343,,,
2.50E-05,90,321,345,,,
2.49E-05,75,106,344,,,
2.71E-05,75,97,345,,,
2.49E-05,72,215,345,,,
4.12E-05,73,298,346,,,
2.63E-05,88,75,346,,,
2.55E-05,82,2,342,,,
2.57E-05,87,242,340,,,
2.55E-05,72,251,341,,,
2.57E-05,76,294,348,,,
2.55E-05,71,62,349,,,
2.56E-05,87,231,349,,,
2.55E-05,88,4,350,,,
2.56E-05,81,75,350,,,
9.63E-05,89,109,351,,,
3.17E-05,90,112,350,,,
2.58E-05,87,50,349,,,
2.54E-05,81,284,350,,,
2.56E-05,74,149,349,,,
2.91E-05,80,168,348,,,
2.59E-05,75,136,342,,,
5.40E-05,76,93,344,,,
2.56E-05,81,306,346,,,
3.60E-05,81,194,345,,,
2.58E-05,79,2,352,,,
2.57E-05,86,37,351,,,
2.55E-05,89,279,350,,,
2.47E-05,86,218,349,,,
3.11E-05,77,58,349,,,
2.48E-05,76,331,347,,,
2.49E-05,90,91,344,,,
3.06E-05,78,16,344,,,
2.51E-05,78,55,343,,,
2.47E-05,78,195,340,,,
4.34E-05,84,229,343,,,
2.64E-05,83,2,341,,,
2.50E-05,76,160,335,,,
2.49E-05,76,268,337,,,
2.56E-05,80,186,332,,,
2.49E-05,87,126,332,,,
2.49E-05,72,151,333,,,
2.47E-05,90,289,331,,,
2.58E-05,81,223,333,,,
2.49E-05,85,103,331,,,
2.49E-05,86,276,333,,,
2.55E-05,74,240,333,,,
4.47E-05,83,20,326,,,
2.59E-05,72,118,327,,,
3.60E-05,71,193,328,,,
2.96E-05,71,227,329,,,
3.08E-05,74,175,329,,,
2.54E-05,86,331,336,,,
2.56E-05,90,264,334,,,
2.54E-05,88,235,334,,,
2.56E-05,79,94,334,,,
2.53E-05,88,321,333,,,
2.53E-05,82,313,333,,,
2.50E-05,86,327,331,,,
2.45E-05,83,88,330,,,
2.52E-05,78,196,331,,,
2.69E-05,78,200,333,,,
2.47E-05,73,132,332,,,
3.70E-05,79,320,335,,,
2.60E-05,81,40,333,,,
2.58E-05,78,308,336,,,
2.50E-05,74,310,335,,,
2.47E-05,75,305,334,,,
2.46E-05,75,87,334,,,
2.44E-05,80,94,334,,,
2.48E-05,75,291,333,,,
3.07E-05,73,113,334,,,
3.34E-05,80,26,332,,,
2.66E-05,73,247,332,,,
2.96E-05,77,269,332,,,
2.49E-05,87,30,334,,,
2.48E-05,90,165,334,,,
2.46E-05,78,113,335,,,
2.46E-05,86,166,333,,,
2.46E-05,89,76,332,,,
2.46E-05,81,204,332,,,
2.44E-05,89,185,332,,,
2.92E-05,73,4,334,,,
2.43E-05,89,326,334,,,
2.49E-05,72,68,334,,,
2.46E-05,78,70,334,,,
2.57E-05,88,12,335,,,
2.48E-05,81,165,336,,,
2.65E-05,90,62,339,,,
2.51E-05,84,333,337,,,
2.46E-05,82,256,342,,,
2.47E-05,83,338,340,,,
2.46E-05,74,71,341,,,
2.47E-05,72,7,341,,,
2.74E-05,85,335,340,,,
2.45E-05,80,224,343,,,
2.48E-05,74,161,342,,,
2.96E-05,85,326,341,,,
2.50E-05,83,334,340,,,
2.45E-05,90,221,342,,,
2.49E-05,90,335,342,,,
2.51E-05,90,89,344,,,
2.54E-05,85,315,347,,,
3.24E-05,83,105,349,,,
3.89E-05,90,19,349,,,
2.80E-05,79,293,348,,,
2.52E-05,80,163,348,,,
2.46E-05,78,223,350,,,
2.45E-05,72,277,351,,,
2.49E-05,76,258,352,,,
5.55E-05,71,102,349,,,
2.46E-05,81,79,351,,,
2.49E-05,89,60,350,,,
2.47E-05,86,286,347,,,
2.48E-05,81,221,346,,,
2.46E-05,79,45,345,,,
3.04E-05,81,42,342,,,
2.51E-05,77,243,344,,,
3.44E-05,80,141,344,,,
2.57E-05,84,141,346,,,
2.55E-05,90,303,345,,,
2.47E-05,86,20,344,,,
2.47E-05,76,346,350,,,
2.50E-05,79,332,352,,,
2.50E-05,82,46,347,,,
2.45E-05,71,340,348,,,
3.12E-05,86,121,349,,,
2.56E-05,77,233,349,,,
2.46E-05,81,320,346,,,
2.46E-05,80,3,348,,,
2.47E-05,77,122,352,,,
2.46E-05,73,140,350,,,
2.47E-05,90,226,350,,,
2.46E-05,73,119,350,,,
2.49E-05,72,99,349,,,
2.49E-05,85,157,350,,,
2.46E-05,71,186,350,,,
2.51E-05,83,172,349,,,
2.48E-05,89,313,347,,,
2.46E-05,71,250,346,,,
2.47E-05,77,231,346,,,
2.51E-05,72,237,345,,,
4.03E-05,75,297,342,,,
2.48E-05,75,25,342,,,
2.47E-05,88,167,339,,,
2.47E-05,90,34,342,,,
2.75E-05,89,34,340,,,
2.54E-05,71,178,339,,,
3.54E-05,84,260,341,,,
3.18E-05,84,260,341,,,
2.63E-05,78,266,341,,,
2.57E-05,79,213,339,,,
2.57E-05,71,169,338,,,
2.47E-05,85,266,340,,,
2.45E-05,85,158,342,,,
2.46E-05,73,182,344,,,
0.000128,74,137,345,,,
2.55E-05,89,322,346,,,
2.46E-05,87,60,349,,,
2.44E-05,74,321,356,,,
2.45E-05,80,31,355,,,
2.60E-05,84,349,357,,,
2.48E-05,90,6,359,,,
2.47E-05,90,73,360,,,
2.91E-05,76,56,359,,,
2.44E-05,85,61,354,,,
2.44E-05,86,18,353,,,
2.67E-05,71,63,355,,,
2.83E-05,71,276,355,,,
2.45E-05,76,242,354,,,
2.48E-05,83,133,352,,,
4.68E-05,85,97,352,,,
2.47E-05,82,197,351,,,
2.47E-05,78,133,353,,,
2.45E-05,89,6,352,,,
2.64E-05,73,351,353,,,
2.46E-05,77,272,351,,,
2.45E-05,73,172,349,,,
2.44E-05,84,95,348,,,
2.47E-05,71,124,350,,,
2.47E-05,85,9,350,,,
2.46E-05,73,117,344,,,
3.18E-05,88,199,345,,,
2.45E-05,88,211,344,,,
2.71E-05,88,82,349,,,
3.02E-05,90,41,348,,,
2.48E-05,78,109,349,,,
2.54E-05,80,273,347,,,
2.61E-05,77,153,352,,,
2.55E-05,81,59,351,,,
0.000108,75,331,350,,,
3.84E-05,71,294,351,,,
2.79E-05,89,214,352,,,
2.58E-05,89,74,353,,,
2.94E-05,71,165,352,,,
2.55E-05,72,5,349,,,
2.54E-05,84,316,349,,,
2.53E-05,85,80,348,,,
2.54E-05,79,217,347,,,
3.76E-05,88,105,345,,,
3.56E-05,90,75,346,,,
3.98E-05,80,2,342,,,
3.34E-05,88,260,341,,,
2.56E-05,90,174,347,,,
3.87E-05,81,264,346,,,
2.58E-05,88,281,345,,,
2.56E-05,83,156,346,,,
2.57E-05,85,14,345,,,
2.55E-05,85,215,343,,,
2.53E-05,82,83,342,,,
2.54E-05,90,251,342,,,
2.55E-05,75,127,341,,,
2.56E-05,84,157,338,,,
2.57E-05,81,10,334,,,
3.09E-05,73,255,333,,,
3.74E-05,82,13,339,,,
3.96E-05,79,21,337,,,
4.00E-05,90,187,342,,,
4.22E-05,82,250,342,,,
4.02E-05,89,242,342,,,
2.60E-05,71,36,343,,,
3.61E-05,85,139,338,,,
7.05E-05,81,157,341,,,
3.90E-05,85,172,332,,,
3.65E-05,76,136,335,,,
3.02E-05,82,27,340,,,
2.55E-05,90,230,339,,,
4.54E-05,73,261,343,,,
4.00E-05,80,124,343,,,
2.59E-05,86,315,341,,,
2.55E-05,73,216,341,,,
2.55E-05,78,250,340,,,
3.94E-05,90,279,342,,,
2.54E-05,87,77,344,,,
2.56E-05,71,101,348,,,
2.44E-05,79,176,347,,,
2.49E-05,84,97,349,,,
3.45E-05,71,69,349,,,
2.47E-05,83,194,351,,,
2.59E-05,82,48,352,,,
3.12E-05,74,315,352,,,
2.48E-05,86,62,350,,,
2.48E-05,88,100,350,,,
2.60E-05,81,221,350,,,
2.48E-05,86,222,351,,,
2.46E-05,74,4,350,,,
3.47E-05,85,270,350,,,
2.46E-05,90,200,346,,,
2.48E-05,72,105,344,,,
2.47E-05,79,309,345,,,
2.61E-05,83,280,342,,,
2.54E-05,81,342,344,,,
2.45E-05,71,249,337,,,
2.54E-05,82,75,339,,,
2.46E-05,84,13,339,,,
2.49E-05,76,273,339,,,
2.53E-05,72,26,340,,,
2.86E-05,87,133,341,,,
2.48E-05,76,49,343,,,
2.46E-05,81,206,343,,,
2.48E-05,75,172,344,,,
2.46E-05,71,167,339,,,
2.45E-05,90,318,338,,,
2.45E-05,73,337,339,,,
2.91E-05,89,203,338,,,
2.49E-05,72,280,337,,,
2.46E-05,77,176,336,,,
2.61E-05,77,101,337,,,
2.57E-05,83,176,337,,,
3.66E-05,80,156,338,,,
3.33E-05,85,72,338,,,
5.39E-05,90,227,336,,,
4.05E-05,89,54,337,,,
2.89E-05,84,54,334,,,
2.48E-05,86,115,334,,,
2.56E-05,80,150,334,,,
2.58E-05,79,12,334,,,
2.56E-05,81,163,332,,,
2.48E-05,74,237,337,,,
2.45E-05,84,288,337,,,
2.48E-05,72,10,338,,,
2.94E-05,87,31,337,,,
2.49E-05,78,229,337,,,
2.60E-05,74,235,332,,,
2.56E-05,90,95,333,,,
4.10E-05,89,248,332,,,
3.22E-05,75,330,332,,,
3.09E-05,88,77,330,,,
2.53E-05,81,162,330,,,
2.48E-05,88,268,334,,,
2.46E-05,88,277,336,,,
2.48E-05,72,34,334,,,
2.94E-05,80,308,333,,,
2.48E-05,77,8,331,,,
2.45E-05,77,242,325,,,
2.45E-05,88,128,325,,,
2.45E-05,71,156,324,,,
2.48E-05,89,149,325,,,
2.47E-05,72,301,326,,,
2.95E-05,83,13,321,,,
2.60E-05,81,64,321,,,
2.56E-05,84,132,326,,,
3.16E-05,72,223,328,,,
2.48E-05,77,218,329,,,
2.51E-05,89,294,330,,,
2.69E-05,87,276,330,,,
2.46E-05,85,165,331,,,
2.48E-05,88,38,332,,,
2.48E-05,80,143,329,,,
2.45E-05,83,23,327,,,
2.45E-05,88,86,327,,,
3.21E-05,79,42,328,,,
2.46E-05,83,145,328,,,
2.47E-05,73,306,327,,,
2.45E-05,81,32,324,,,
2.46E-05,75,136,324,,,
2.43E-05,80,211,327,,,
2.45E-05,76,271,329,,,
2.46E-05,82,111,334,,,
2.47E-05,82,137,332,,,
3.07E-05,90,54,331,,,
2.46E-05,80,241,337,,,
2.44E-05,89,39,337,,,
2.83E-05,75,109,338,,,
2.58E-05,90,179,338,,,
3.11E-05,89,81,337,,,
2.52E-05,85,117,339,,,
2.48E-05,77,145,342,,,
2.45E-05,83,67,341,,,
2.47E-05,90,165,338,,,
2.45E-05,82,332,339,,,
2.46E-05,82,94,341,,,
2.65E-05,79,200,345,,,
2.45E-05,85,39,348,,,
4.02E-05,83,311,344,,,
2.47E-05,86,136,347,,,
2.46E-05,71,342,347,,,
2.49E-05,78,103,347,,,
2.48E-05,86,320,344,,,
2.47E-05,84,8,345,,,
2.46E-05,79,102,345,,,
2.47E-05,81,159,344,,,
2.47E-05,74,203,345,,,
3.03E-05,76,248,351,,,
2.69E-05,90,187,351,,,
2.48E-05,73,344,353,,,
2.82E-05,85,343,354,,,
2.48E-05,74,214,350,,,
3.24E-05,79,229,354,,,
2.49E-05,84,164,352,,,
2.47E-05,72,165,353,,,
3.11E-05,76,346,348,,,
2.49E-05,71,80,349,,,
2.47E-05,75,339,349,,,
2.47E-05,82,292,349,,,
2.49E-05,74,132,349,,,
2.44E-05,80,84,348,,,
2.52E-05,84,177,350,,,
