cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
1.87E-05,29,33,59,,
1.82E-05,26,20,60,,
1.86E-05,11,26,61,,
1.81E-05,14,21,62,,
1.92E-05,33,43,64,,
1.75E-05,15,2,60,,
1.73E-05,33,1,61,,
1.78E-05,33,8,56,,
1.86E-05,7,21,58,,
1.83E-05,16,27,59,,
1.78E-05,5,11,61,,
1.79E-05,34,14,57,,
2.41E-05,26,36,59,,
1.79E-05,29,13,56,,
1.93E-05,30,54,58,,
1.75E-05,26,4,58,,
1.00E-05,27,0,61,,
1.97E-05,7,41,60,,
1.96E-05,11,21,59,,
1.96E-05,16,34,58,,
1.90E-05,5,15,61,,
1.89E-05,32,17,61,,
1.97E-05,34,26,60,,
2.06E-05,14,18,62,,
2.07E-05,31,53,65,,
1.91E-05,30,17,67,,
2.06E-05,10,51,66,,
1.99E-05,18,40,67,,
2.25E-05,21,40,69,,
1.77E-05,13,3,64,,
1.88E-05,2,39,65,,
2.79E-05,25,49,58,,
2.80E-05,9,12,59,,
1.85E-05,34,1,61,,
1.81E-05,22,8,62,,
1.88E-05,13,38,63,,
1.83E-05,8,25,64,,
2.93E-05,27,52,60,,
1.82E-05,30,20,61,,
2.44E-05,2,41,62,,
1.81E-05,23,3,61,,
1.83E-05,3,25,62,,
1.96E-05,31,59,63,,
1.92E-05,25,49,63,,
1.90E-05,19,49,64,,
1.86E-05,27,33,63,,
1.78E-05,10,14,64,,
2.10E-05,19,57,66,,
1.91E-05,26,36,65,,
1.00E-05,19,0,64,,
1.88E-05,17,37,61,,
1.93E-05,12,41,61,,
1.79E-05,34,13,63,,
1.87E-05,1,35,61,,
1.91E-05,3,51,61,,
1.90E-05,30,18,58,,
2.57E-05,30,33,59,,
1.86E-05,20,21,60,,
1.93E-05,2,54,60,,
1.80E-05,26,9,62,,
1.84E-05,33,21,63,,
1.82E-05,17,24,63,,
1.94E-05,29,50,63,,
1.90E-05,9,43,57,,
1.97E-05,33,41,59,,
1.82E-05,3,21,61,,
2.60E-05,32,32,62,,
1.95E-05,18,41,63,,
1.96E-05,18,49,57,,
2.11E-05,25,40,63,,
2.29E-05,5,30,66,,
1.96E-05,11,58,69,,
1.88E-05,24,29,68,,
1.79E-05,6,5,69,,
1.95E-05,2,59,70,,
1.88E-05,24,38,68,,
1.75E-05,9,1,69,,
1.97E-05,27,24,70,,
2.37E-05,7,3,70,,
2.31E-05,9,67,72,,
2.08E-05,32,57,74,,
1.92E-05,30,25,75,,
2.05E-05,25,61,77,,
1.97E-05,25,24,74,,
2.06E-05,7,48,74,,
2.68E-05,18,56,77,,
3.18E-05,20,20,78,,
1.89E-05,12,33,78,,
1.80E-05,32,9,81,,
1.92E-05,22,48,83,,
2.01E-05,10,26,86,,
1.90E-05,33,15,84,,
2.01E-05,23,75,83,,
1.99E-05,8,59,80,,
2.06E-05,4,77,81,,
2.51E-05,9,34,81,,
1.94E-05,26,54,82,,
1.78E-05,21,4,85,,
1.91E-05,12,50,82,,
1.94E-05,23,55,83,,
1.99E-05,14,34,86,,
2.82E-05,23,67,87,,
2.96E-05,35,41,88,,
2.52E-05,1,7,89,,
1.99E-05,32,37,87,,
1.98E-05,33,62,87,,
2.05E-05,12,86,88,,
1.95E-05,25,64,87,,
1.94E-05,14,48,88,,
2.01E-05,1,73,87,,
2.09E-05,5,61,91,,
2.10E-05,22,72,92,,
1.87E-05,21,17,88,,
1.96E-05,4,40,84,,
1.97E-05,28,63,83,,
1.94E-05,15,48,78,,
1.97E-05,7,60,75,,
1.88E-05,7,39,76,,
1.95E-05,26,60,76,,
2.01E-05,33,74,78,,
1.95E-05,7,48,65,,
1.78E-05,32,8,61,,
1.78E-05,14,7,58,,
1.79E-05,7,14,56,,
1.79E-05,26,15,56,,
1.88E-05,9,43,55,,
1.90E-05,1,43,53,,
1.83E-05,33,13,52,,
1.82E-05,7,17,48,,
3.55E-05,6,38,40,,
2.43E-05,13,29,41,,
1.89E-05,20,14,41,,
1.94E-05,34,24,40,,
1.86E-05,33,9,40,,
2.07E-05,14,21,42,,
1.95E-05,33,39,42,,
1.84E-05,15,4,42,,
1.92E-05,25,22,44,,
1.13E-05,2,0,45,,
2.95E-05,20,5,45,,
2.04E-05,35,9,46,,
1.94E-05,4,30,47,,
1.94E-05,10,26,47,,
2.02E-05,25,41,46,,
3.76E-05,10,33,45,,
1.97E-05,24,31,44,,
2.23E-05,19,13,46,,
1.92E-05,22,25,47,,
2.44E-05,1,39,47,,
1.87E-05,21,7,47,,
2.47E-05,1,39,45,,
1.87E-05,2,20,35,,
2.14E-05,21,10,37,,
2.00E-05,35,4,37,,
1.85E-05,4,21,38,,
1.79E-05,25,10,38,,
1.01E-05,17,0,40,,
1.76E-05,16,7,39,,
1.85E-05,35,26,43,,
1.75E-05,31,7,43,,
1.80E-05,30,17,44,,
2.24E-05,13,2,42,,
1.99E-05,21,32,43,,
1.85E-05,24,17,42,,
1.76E-05,18,6,43,,
1.88E-05,19,36,41,,
2.47E-05,10,16,39,,
2.12E-05,35,17,39,,
2.60E-05,15,16,38,,
1.76E-05,10,3,31,,
1.83E-05,13,10,33,,
1.86E-05,32,26,33,,
1.87E-05,3,32,34,,
1.83E-05,20,22,35,,
1.80E-05,11,15,36,,
3.09E-05,30,32,36,,
1.98E-05,29,11,37,,
1.81E-05,33,14,35,,
1.80E-05,33,17,36,,
1.85E-05,32,32,36,,
2.07E-05,19,22,37,,
2.51E-05,1,24,38,,
1.91E-05,21,30,37,,
2.04E-05,19,1,39,,
1.88E-05,27,3,38,,
1.90E-05,15,24,38,,
1.85E-05,23,26,38,,
1.85E-05,25,33,40,,
1.75E-05,8,4,41,,
1.91E-05,4,26,47,,
2.59E-05,35,24,48,,
1.95E-05,31,43,51,,
1.90E-05,9,44,52,,
1.87E-05,20,31,47,,
1.96E-05,33,5,45,,
1.86E-05,25,13,44,,
1.97E-05,17,30,46,,
1.87E-05,15,12,48,,
1.89E-05,1,37,42,,
1.81E-05,3,13,45,,
1.84E-05,4,25,44,,
1.88E-05,16,34,44,,
1.80E-05,25,8,42,,
1.80E-05,24,19,40,,
1.78E-05,12,12,41,,
1.88E-05,35,33,43,,
1.85E-05,20,21,44,,
1.83E-05,15,25,44,,
1.86E-05,25,34,44,,
1.77E-05,27,10,45,,
1.85E-05,28,31,45,,
1.98E-05,32,12,45,,
1.84E-05,5,21,45,,
1.80E-05,8,12,48,,
1.85E-05,30,34,48,,
1.03E-05,1,0,45,,
1.78E-05,26,1,46,,
1.75E-05,7,4,48,,
1.82E-05,15,23,49,,
1.83E-05,27,12,49,,
1.75E-05,13,5,48,,
1.84E-05,8,20,49,,
1.76E-05,4,7,48,,
1.77E-05,30,4,49,,
1.83E-05,26,33,51,,
1.80E-05,9,15,53,,
1.84E-05,1,28,56,,
2.32E-05,33,53,60,,
1.84E-05,33,26,59,,
1.96E-05,13,55,59,,
1.82E-05,14,14,60,,
1.80E-05,1,14,61,,
1.92E-05,21,50,59,,
2.20E-05,8,15,59,,
2.83E-05,19,23,59,,
1.98E-05,5,38,59,,
2.07E-05,1,57,60,,
2.04E-05,22,56,62,,
1.99E-05,33,36,63,,
1.97E-05,2,43,62,,
1.57E-05,20,0,63,,
0.0001055,20,4,64,,
1.94E-05,24,26,66,,
1.97E-05,17,28,63,,
1.94E-05,3,32,64,,
2.16E-05,15,58,62,,
2.00E-05,29,40,61,,
1.92E-05,5,28,63,,
2.00E-05,31,52,62,,
1.86E-05,8,3,65,,
2.02E-05,9,53,66,,
1.95E-05,20,33,66,,
2.07E-05,4,36,59,,
1.76E-05,20,7,57,,
2.88E-05,12,54,58,,
1.77E-05,32,8,59,,
1.87E-05,2,35,60,,
2.17E-05,29,29,55,,
1.93E-05,29,46,58,,
1.83E-05,11,18,60,,
1.85E-05,21,23,60,,
1.73E-05,25,2,61,,
1.97E-05,23,55,59,,
1.86E-05,4,34,56,,
1.78E-05,31,9,57,,
1.76E-05,3,1,61,,
1.94E-05,2,57,63,,
1.81E-05,10,18,64,,
1.94E-05,12,29,67,,
2.06E-05,12,51,66,,
1.93E-05,29,52,63,,
1.90E-05,26,46,53,,
2.09E-05,10,45,54,,
2.92E-05,26,4,46,,
1.16E-05,3,0,47,,
1.92E-05,12,47,49,,
1.79E-05,16,17,50,,
1.00E-05,11,0,51,,
1.95E-05,19,51,56,,
1.89E-05,14,44,57,,
1.91E-05,1,45,58,,
1.88E-05,1,37,60,,
1.79E-05,23,15,61,,
1.89E-05,12,42,65,,
1.81E-05,33,20,65,,
1.97E-05,26,2,66,,
1.87E-05,22,24,67,,
2.01E-05,11,54,63,,
1.97E-05,5,38,66,,
1.91E-05,34,16,68,,
2.04E-05,33,67,70,,
2.51E-05,25,11,67,,
2.06E-05,31,50,66,,
1.92E-05,31,18,61,,
