cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
2.20E-06,22,22,45,,
1.50E-06,14,14,44,,
1.50E-06,15,15,44,,
7.00E-07,3,3,40,,
3.00E-06,33,33,38,,
6.00E-07,3,3,37,,
1.00E-06,4,4,34,,
1.10E-06,9,9,36,,
1.30E-06,14,14,32,,
4.00E-07,0,0,34,,
7.00E-07,4,4,35,,
7.00E-07,4,4,32,,
2.50E-06,27,27,31,,
1.40E-06,14,14,34,,
2.60E-06,30,30,35,,
7.00E-07,5,5,35,,
1.90E-06,25,25,36,,
8.00E-07,6,6,35,,
1.30E-06,10,10,37,,
9.00E-07,8,8,37,,
4.00E-07,0,0,37,,
7.00E-07,4,4,46,,
1.80E-06,20,20,51,,
2.10E-06,23,23,43,,
6.00E-07,3,3,43,,
2.90E-06,39,39,44,,
4.00E-07,1,1,45,,
8.00E-07,5,5,47,,
8.00E-07,5,5,47,,
1.10E-06,11,11,50,,
1.00E-06,7,7,50,,
1.90E-06,21,21,51,,
2.30E-06,30,30,49,,
2.30E-06,31,31,47,,
7.00E-07,6,6,44,,
6.00E-07,1,1,44,,
5.00E-07,1,1,45,,
6.00E-07,2,2,44,,
8.00E-07,6,6,44,,
2.30E-06,29,29,45,,
4.00E-07,1,1,43,,
1.90E-06,24,24,45,,
7.00E-07,5,5,45,,
7.00E-07,3,3,46,,
3.30E-06,45,45,48,,
4.00E-07,0,0,46,,
3.60E-06,45,45,46,,
4.00E-07,0,0,45,,
2.30E-06,31,31,42,,
1.80E-06,19,19,44,,
1.40E-06,16,16,43,,
2.20E-06,20,20,44,,
1.70E-06,21,21,42,,
4.00E-07,0,0,41,,
