cas operacie,index prvku,dlzka zoznamu,,,
2.01E-05,68,68,,,
2.01E-05,66,66,,,
1.99E-05,67,67,,,
2.02E-05,66,66,,,
2.04E-05,67,67,,,
1.98E-05,68,68,,,
2.75E-05,67,67,,,
1.99E-05,67,67,,,
1.99E-05,67,67,,,
2.01E-05,68,68,,,
2.06E-05,68,68,,,
2.11E-05,69,69,,,
2.02E-05,70,70,,,
2.03E-05,69,69,,,
2.22E-05,69,69,,,
2.00E-05,68,68,,,
2.06E-05,70,70,,,
2.21E-05,68,68,,,
2.09E-05,70,70,,,
2.04E-05,74,74,,,
2.06E-05,73,73,,,
2.20E-05,69,69,,,
2.98E-05,68,68,,,
2.20E-05,69,69,,,
2.09E-05,72,72,,,
2.12E-05,71,71,,,
3.88E-05,70,70,,,
2.75E-05,72,72,,,
2.38E-05,71,71,,,
2.59E-05,71,71,,,
3.56E-05,72,72,,,
2.10E-05,70,70,,,
3.91E-05,72,72,,,
2.13E-05,71,71,,,
2.14E-05,68,68,,,
2.90E-05,67,67,,,
1.97E-05,67,67,,,
2.06E-05,69,69,,,
2.00E-05,69,69,,,
2.21E-05,70,70,,,
2.04E-05,71,71,,,
2.24E-05,75,75,,,
2.04E-05,76,76,,,
2.02E-05,75,75,,,
2.02E-05,76,76,,,
2.05E-05,74,74,,,
2.08E-05,74,74,,,
2.29E-05,78,78,,,
2.15E-05,76,76,,,
2.05E-05,76,76,,,
2.02E-05,73,73,,,
2.05E-05,77,77,,,
2.84E-05,76,76,,,
3.02E-05,72,72,,,
2.66E-05,73,73,,,
3.41E-05,73,73,,,
2.30E-05,78,78,,,
2.12E-05,80,80,,,
2.15E-05,79,79,,,
2.17E-05,79,79,,,
2.16E-05,76,76,,,
2.05E-05,80,80,,,
2.15E-05,81,81,,,
2.05E-05,80,80,,,
2.05E-05,84,84,,,
2.07E-05,86,86,,,
2.05E-05,81,81,,,
2.14E-05,89,89,,,
2.05E-05,91,91,,,
2.12E-05,88,88,,,
2.08E-05,87,87,,,
2.10E-05,88,88,,,
2.07E-05,87,87,,,
2.10E-05,84,84,,,
2.12E-05,85,85,,,
2.08E-05,86,86,,,
2.03E-05,82,82,,,
2.06E-05,81,81,,,
2.03E-05,79,79,,,
2.06E-05,83,83,,,
2.18E-05,82,82,,,
2.78E-05,83,83,,,
2.05E-05,91,91,,,
2.28E-05,89,89,,,
2.53E-05,87,87,,,
2.28E-05,86,86,,,
2.22E-05,83,83,,,
2.31E-05,79,79,,,
2.15E-05,77,77,,,
2.11E-05,74,74,,,
2.04E-05,73,73,,,
2.22E-05,74,74,,,
2.25E-05,74,74,,,
2.08E-05,72,72,,,
2.08E-05,73,73,,,
2.07E-05,72,72,,,
2.01E-05,69,69,,,
2.03E-05,73,73,,,
2.04E-05,74,74,,,
2.01E-05,73,73,,,
2.02E-05,72,72,,,
2.03E-05,73,73,,,
2.04E-05,73,73,,,
2.05E-05,73,73,,,
2.04E-05,74,74,,,
2.04E-05,75,75,,,
2.26E-05,75,75,,,
2.20E-05,79,79,,,
2.20E-05,77,77,,,
2.84E-05,72,72,,,
2.04E-05,77,77,,,
2.59E-05,77,77,,,
2.05E-05,78,78,,,
2.02E-05,77,77,,,
2.02E-05,75,75,,,
2.12E-05,75,75,,,
2.03E-05,75,75,,,
2.04E-05,73,73,,,
2.03E-05,73,73,,,
1.97E-05,69,69,,,
4.43E-05,72,72,,,
2.21E-05,71,71,,,
2.15E-05,75,75,,,
2.13E-05,74,74,,,
2.13E-05,72,72,,,
2.13E-05,71,71,,,
2.11E-05,69,69,,,
2.21E-05,67,67,,,
2.20E-05,66,66,,,
2.11E-05,65,65,,,
2.10E-05,67,67,,,
2.11E-05,66,66,,,
2.06E-05,65,65,,,
2.15E-05,64,64,,,
2.20E-05,63,63,,,
2.00E-05,67,67,,,
2.71E-05,63,63,,,
1.99E-05,55,55,,,
2.66E-05,55,55,,,
2.12E-05,54,54,,,
1.92E-05,51,51,,,
1.97E-05,50,50,,,
1.99E-05,51,51,,,
1.96E-05,49,49,,,
1.99E-05,53,53,,,
2.01E-05,54,54,,,
1.99E-05,53,53,,,
2.56E-05,52,52,,,
1.98E-05,53,53,,,
1.93E-05,50,50,,,
1.94E-05,52,52,,,
1.92E-05,53,53,,,
3.00E-05,52,52,,,
1.94E-05,53,53,,,
1.93E-05,52,52,,,
2.02E-05,50,50,,,
1.95E-05,49,49,,,
2.09E-05,51,51,,,
2.25E-05,50,50,,,
2.06E-05,54,54,,,
2.94E-05,54,54,,,
1.97E-05,51,51,,,
1.95E-05,48,48,,,
1.93E-05,50,50,,,
1.93E-05,48,48,,,
1.90E-05,46,46,,,
1.94E-05,46,46,,,
1.93E-05,46,46,,,
1.93E-05,45,45,,,
1.92E-05,47,47,,,
1.96E-05,53,53,,,
1.99E-05,57,57,,,
1.94E-05,56,56,,,
1.95E-05,55,55,,,
2.43E-05,57,57,,,
1.98E-05,57,57,,,
1.95E-05,62,62,,,
1.98E-05,61,61,,,
2.15E-05,61,61,,,
1.99E-05,61,61,,,
2.05E-05,58,58,,,
2.00E-05,57,57,,,
1.97E-05,54,54,,,
1.97E-05,52,52,,,
1.98E-05,51,51,,,
1.94E-05,51,51,,,
2.01E-05,49,49,,,
1.94E-05,50,50,,,
2.73E-05,49,49,,,
1.94E-05,49,49,,,
2.00E-05,48,48,,,
1.93E-05,46,46,,,
2.40E-05,41,41,,,
1.91E-05,40,40,,,
1.90E-05,40,40,,,
1.92E-05,40,40,,,
1.89E-05,39,39,,,
2.83E-05,41,41,,,
1.93E-05,47,47,,,
1.93E-05,47,47,,,
1.90E-05,46,46,,,
1.90E-05,46,46,,,
1.91E-05,44,44,,,
1.95E-05,42,42,,,
1.94E-05,42,42,,,
1.89E-05,39,39,,,
1.92E-05,34,34,,,
1.87E-05,31,31,,,
1.88E-05,28,28,,,
1.84E-05,27,27,,,
1.97E-05,27,27,,,
1.90E-05,26,26,,,
1.86E-05,32,32,,,
1.87E-05,32,32,,,
1.89E-05,31,31,,,
2.59E-05,30,30,,,
1.85E-05,29,29,,,
2.04E-05,29,29,,,
2.52E-05,28,28,,,
1.87E-05,30,30,,,
1.88E-05,28,28,,,
1.98E-05,28,28,,,
1.88E-05,31,31,,,
2.39E-05,34,34,,,
1.89E-05,34,34,,,
3.30E-05,32,32,,,
2.56E-05,31,31,,,
1.90E-05,35,35,,,
1.88E-05,34,34,,,
2.46E-05,33,33,,,
1.90E-05,37,37,,,
1.96E-05,42,42,,,
1.93E-05,43,43,,,
1.92E-05,46,46,,,
1.96E-05,49,49,,,
2.09E-05,52,52,,,
2.41E-05,51,51,,,
1.94E-05,53,53,,,
2.00E-05,52,52,,,
1.97E-05,51,51,,,
2.04E-05,52,52,,,
2.05E-05,49,49,,,
2.15E-05,49,49,,,
2.80E-05,48,48,,,
1.97E-05,48,48,,,
1.92E-05,45,45,,,
1.96E-05,44,44,,,
1.91E-05,45,45,,,
1.91E-05,44,44,,,
1.95E-05,43,43,,,
1.93E-05,44,44,,,
2.75E-05,43,43,,,
2.82E-05,39,39,,,
1.96E-05,40,40,,,
1.91E-05,41,41,,,
1.88E-05,40,40,,,
1.89E-05,39,39,,,
