cas operacie,index prvku,dlzka zoznamu,,,
1.80E-05,8,65,,,
2.00E-05,48,69,,,
1.95E-05,56,66,,,
1.81E-05,18,69,,,
1.95E-05,50,68,,,
1.79E-05,7,68,,,
1.89E-05,40,67,,,
2.04E-05,60,66,,,
1.84E-05,19,65,,,
1.86E-05,21,68,,,
1.80E-05,9,68,,,
1.83E-05,14,69,,,
1.79E-05,11,68,,,
1.86E-05,27,66,,,
2.04E-05,50,68,,,
2.52E-05,45,67,,,
2.31E-05,2,70,,,
1.87E-05,15,67,,,
1.87E-05,27,69,,,
1.98E-05,60,68,,,
1.90E-05,9,69,,,
3.01E-05,35,70,,,
2.70E-05,24,71,,,
2.19E-05,12,71,,,
3.12E-05,28,70,,,
2.56E-05,62,69,,,
2.06E-05,55,71,,,
2.16E-05,46,72,,,
1.86E-05,2,70,,,
2.04E-05,56,66,,,
2.83E-05,45,66,,,
2.00E-05,59,71,,,
1.92E-05,41,70,,,
1.95E-05,48,71,,,
1.80E-05,8,70,,,
1.95E-05,39,73,,,
1.84E-05,28,75,,,
1.95E-05,51,73,,,
1.79E-05,4,73,,,
1.98E-05,57,74,,,
1.86E-05,28,75,,,
1.99E-05,52,75,,,
1.99E-05,60,74,,,
2.02E-05,72,73,,,
7.14E-05,29,73,,,
1.93E-05,45,75,,,
1.96E-05,34,77,,,
2.03E-05,68,77,,,
1.94E-05,34,73,,,
1.85E-05,20,73,,,
2.00E-05,63,73,,,
1.76E-05,4,72,,,
2.04E-05,45,80,,,
2.75E-05,8,79,,,
3.02E-05,31,80,,,
1.93E-05,20,84,,,
1.90E-05,31,83,,,
2.07E-05,69,83,,,
1.94E-05,50,86,,,
1.83E-05,17,85,,,
2.69E-05,72,82,,,
2.03E-05,79,87,,,
1.82E-05,10,88,,,
1.78E-05,5,87,,,
2.07E-05,89,90,,,
2.63E-05,63,89,,,
2.05E-05,79,86,,,
0.0001567,51,84,,,
1.86E-05,24,84,,,
1.85E-05,22,83,,,
1.83E-05,24,80,,,
1.98E-05,63,84,,,
1.94E-05,38,82,,,
2.12E-05,88,92,,,
1.92E-05,34,92,,,
2.09E-05,89,92,,,
1.93E-05,40,92,,,
1.89E-05,32,90,,,
2.54E-05,28,85,,,
2.32E-05,30,84,,,
4.49E-05,54,82,,,
1.92E-05,23,80,,,
1.93E-05,41,78,,,
1.99E-05,37,75,,,
6.54E-05,54,73,,,
2.32E-05,62,73,,,
2.03E-05,69,72,,,
1.97E-05,58,71,,,
1.96E-05,50,70,,,
2.05E-05,69,74,,,
2.30E-05,20,74,,,
1.96E-05,41,73,,,
1.90E-05,32,74,,,
1.79E-05,5,73,,,
2.09E-05,44,74,,,
1.98E-05,53,78,,,
1.98E-05,45,80,,,
2.00E-05,57,77,,,
2.03E-05,67,77,,,
1.86E-05,14,80,,,
1.82E-05,12,81,,,
2.01E-05,60,80,,,
1.93E-05,35,78,,,
2.23E-05,53,76,,,
2.06E-05,53,76,,,
2.08E-05,56,74,,,
1.91E-05,33,77,,,
2.73E-05,62,78,,,
2.06E-05,63,77,,,
1.82E-05,12,79,,,
1.83E-05,18,76,,,
1.93E-05,18,76,,,
1.85E-05,16,74,,,
1.89E-05,36,75,,,
1.99E-05,54,74,,,
1.92E-05,42,74,,,
2.00E-05,60,73,,,
1.86E-05,31,72,,,
1.89E-05,38,70,,,
3.85E-05,42,72,,,
2.09E-05,25,68,,,
2.16E-05,0,63,,,
2.86E-05,38,64,,,
1.89E-05,1,65,,,
2.74E-05,36,64,,,
1.89E-05,8,69,,,
1.84E-05,27,65,,,
1.85E-05,18,63,,,
1.89E-05,17,60,,,
1.98E-05,54,60,,,
1.83E-05,18,60,,,
1.94E-05,50,58,,,
2.05E-05,37,56,,,
1.95E-05,7,53,,,
1.91E-05,31,53,,,
1.85E-05,20,50,,,
2.22E-05,11,51,,,
1.94E-05,49,50,,,
1.89E-05,33,48,,,
2.01E-05,15,47,,,
2.25E-05,5,55,,,
1.95E-05,38,53,,,
1.86E-05,21,55,,,
1.93E-05,46,54,,,
2.49E-05,29,52,,,
1.92E-05,34,53,,,
1.94E-05,45,52,,,
1.87E-05,30,51,,,
1.93E-05,36,56,,,
1.80E-05,11,55,,,
1.93E-05,49,54,,,
1.85E-05,3,51,,,
1.83E-05,1,51,,,
1.93E-05,46,50,,,
1.88E-05,34,52,,,
1.88E-05,14,51,,,
1.95E-05,45,50,,,
3.44E-05,49,51,,,
2.23E-05,34,53,,,
2.05E-05,51,53,,,
2.82E-05,6,55,,,
2.10E-05,32,53,,,
2.07E-05,49,52,,,
1.91E-05,27,50,,,
1.87E-05,19,49,,,
1.91E-05,38,50,,,
2.52E-05,29,51,,,
1.89E-05,28,49,,,
1.94E-05,44,46,,,
1.83E-05,15,47,,,
1.79E-05,2,47,,,
1.90E-05,42,47,,,
1.86E-05,18,47,,,
1.95E-05,48,56,,,
1.87E-05,26,55,,,
1.93E-05,46,54,,,
1.89E-05,30,52,,,
2.11E-05,36,52,,,
1.86E-05,13,57,,,
1.84E-05,13,55,,,
1.97E-05,54,56,,,
2.28E-05,7,56,,,
1.86E-05,25,57,,,
1.89E-05,36,60,,,
2.38E-05,40,61,,,
1.89E-05,27,59,,,
1.86E-05,24,58,,,
1.98E-05,59,60,,,
2.72E-05,35,57,,,
2.19E-05,19,55,,,
1.84E-05,3,50,,,
1.95E-05,49,50,,,
1.85E-05,13,50,,,
2.02E-05,42,46,,,
1.85E-05,9,45,,,
1.88E-05,28,44,,,
2.56E-05,41,44,,,
1.79E-05,1,43,,,
1.93E-05,38,42,,,
2.01E-05,29,41,,,
2.44E-05,13,40,,,
2.17E-05,31,39,,,
2.30E-05,24,41,,,
1.93E-05,31,47,,,
1.83E-05,10,47,,,
1.00E-05,0,45,,,
1.85E-05,8,42,,,
1.89E-05,35,41,,,
1.84E-05,15,41,,,
1.81E-05,17,37,,,
2.02E-05,18,38,,,
1.02E-05,0,36,,,
1.85E-05,19,35,,,
2.81E-05,12,34,,,
1.86E-05,19,34,,,
1.86E-05,24,33,,,
1.88E-05,23,32,,,
1.78E-05,2,30,,,
1.91E-05,28,29,,,
2.08E-05,16,31,,,
1.92E-05,34,35,,,
1.85E-05,23,33,,,
1.86E-05,25,29,,,
1.84E-05,12,29,,,
1.83E-05,13,29,,,
1.89E-05,22,28,,,
2.54E-05,26,28,,,
2.51E-05,5,31,,,
1.78E-05,2,33,,,
1.87E-05,27,35,,,
1.95E-05,23,39,,,
1.80E-05,14,41,,,
2.42E-05,35,45,,,
1.91E-05,15,44,,,
1.90E-05,32,46,,,
1.89E-05,7,48,,,
