cas operacie,vlozene cislo,priorita,velkost frontu,,,
0.0005133,34,5634,20587,,,
0.0005163,28,4737,20586,,,
0.00043,38,1173,20587,,,
0.0005247,18,6613,20588,,,
0.0005623,36,7265,20589,,,
0.0005158,28,1715,20590,,,
0.0004291,32,602,20590,,,
0.000429,40,77,20590,,,
0.0005364,39,3370,20590,,,
0.0005758,34,3978,20591,,,
0.000589,45,1637,20592,,,
0.0004223,34,1187,20593,,,
0.0005473,35,6135,20594,,,
0.0005359,38,7671,20595,,,
0.00043,59,497,20596,,,
0.0005622,7,8222,20597,,,
0.0006992,53,2077,20598,,,
0.0006112,70,4672,20596,,,
0.0005897,39,9226,20597,,,
0.0004246,18,1202,20598,,,
0.0005653,58,9803,20599,,,
0.0004823,22,8513,20600,,,
0.0004738,33,9984,20601,,,
0.0006452,33,3255,20602,,,
0.0005765,57,1241,20602,,,
0.0008427,58,2860,20603,,,
0.0010791,30,6082,20604,,,
0.0009467,30,4151,20605,,,
0.0006563,64,9083,20604,,,
0.0006501,19,8149,20604,,,
0.0005365,56,8978,20604,,,
0.0004535,62,1434,20604,,,
0.0005922,36,3159,20605,,,
0.0007781,30,8365,20605,,,
0.0004591,67,3905,20605,,,
0.0004504,65,1584,20606,,,
0.0004355,69,5460,20607,,,
0.0004287,64,7965,20605,,,
0.0005549,45,4179,20605,,,
0.0007276,66,8202,20606,,,
0.0005236,42,3802,20606,,,
0.0005469,31,8144,20607,,,
0.0005408,55,9907,20604,,,
0.000432,4,694,20605,,,
0.0007223,22,4485,20606,,,
0.0006666,41,6871,20607,,,
0.0005591,12,2441,20608,,,
0.0005295,35,2368,20609,,,
0.0006,29,8841,20610,,,
0.0005267,25,770,20611,,,
0.0005382,41,7731,20612,,,
0.0005416,52,4051,20613,,,
0.0005492,42,2521,20614,,,
0.0005031,53,7024,20615,,,
0.000721,22,4506,20616,,,
0.0009494,24,8463,20616,,,
0.0005314,46,2366,20617,,,
0.0004388,15,1132,20617,,,
0.0004968,22,7926,20617,,,
0.0004071,41,515,20618,,,
0.0005188,45,9803,20619,,,
0.0005684,47,6469,20620,,,
0.0005217,19,3755,20621,,,
0.0005255,50,6988,20622,,,
0.0005604,21,9692,20623,,,
0.0006116,40,5818,20624,,,
0.0005818,33,7926,20625,,,
0.0004927,34,1990,20625,,,
0.0005191,7,3751,20626,,,
0.0005446,42,8276,20627,,,
0.0005521,41,8286,20628,,,
0.0009169,45,6108,20628,,,
0.0005494,52,5251,20627,,,
0.0004296,49,2189,20628,,,
0.0004951,33,1356,20629,,,
0.000574,52,9915,20630,,,
0.0005252,2,6286,20631,,,
0.0005269,57,1900,20632,,,
0.000551,49,5996,20633,,,
0.0008698,54,9565,20633,,,
0.0005385,68,3661,20634,,,
0.0005372,56,2193,20635,,,
0.0005522,68,7699,20636,,,
0.0005387,42,4394,20633,,,
0.0005445,16,6548,20634,,,
0.0005379,63,5996,20635,,,
0.0011594,34,4443,20636,,,
0.0005799,62,8729,20637,,,
0.0006102,9,5725,20637,,,
0.0005539,54,6563,20638,,,
0.0005158,33,3887,20639,,,
0.0004509,64,1424,20639,,,
0.0005139,9,5273,20640,,,
0.0005156,20,5291,20640,,,
0.0004268,54,812,20641,,,
0.000517,62,1020,20642,,,
0.000547,37,7773,20643,,,
0.0005168,59,5282,20643,,,
0.000528,25,8574,20643,,,
0.0005136,36,4575,20644,,,
0.0005657,30,8222,20645,,,
0.000488,35,723,20646,,,
0.0006062,54,8750,20646,,,
0.0005373,6,9178,20646,,,
0.0005181,18,7229,20647,,,
0.0005122,29,3098,20648,,,
0.000549,65,9632,20649,,,
0.000516,50,3713,20650,,,
0.0005631,5,3687,20651,,,
0.0004262,70,927,20652,,,
0.0005149,15,1164,20653,,,
0.000514,61,5273,20654,,,
0.0006072,6,2208,20655,,,
0.0009379,60,4400,20656,,,
0.0008705,46,1416,20657,,,
0.0006589,35,4586,20658,,,
0.0008887,51,7984,20659,,,
0.002367,67,5806,20660,,,
0.0007008,40,7336,20661,,,
0.0004323,38,808,20662,,,
0.0005651,26,9021,20660,,,
0.0005681,8,5823,20661,,,
0.0006519,26,9487,20662,,,
0.0005465,62,4356,20662,,,
0.0004075,39,283,20663,,,
0.0004346,47,693,20663,,,
0.0005356,15,8760,20664,,,
0.0007594,6,5715,20665,,,
0.0007079,7,2239,20665,,,
0.0007725,41,5152,20666,,,
0.0007317,40,5016,20667,,,
0.0004472,64,1176,20668,,,
0.0007059,50,7389,20667,,,
0.0004508,25,1160,20667,,,
0.0005137,20,4153,20668,,,
0.0005108,70,1273,20669,,,
0.000544,45,3392,20670,,,
0.0004346,42,497,20671,,,
0.0005464,70,3580,20672,,,
0.0004247,34,9977,20672,,,
0.0004221,6,3834,20673,,,
0.0004051,44,9172,20673,,,
0.0005836,11,8016,20674,,,
0.0005658,45,9194,20674,,,
0.0004455,43,1982,20674,,,
